경매시간,품목(품종),규격(전체),경락가,거래량
0,새송이(기타),1kg,1403,1
10/16 12:52:01,새송이(새송이버섯(일반)),1kg,1150,20
10/16 12:51:41,새송이(새송이버섯(일반)),1kg,2400,3
10/16 12:51:36,새송이(새송이버섯(일반)),1kg,3250,20
10/16 12:51:26,새송이(새송이버섯(일반)),1kg,250,90
10/16 12:49:28,새송이(새송이버섯(일반)),1kg,4484,5
10/16 12:49:28,새송이(새송이버섯(일반)),1kg,2901,20
10/16 12:48:51,새송이(새송이버섯(일반)),1kg,2110,8
10/16 12:46:21,새송이(새송이버섯(일반)),1kg,600,60
10/16 12:46:11,새송이(새송이버섯(일반)),1kg,1300,164
10/16 12:46:08,새송이(새송이버섯(일반)),1kg,1300,168
10/16 12:46:01,새송이(새송이버섯(일반)),1kg,1600,95
10/16 12:45:54,새송이(새송이버섯(일반)),1kg,2550,22
10/16 12:45:48,새송이(새송이버섯(일반)),1kg,3000,48
10/16 12:45:41,새송이(새송이버섯(일반)),1kg,3250,58
10/16 12:45:36,새송이(새송이버섯(일반)),1kg,3200,58
10/16 12:45:28,새송이(새송이버섯(일반)),1kg,3250,72
10/16 12:45:26,새송이(새송이버섯(일반)),1kg,3250,72
10/16 12:45:22,새송이(새송이버섯(일반)),1kg,3250,73
10/16 12:45:18,새송이(새송이버섯(일반)),1kg,33250,73
10/16 12:45:15,새송이(새송이버섯(일반)),1kg,3250,73
10/16 12:44:58,새송이(새송이버섯(일반)),1kg,3300,68
10/16 12:44:55,새송이(새송이버섯(일반)),1kg,3350,68
10/16 12:44:52,새송이(새송이버섯(일반)),1kg,3350,68
10/16 12:40:37,새송이(새송이버섯(일반)),1kg,2900,10
10/16 12:40:08,새송이(새송이버섯(일반)),1kg,2500,5
10/16 12:40:08,새송이(새송이버섯(일반)),1kg,2500,1
10/16 12:40:08,새송이(새송이버섯(일반)),1kg,2500,3
10/16 12:40:08,새송이(새송이버섯(일반)),1kg,2500,20
10/16 12:40:08,새송이(새송이버섯(일반)),1kg,2500,1
10/16 12:40:08,새송이(새송이버섯(일반)),1kg,2500,3
10/16 12:39:56,새송이(새송이버섯(일반)),1kg,2950,58
10/16 12:39:54,새송이(새송이버섯(일반)),1kg,2950,58
10/16 12:39:52,새송이(새송이버섯(일반)),1kg,2950,58
10/16 12:39:49,새송이(새송이버섯(일반)),1kg,2900,57
10/16 12:39:48,새송이(새송이버섯(일반)),1kg,2900,57
10/16 12:39:30,새송이(새송이버섯(일반)),1kg,2000,75
10/16 12:39:25,새송이(새송이버섯(일반)),1kg,2800,60
10/16 12:39:19,새송이(새송이버섯(일반)),1kg,2850,64
10/16 12:39:16,새송이(새송이버섯(일반)),1kg,2850,67
10/16 12:37:35,새송이(새송이버섯(일반)),1kg,1500,25
10/16 12:37:30,새송이(새송이버섯(일반)),1kg,2650,59
10/16 12:37:16,새송이(새송이버섯(일반)),1kg,2750,59
10/16 12:37:16,새송이(새송이버섯(일반)),1kg,2901,20
10/16 12:37:11,새송이(새송이버섯(일반)),1kg,2750,60
10/16 12:37:03,새송이(새송이버섯(일반)),1kg,2850,50
10/16 12:37:00,새송이(새송이버섯(일반)),1kg,2800,50
10/16 12:36:55,새송이(새송이버섯(일반)),1kg,3000,60
10/16 12:36:52,새송이(새송이버섯(일반)),1kg,3000,61
10/16 12:36:49,새송이(새송이버섯(일반)),1kg,3050,60
