경매시간,품목(품종),규격(전체),경락가,거래량
05/16 12:58:08,새송이(새송이버섯(일반)),1kg,1950,60
05/16 12:57:44,새송이(새송이버섯(일반)),1kg,2250,60
05/16 12:57:12,새송이(새송이버섯(일반)),1kg,2850,60
05/16 12:57:10,새송이(새송이버섯(일반)),1kg,2850,60
05/16 12:57:07,새송이(새송이버섯(일반)),1kg,2850,60
05/16 12:57:01,새송이(새송이버섯(일반)),1kg,1400,3
05/16 12:56:55,새송이(새송이버섯(일반)),1kg,2250,59
05/16 12:56:50,새송이(새송이버섯(일반)),1kg,2900,58
05/16 12:56:34,새송이(새송이버섯(일반)),1kg,2900,58
05/16 12:56:32,새송이(새송이버섯(일반)),1kg,2900,58
05/16 12:56:29,새송이(새송이버섯(일반)),1kg,2900,58
05/16 12:56:25,새송이(새송이버섯(일반)),1kg,2900,59
05/16 12:56:00,새송이(새송이버섯(일반)),1kg,2900,60
05/16 12:55:57,새송이(새송이버섯(일반)),1kg,2900,60
05/16 12:55:50,새송이(새송이버섯(일반)),1kg,3400,60
05/16 12:55:47,새송이(새송이버섯(일반)),1kg,3400,60
05/16 12:55:45,새송이(새송이버섯(일반)),1kg,3400,60
05/16 12:55:34,새송이(새송이버섯(일반)),1kg,850,96
05/16 12:55:00,새송이(새송이버섯(일반)),1kg,1050,35
05/16 12:54:53,새송이(새송이버섯(일반)),1kg,1800,18
05/16 12:54:48,새송이(새송이버섯(일반)),1kg,2050,22
05/16 12:54:42,새송이(새송이버섯(일반)),1kg,3875,10
05/16 12:54:38,새송이(새송이버섯(일반)),1kg,3850,10
05/16 12:54:34,새송이(새송이버섯(일반)),1kg,3800,10
05/16 12:54:27,새송이(새송이버섯(일반)),1kg,3750,10
05/16 12:54:23,새송이(새송이버섯(일반)),1kg,3700,10
05/16 12:54:17,새송이(새송이버섯(일반)),1kg,1700,28
05/16 12:53:57,새송이(새송이버섯(일반)),1kg,700,80
05/16 12:53:53,새송이(새송이버섯(일반)),1kg,700,80
05/16 12:53:00,새송이(새송이버섯(일반)),1kg,550,30
05/16 12:52:53,새송이(새송이버섯(일반)),1kg,8000,1
05/16 12:52:44,새송이(새송이버섯(일반)),1kg,600,48
05/16 12:52:39,새송이(새송이버섯(일반)),1kg,8000,1
05/16 12:44:58,새송이(새송이버섯(일반)),1kg,2125,10
05/16 12:44:58,새송이(새송이버섯(일반)),1kg,2125,10
05/16 12:44:58,새송이(새송이버섯(일반)),1kg,2125,10
05/16 12:44:58,새송이(새송이버섯(일반)),1kg,2125,21
05/16 12:44:58,새송이(새송이버섯(일반)),1kg,2125,30
05/16 12:39:05,새송이(새송이버섯(일반)),1kg,2250,3
05/16 12:39:05,새송이(새송이버섯(일반)),1kg,2250,5
05/16 12:39:05,새송이(새송이버섯(일반)),1kg,2250,5
05/16 12:39:05,새송이(새송이버섯(일반)),1kg,2250,3
05/16 12:39:05,새송이(새송이버섯(일반)),1kg,2250,2
05/16 12:39:05,새송이(새송이버섯(일반)),1kg,2250,5
05/16 12:27:00,새송이(새송이버섯(일반)),1kg,1350,20
05/16 12:26:45,새송이(새송이버섯(일반)),1kg,1750,6
05/16 12:26:25,새송이(새송이버섯(일반)),1kg,2500,24
05/16 12:26:00,새송이(새송이버섯(일반)),1kg,225,100
05/16 12:19:58,새송이(새송이버섯(일반)),1kg,1700,80
05/16 12:19:51,새송이(새송이버섯(일반)),1kg,1550,60
05/16 12:19:35,새송이(새송이버섯(일반)),1kg,1800,6
05/16 12:19:28,새송이(새송이버섯(일반)),1kg,1800,6
05/16 12:19:27,새송이(새송이버섯(일반)),1kg,1846,4
05/16 12:19:02,새송이(새송이버섯(일반)),1kg,1900,6
05/16 12:18:56,새송이(새송이버섯(일반)),1kg,1000,30
05/16 12:18:42,새송이(새송이버섯(일반)),1kg,1750,60
05/16 12:18:32,새송이(새송이버섯(일반)),1kg,2250,9
05/16 12:18:25,새송이(새송이버섯(일반)),1kg,2600,48
05/16 12:18:23,새송이(새송이버섯(일반)),1kg,3000,75
05/16 12:18:18,새송이(새송이버섯(일반)),1kg,3000,75
05/16 12:18:15,새송이(새송이버섯(일반)),1kg,3000,75
05/16 12:18:10,새송이(새송이버섯(일반)),1kg,3000,75
05/16 12:10:22,새송이(새송이버섯(일반)),1kg,2800,30
05/16 12:10:17,새송이(새송이버섯(일반)),1kg,2750,30
05/16 12:10:07,새송이(새송이버섯(일반)),1kg,2850,40
05/16 12:09:55,새송이(새송이버섯(일반)),1kg,3500,10
05/16 12:09:55,새송이(새송이버섯(일반)),1kg,3500,10
05/16 12:09:54,새송이(새송이버섯(일반)),1kg,3500,10
05/16 12:09:53,새송이(새송이버섯(일반)),1kg,3500,20
05/16 12:08:16,새송이(새송이버섯(일반)),1kg,1875,30
05/16 12:08:16,새송이(새송이버섯(일반)),1kg,1875,30
05/16 12:08:01,새송이(새송이버섯(일반)),1kg,1875,20
05/16 12:08:01,새송이(새송이버섯(일반)),1kg,1875,100
05/16 12:07:38,새송이(새송이버섯(일반)),1kg,2000,5
05/16 12:07:37,새송이(새송이버섯(일반)),1kg,2000,40
05/16 12:07:37,새송이(새송이버섯(일반)),1kg,2000,10
05/16 12:07:36,새송이(새송이버섯(일반)),1kg,2000,5
05/16 12:07:36,새송이(새송이버섯(일반)),1kg,2000,10
05/16 12:07:36,새송이(새송이버섯(일반)),1kg,2000,10
05/16 12:07:35,새송이(새송이버섯(일반)),1kg,2000,80
05/16 12:01:05,새송이(새송이버섯(일반)),1kg,850,2
05/16 12:00:49,새송이(새송이버섯(일반)),1kg,2200,21
05/16 12:00:40,새송이(새송이버섯(일반)),1kg,2150,21
05/16 12:00:30,새송이(새송이버섯(일반)),1kg,3050,21
05/16 12:00:17,새송이(새송이버섯(일반)),1kg,1750,28
05/16 12:00:06,새송이(새송이버섯(일반)),1kg,1550,8
05/16 11:52:24,새송이(새송이버섯(일반)),1kg,3000,10
05/16 11:52:20,새송이(새송이버섯(일반)),1kg,3000,10
05/16 11:52:17,새송이(새송이버섯(일반)),1kg,3000,10
05/16 11:52:12,새송이(새송이버섯(일반)),1kg,3166,10
05/16 11:52:07,새송이(새송이버섯(일반)),1kg,1650,6
05/16 11:52:01,새송이(새송이버섯(일반)),1kg,2650,40
05/16 11:51:54,새송이(새송이버섯(일반)),1kg,2850,30
05/16 11:51:51,새송이(새송이버섯(일반)),1kg,2750,30
05/16 11:51:07,새송이(새송이버섯(일반)),1kg,1400,12
05/16 11:51:01,새송이(새송이버섯(일반)),1kg,2150,51
05/16 11:50:58,새송이(새송이버섯(일반)),1kg,2100,51
05/16 11:50:43,새송이(새송이버섯(일반)),1kg,1150,10
05/16 11:50:38,새송이(새송이버섯(일반)),1kg,1100,52
05/16 11:50:35,새송이(새송이버섯(일반)),1kg,1100,51
05/16 11:50:30,새송이(새송이버섯(일반)),1kg,1250,20
05/16 11:50:24,새송이(새송이버섯(일반)),1kg,1650,17
05/16 11:50:18,새송이(새송이버섯(일반)),1kg,2450,30
05/16 11:50:11,새송이(새송이버섯(일반)),1kg,2750,44
05/16 11:50:08,새송이(새송이버섯(일반)),1kg,2750,44
05/16 11:50:04,새송이(새송이버섯(일반)),1kg,2850,45
05/16 11:50:00,새송이(새송이버섯(일반)),1kg,2800,44
05/16 11:49:53,새송이(새송이버섯(일반)),1kg,2100,13
05/16 11:49:50,새송이(새송이버섯(일반)),1kg,2075,13
05/16 11:49:47,새송이(새송이버섯(일반)),1kg,2075,12
05/16 11:49:43,새송이(새송이버섯(일반)),1kg,2075,12
05/16 11:38:42,새송이(새송이버섯(일반)),1kg,1400,27
05/16 11:38:37,새송이(새송이버섯(일반)),1kg,1700,55
05/16 11:38:31,새송이(새송이버섯(일반)),1kg,2050,30
05/16 11:38:28,새송이(새송이버섯(일반)),1kg,2000,30
05/16 11:38:19,새송이(새송이버섯(일반)),1kg,2500,39
05/16 11:38:13,새송이(새송이버섯(일반)),1kg,2800,50
05/16 11:35:43,새송이(새송이버섯(일반)),1kg,3000,50
05/16 11:35:16,새송이(새송이버섯(일반)),1kg,1850,30
05/16 11:35:09,새송이(새송이버섯(일반)),1kg,3300,48
05/16 11:35:04,새송이(새송이버섯(일반)),1kg,1750,20
05/16 11:35:00,새송이(새송이버섯(일반)),1kg,1600,20
05/16 11:34:54,새송이(새송이버섯(일반)),1kg,2500,10
05/16 11:34:43,새송이(새송이버섯(일반)),1kg,2500,10
05/16 11:34:37,새송이(새송이버섯(일반)),1kg,3000,30
05/16 11:34:34,새송이(새송이버섯(일반)),1kg,3000,30
05/16 11:34:24,새송이(새송이버섯(일반)),1kg,3250,30
05/16 11:34:19,새송이(새송이버섯(일반)),1kg,3150,30
05/16 11:29:38,새송이(새송이버섯(일반)),1kg,1350,72
05/16 10:44:32,새송이(새송이버섯(일반)),1kg,2500,3
05/16 10:44:32,새송이(새송이버섯(일반)),1kg,3500,1
05/16 10:44:32,새송이(새송이버섯(일반)),1kg,3500,1
05/16 10:00:53,새송이(새송이버섯(일반)),1kg,3265,1
05/16 09:57:51,새송이(새송이버섯(일반)),1kg,2250,40
05/16 09:37:30,새송이(새송이버섯(일반)),1kg,6400,1
05/16 09:37:30,새송이(새송이버섯(일반)),1kg,3000,21
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,4
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,4
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,10
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,4
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,10
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,10
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,20
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,4
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,10
05/16 08:54:56,새송이(새송이버섯(일반)),1kg,2250,5
05/16 08:54:11,새송이(새송이버섯(일반)),1kg,3190,3
05/16 08:54:06,새송이(새송이버섯(일반)),1kg,4500,4
05/16 08:54:00,새송이(새송이버섯(일반)),1kg,3450,5
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,7
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,6
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,7
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,7
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,6
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,15
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,6
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,20
05/16 08:53:27,새송이(새송이버섯(일반)),1kg,3750,7
05/16 08:50:59,새송이(새송이버섯(일반)),1kg,4300,2
05/16 08:48:05,새송이(기타),1kg,2375,10
05/16 08:48:05,새송이(기타),1kg,2375,15
05/16 08:48:05,새송이(기타),1kg,2375,10
