TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20150102,172,2.2,1907,5,8.8,1444,5,11.8,1421,-3.8,-0.4,1258,-8.1,2354,-5.3,0.9,-11.2,89.1,70.0,2240,4.2,-9.0,-9.0,-9.00,1019.9,1026.6,1029.1,2354,1024.3,1314,6.3,1.5,9.8,-9.0,6.82,1.55,1400,6.5,-9.0,11.08,-9.0,-9,-9.0,-9,-9.0,-9,9.2,935,27.0,830,-99.0,-99.0,-99.0,-99.0,-99.0
20150102,211,1.7,1495,18,4.3,1439,18,6.9,1436,-7.9,-1.8,1339,-11.7,2400,-17.0,-5.7,-15.5,50.1,26.0,1506,1.6,-9.0,-9.0,-9.00,998.6,1024.6,1027.7,2349,1021.2,1233,-9.0,7.3,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150102,245,0.7,636,36,3.3,1402,2,7.3,1301,-3.9,0.4,1157,-8.0,2219,-6.3,0.4,-3.4,83.9,62.0,1649,3.8,-9.0,-9.0,-9.00,1020.7,1026.5,1028.8,2351,1024.6,607,-9.0,2.9,9.8,-9.0,-9.00,-9.00,-9,1.5,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150102,261,3.0,2617,32,6.2,1320,32,10.9,1118,1.0,6.1,1257,-2.4,2256,-4.3,1.6,-6.5,68.1,38.0,1302,4.5,-9.0,-9.0,-9.00,1024.1,1025.7,1028.2,2311,1023.1,1353,-9.0,5.3,9.9,-9.0,-9.00,-9.00,-9,1.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150102,279,2.9,2467,29,5.4,1527,29,10.3,1510,-2.5,0.8,1452,-6.2,112,-12.2,-3.4,-10.0,49.0,30.0,1651,2.4,-9.0,-9.0,-9.00,1018.3,1024.6,1026.9,2113,1022.6,1432,-9.0,7.2,9.8,-9.0,-9.00,-9.00,-9,0.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,99,1.3,1091,18,2.7,1159,20,4.9,1417,-4.8,2.9,1526,-15.6,727,-11.6,-4.1,-17.6,61.4,33.0,1146,2.7,-9.0,-9.0,-9.00,1019.9,1023.7,1028.0,213,1019.0,2351,-9.0,7.8,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,121,0.8,691,25,2.5,1708,27,3.9,1503,-6.5,1.9,1520,-14.9,754,-13.2,-3.5,-16.6,61.9,31.0,1322,2.3,-9.0,-9.0,-9.00,994.1,1025.1,1029.4,907,1021.2,1606,-9.0,6.4,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,146,1.0,824,32,2.2,1605,18,4.1,2242,-2.0,5.2,1507,-9.0,633,-8.9,1.0,-10.7,60.5,40.0,1508,3.2,1.3,-9.0,-9.00,1017.7,1024.6,1028.6,21,1020.3,2347,3.8,7.3,9.8,-9.0,9.95,1.91,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,175,3.7,3185,32,6.1,828,34,9.1,11,-0.6,4.5,1339,-4.7,105,-3.6,-0.3,-7.1,80.6,58.0,1340,4.8,-9.0,-9.0,-9.00,965.0,1023.9,1028.0,16,1019.4,2324,5.0,8.3,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.3,1,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,216,1.8,1518,29,3.8,955,32,8.8,955,-3.8,2.8,1427,-10.7,322,-20.8,-6.1,-16.4,30.0,9.0,1423,1.3,-9.0,-9.0,-9.00,933.5,1020.9,1025.5,313,1017.0,1426,-9.0,7.4,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,248,0.8,708,23,3.8,1657,25,5.5,1659,-6.2,3.3,1532,-14.6,710,-9.6,-0.5,-16.7,80.1,42.0,1522,3.1,-9.0,-9.0,-9.00,973.6,1025.2,1030.3,825,1021.2,1527,-9.0,8.1,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,263,0.5,471,9,1.6,1227,7,2.2,1225,-4.3,4.5,1602,-11.9,633,-10.6,-0.3,-15.4,66.4,26.0,1511,2.8,-9.0,-9.0,-9.00,1021.5,1023.4,1027.0,920,1019.7,2400,-9.0,8.7,9.8,-9.0,12.11,2.24,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150103,283,2.1,1846,32,6.1,1052,36,10.2,1040,-2.0,5.5,1537,-9.8,521,-14.5,-1.4,-12.9,42.4,16.0,1145,2.1,-9.0,-9.0,-9.00,1017.6,1022.4,1026.1,148,1019.1,2327,-9.0,8.5,9.8,-9.0,10.90,1.88,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150104,101,0.5,422,36,1.5,1434,2,2.3,1430,-0.4,4.6,1536,-3.9,2340,-3.3,-1.1,-10.5,82.0,61.0,1529,4.9,0.7,-9.0,-9.00,1009.6,1019.5,1021.6,2215,1017.9,1312,4.0,4.7,9.6,-9.0,5.90,1.41,1200,0.0,0.0,1.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.4,1,1.3,6.2,8.9,14.7,16.8
20150104,129,1.0,863,20,3.3,1126,20,5.2,1125,1.8,9.3,1351,-3.0,2259,0.0,1.2,-7.6,88.3,70.0,1359,6.2,0.4,-9.0,2.33,1015.1,1018.8,1020.6,2011,1017.1,1400,3.6,7.8,9.7,-9.0,7.79,1.44,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150104,155,1.1,991,11,3.1,1444,2,3.8,1203,4.8,11.2,1526,-0.3,728,-3.7,2.6,-4.8,55.1,36.0,1136,4.8,-9.0,-9.0,-9.00,1013.6,1018.3,1019.7,29,1015.8,1439,1.0,8.6,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150104,184,2.8,2449,25,4.3,1024,25,7.0,1020,11.5,15.0,1151,7.7,105,5.0,7.3,3.5,64.8,54.0,1144,8.8,2.4,-9.0,-9.00,1016.1,1018.5,1020.0,2223,1017.2,1346,1.0,8.4,10.0,-9.0,10.06,1.71,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.9,9.3,9.7,17.1,18.8
20150104,221,0.5,438,34,2.3,1705,34,4.7,1657,-1.9,5.5,1400,-6.2,2400,-5.4,-1.1,-7.8,77.4,57.0,1401,4.1,-9.0,-9.0,-9.00,986.6,1019.7,1022.0,2303,1016.9,1400,-9.0,1.2,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150104,252,0.7,638,36,3.1,1528,36,4.8,1528,2.8,10.7,1414,-2.5,2400,0.2,1.7,-3.7,84.0,57.0,1512,6.3,-9.0,-9.0,-9.00,1013.9,1018.6,1020.4,2318,1016.9,1351,-9.0,8.4,9.9,-9.0,9.68,1.72,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150104,266,1.2,1031,27,4.2,1511,29,5.5,1449,6.1,13.1,1418,0.5,352,0.8,6.9,-1.6,70.6,45.0,1448,6.5,-9.0,-9.0,-9.00,1007.5,1017.4,1019.5,1,1014.7,1444,-9.0,8.3,9.9,-9.0,10.47,1.85,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150104,285,0.8,717,5,3.6,1447,5,4.9,1445,-0.1,10.9,1535,-5.9,631,-7.0,-0.8,-7.7,62.9,31.0,1357,3.7,-9.0,-9.0,-9.00,1014.7,1018.9,1020.7,20,1015.8,1437,-9.0,7.2,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150105,104,2.1,1776,25,4.9,2202,29,7.6,2201,7.1,13.7,1522,1.1,413,-8.7,6.1,-6.9,34.9,13.0,1714,3.3,2.3,-9.0,-9.00,1005.3,1015.0,1020.6,308,1007.8,2356,6.8,4.2,9.7,-9.0,6.43,1.01,1000,-9.0,0.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.6,5.7,7.7,13.2,15.2
20150105,131,0.5,466,34,1.9,2345,36,4.2,2338,3.2,9.0,1431,-2.2,431,-0.3,0.8,-8.0,79.4,52.0,1436,6.0,0.2,-9.0,-9.00,1009.9,1017.1,1022.2,357,1010.5,2333,6.5,5.1,9.8,-9.0,7.04,1.33,1200,2.0,7.0,4.08,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150105,159,1.8,1524,25,6.3,2355,25,11.3,2353,9.3,13.4,1507,2.9,735,3.4,5.9,-3.9,67.4,46.0,1025,8.2,1.8,-9.0,-9.00,1008.8,1017.3,1021.0,600,1009.4,2400,6.5,5.1,9.9,-9.0,7.31,1.29,1100,0.5,26.5,1.90,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.3,9.1,13.2,17.2,18.5
20150105,188,3.2,2769,18,8.4,2249,18,12.7,2243,12.0,16.5,1457,3.7,214,8.1,9.5,3.4,78.5,52.0,1539,11.2,-9.0,-9.0,-9.00,1014.0,1016.1,1020.2,905,1009.4,2357,7.3,4.9,10.0,-9.0,-9.00,-9.00,-9,6.2,-9.0,3.88,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150105,232,1.7,1462,9,4.2,1311,11,5.3,1242,3.6,8.5,1514,-3.4,431,-0.5,0.9,-8.8,76.1,50.0,1523,5.9,-9.0,-9.0,5.58,1013.6,1016.2,1021.3,400,1010.2,2400,7.1,-9.0,-9.0,-9.0,-9.00,-9.00,-9,0.5,-9.0,2.92,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150105,254,0.9,777,16,3.7,1737,34,8.6,312,4.0,11.5,1456,-1.9,222,1.3,4.0,-3.4,85.3,49.0,1457,6.9,-9.0,-9.0,-9.00,1001.5,1017.2,1022.5,408,1009.7,2358,-9.0,2.4,9.9,-9.0,7.67,1.41,1200,12.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150105,271,0.8,724,16,3.1,1314,23,5.3,1510,-0.7,9.9,1357,-8.8,634,-6.6,-1.7,-13.0,71.4,19.0,1411,3.8,-9.0,-9.0,-9.00,978.3,1018.3,1024.2,500,1011.5,2358,-9.0,5.3,9.7,-9.0,-9.00,-9.00,-9,0.3,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150105,289,0.7,567,7,2.7,1647,5,5.9,1640,2.7,10.7,1544,-4.6,620,-3.1,0.8,-8.9,69.3,33.0,1442,5.0,-9.0,-9.0,-9.00,1000.6,1017.8,1022.7,532,1010.1,2400,-9.0,5.5,9.9,-9.0,-9.00,-9.00,-9,3.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,106,4.1,3508,36,10.4,1318,36,14.6,1315,5.2,9.6,1,-0.4,2355,-9.3,4.6,-3.1,36.9,17.0,1608,3.5,-9.0,-9.0,-9.00,1005.3,1010.2,1014.9,2252,1005.2,627,-9.0,6.8,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,135,5.5,4729,27,9.0,1346,29,14.5,1456,-0.6,3.1,318,-5.8,2353,-8.4,0.0,-6.0,58.6,28.0,1544,3.7,-9.0,-9.0,-9.00,984.3,1014.8,1020.3,2227,1009.1,59,-9.0,8.5,9.8,-9.0,11.80,2.01,1200,10.3,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,165,9.1,7866,36,13.5,302,36,19.5,258,2.6,12.3,49,-0.5,2358,-0.6,5.4,-0.6,80.6,56.0,1342,6.1,2.2,-9.0,-9.00,1012.3,1017.1,1021.8,2345,1008.4,17,5.5,8.1,9.9,-9.0,9.88,1.73,1200,0.3,-9.0,1.42,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,7.0,8.2,9.9,14.2,17.5
20150106,192,2.5,2193,34,6.0,744,2,10.9,1311,4.8,8.7,1234,-0.6,2352,-8.4,3.7,-5.0,45.4,15.0,2217,4.0,3.2,-9.0,-9.00,1008.8,1012.5,1017.4,2211,1006.8,406,3.8,8.5,9.9,-9.0,11.75,2.04,1200,5.5,-9.0,3.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,236,2.9,2515,32,5.4,1340,34,9.0,1402,0.5,5.0,326,-4.4,2350,-6.3,2.9,-6.0,62.9,33.0,1552,4.2,-9.0,-9.0,-9.00,1015.9,1017.3,1022.4,2359,1009.5,40,-9.0,8.4,9.8,-9.0,-9.00,-9.00,-9,6.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,257,3.0,2576,34,6.0,1310,32,11.3,1454,7.1,10.7,509,1.8,2357,-6.1,5.7,-1.4,44.4,19.0,1429,4.7,-9.0,-9.0,-9.00,1010.3,1012.1,1017.4,2233,1006.4,339,-9.0,8.5,9.9,-9.0,12.22,2.11,1200,14.5,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,273,4.0,3437,32,6.3,721,29,12.1,803,0.0,3.7,257,-6.0,2357,-10.0,1.6,-6.3,50.0,27.0,1512,3.4,-9.0,-9.0,-9.00,992.6,1013.9,1019.5,2301,1008.5,432,-9.0,7.9,9.8,-9.0,-9.00,-9.00,-9,4.5,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150106,295,1.9,1683,32,3.9,1510,32,6.6,503,6.9,13.1,356,0.5,2245,-3.6,7.6,-4.2,50.9,24.0,1335,5.6,-9.0,-9.0,-9.00,1006.7,1012.2,1017.2,2333,1006.0,355,-9.0,8.1,9.9,-9.0,-9.00,-9.00,-9,12.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150107,112,4.9,4236,36,7.8,619,36,11.0,640,-4.9,-1.8,1533,-6.6,700,-14.8,-1.5,-9.1,46.1,37.0,1402,2.0,1.5,-9.0,-9.00,1014.2,1023.4,1025.6,2356,1021.8,1352,1.1,9.3,9.7,-9.0,9.12,1.57,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.4,4.9,7.3,12.5,15.6
20150107,137,3.4,2964,27,6.0,943,25,10.7,157,-3.5,1.2,1534,-6.7,724,-17.4,-2.3,-7.7,33.9,21.0,1321,1.6,-9.0,-9.0,-9.00,1009.4,1021.7,1024.3,2300,1019.2,1,-9.0,8.4,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150107,169,11.9,10270,36,15.1,715,36,21.4,659,2.8,3.6,1654,1.8,806,-4.4,2.0,1.6,59.3,52.0,1720,4.4,-9.0,-9.0,-9.00,1013.4,1023.0,1025.3,2342,1020.1,508,7.8,0.5,10.0,-9.0,2.25,0.44,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150107,202,1.9,1608,29,3.7,21,32,7.1,441,-5.3,-0.1,1452,-9.2,2359,-17.8,-3.2,-14.0,39.4,21.0,1450,1.6,-9.0,-9.0,-9.00,1016.6,1022.8,1025.2,2353,1020.7,451,-9.0,8.8,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150107,243,1.9,1640,34,5.3,1428,36,8.9,1411,-2.3,1.8,1504,-6.3,717,-9.7,-0.6,-7.9,57.3,43.0,131,2.9,-9.0,-9.0,-9.00,1022.2,1023.7,1025.6,2356,1022.0,1,-9.0,8.1,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150107,259,5.1,4375,36,7.0,644,34,12.3,2104,0.0,2.9,1347,-3.5,718,-8.6,0.6,-2.5,52.3,42.0,1304,3.2,-9.0,-9.0,-9.00,1021.2,1022.8,1024.9,2317,1020.5,551,-9.0,6.8,9.9,-9.0,21.13,3.40,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150107,277,4.2,3618,29,7.6,151,32,14.9,156,-2.6,1.5,1438,-5.6,741,-18.9,-1.2,-8.0,27.6,19.0,1501,1.4,-9.0,-9.0,-9.00,1014.0,1019.4,1022.5,2254,1015.5,9,-9.0,8.3,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150108,95,0.7,597,23,3.0,1509,20,4.8,1514,-9.8,-2.2,1436,-16.3,656,-16.2,-5.9,-20.4,63.5,29.0,1417,1.8,1.2,-9.0,-9.00,1006.6,1026.8,1029.0,838,1024.8,1350,0.5,8.5,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150108,115,1.5,1324,2,4.1,1253,5,7.5,1358,1.7,4.3,1136,-0.5,1,-7.0,0.1,-1.4,52.9,38.0,1153,3.6,1.5,-9.0,-9.00,993.3,1021.0,1022.4,917,1019.7,1250,8.1,3.1,9.7,-9.0,-9.00,-9.00,-9,0.2,0.4,2.67,-9.0,-9,-9.0,-9,-9.0,-9,0.3,1020,4.0,1020,2.0,5.6,9.0,13.7,14.7
20150108,140,1.9,1639,27,6.4,1630,27,8.8,1629,-2.3,1.9,1428,-7.1,545,-5.2,-0.4,-8.4,80.5,64.0,1131,4.2,-9.0,-9.0,-9.00,1023.8,1026.8,1028.4,919,1025.3,1,0.9,9.1,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20150108,172,2.2,1903,36,7.0,1559,36,9.3,1558,-1.3,2.6,1304,-4.7,446,-5.0,-0.7,-8.3,76.0,64.0,43,4.3,-9.0,-9.0,-9.00,1020.6,1027.2,1028.8,1034,1025.3,1,2.9,2.5,9.9,-9.0,7.36,1.32,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
