경매시간,품목(품종),규격(전체),경락가,거래량
0,감귤(기타감귤),1kg,7333,20
0,감귤(기타감귤),1kg,8333,30
0,감귤(기타감귤),1kg,8000,30
0,감귤(기타감귤),1kg,7833,30
0,감귤(기타감귤),1kg,7666,30
0,감귤(기타감귤),1kg,7666,40
0,감귤(기타감귤),1kg,8333,40
0,감귤(하우스감귤),1kg,8000,40
0,감귤(하우스감귤),1kg,7666,30
0,감귤(하우스감귤),1kg,7666,40
0,감귤(하우스감귤),1kg,8333,21
09/16 10:29:56,감귤(하우스감귤),1kg,10000,10
09/16 10:29:56,감귤(하우스감귤),1kg,7000,29
09/16 10:29:56,감귤(하우스감귤),1kg,10333,2
09/16 10:29:56,감귤(하우스감귤),1kg,10333,10
09/16 10:29:56,감귤(하우스감귤),1kg,10000,45
09/16 09:13:36,감귤(하우스감귤),1kg,4666,76
09/16 09:13:34,감귤(하우스감귤),1kg,4666,119
09/16 09:12:10,감귤(하우스감귤),1kg,5800,240
09/16 09:06:37,감귤(하우스감귤),1kg,400,24
09/16 09:06:35,감귤(하우스감귤),1kg,400,168
09/16 09:04:23,감귤(하우스감귤),1kg,5000,20
09/16 09:04:23,감귤(하우스감귤),1kg,5000,20
09/16 09:04:23,감귤(하우스감귤),1kg,5666,5
09/16 09:03:40,감귤(하우스감귤),1kg,400,200
09/16 08:53:08,감귤(하우스감귤),1kg,8500,4
09/16 08:53:08,감귤(하우스감귤),1kg,7166,8
09/16 08:53:08,감귤(하우스감귤),1kg,7500,3
09/16 08:53:08,감귤(하우스감귤),1kg,7520,12
09/16 08:53:08,감귤(하우스감귤),1kg,7500,8
09/16 08:53:08,감귤(하우스감귤),1kg,82,12
09/16 08:53:08,감귤(하우스감귤),1kg,8000,408
09/16 08:44:24,감귤(하우스감귤),1kg,260,160
09/16 08:44:24,감귤(하우스감귤),1kg,260,160
09/16 08:44:24,감귤(하우스감귤),1kg,260,160
09/16 08:44:16,감귤(하우스감귤),1kg,360,160
09/16 08:44:16,감귤(하우스감귤),1kg,360,160
09/16 08:43:45,감귤(하우스감귤),1kg,5000,6
09/16 08:43:17,감귤(하우스감귤),1kg,3400,13
09/16 08:43:08,감귤(하우스감귤),1kg,2800,14
09/16 08:42:57,감귤(하우스감귤),1kg,5500,32
09/16 08:42:57,감귤(하우스감귤),1kg,5500,33
09/16 08:42:57,감귤(하우스감귤),1kg,5500,33
09/16 08:42:22,감귤(하우스감귤),1kg,6000,27
09/16 08:41:28,감귤(하우스감귤),1kg,6400,32
09/16 08:41:22,감귤(하우스감귤),1kg,5600,16
09/16 08:41:16,감귤(하우스감귤),1kg,6666,4
09/16 08:40:49,감귤(하우스감귤),1kg,8666,20
09/16 08:40:26,감귤(하우스감귤),1kg,8666,15
09/16 08:40:23,감귤(하우스감귤),1kg,7833,31
09/16 08:40:22,감귤(하우스감귤),1kg,7833,32
09/16 08:40:05,감귤(하우스감귤),1kg,6166,30
