경매시간,품목(품종),규격(전체),경락가,거래량
02/16 11:37:42,사과(미시마),1kg,2200,7
02/16 11:37:42,사과(미시마),1kg,2000,15
02/16 11:37:42,사과(미시마),1kg,2300,29
02/16 11:37:42,사과(미시마),1kg,2500,36
02/16 11:37:42,사과(미시마),1kg,2400,33
02/16 11:27:40,사과(미얀마),1kg,2300,33
02/16 11:27:40,사과(미얀마),1kg,2100,17
02/16 11:27:40,사과(미얀마),1kg,1000,4
02/16 11:27:40,사과(미얀마),1kg,2400,34
02/16 11:27:40,사과(미얀마),1kg,2400,35
02/16 11:27:40,사과(미얀마),1kg,2800,2
02/16 11:27:40,사과(미얀마),1kg,2300,34
02/16 11:27:40,사과(미얀마),1kg,1200,4
02/16 11:27:40,사과(미얀마),1kg,1600,5
02/16 11:27:40,사과(미얀마),1kg,2400,35
02/16 11:27:40,사과(미얀마),1kg,2500,31
02/16 11:08:41,사과(미얀마),1kg,1650,1
02/16 11:08:38,사과(미얀마),1kg,580,1
02/16 11:08:36,사과(미얀마),1kg,895,6
02/16 11:08:33,사과(미얀마),1kg,795,2
02/16 11:08:30,사과(미얀마),1kg,1625,23
02/16 11:08:28,사과(미얀마),1kg,1800,18
02/16 11:08:25,사과(미얀마),1kg,2000,2
02/16 11:08:22,사과(미얀마),1kg,2615,11
02/16 11:08:20,사과(미얀마),1kg,2780,25
02/16 11:08:17,사과(미얀마),1kg,2740,25
02/16 11:08:13,사과(미얀마),1kg,2455,5
02/16 11:07:48,사과(미얀마),1kg,210,1
02/16 11:07:45,사과(미얀마),1kg,400,2
02/16 11:07:42,사과(미얀마),1kg,795,28
02/16 11:07:40,사과(미얀마),1kg,575,3
02/16 11:07:34,사과(미얀마),1kg,1300,23
02/16 11:07:31,사과(미얀마),1kg,1405,23
02/16 11:06:37,사과(미얀마),1kg,265,1
02/16 11:06:36,사과(미얀마),1kg,1095,26
02/16 11:06:34,사과(미얀마),1kg,410,3
02/16 11:06:33,사과(미얀마),1kg,1650,4
02/16 11:06:32,사과(미얀마),1kg,950,13
02/16 11:06:30,사과(미얀마),1kg,1645,25
02/16 11:06:29,사과(미얀마),1kg,795,2
02/16 11:06:26,사과(미얀마),1kg,1755,27
02/16 11:06:26,사과(미얀마),1kg,1695,19
02/16 11:06:24,사과(미얀마),1kg,1845,26
02/16 11:06:23,사과(미얀마),1kg,2165,3
02/16 11:06:21,사과(미얀마),1kg,1945,1
02/16 11:06:19,사과(미얀마),1kg,2525,8
02/16 11:06:17,사과(미얀마),1kg,2600,5
02/16 11:06:15,사과(미얀마),1kg,2695,22
02/16 11:06:14,사과(미얀마),1kg,2885,11
02/16 11:06:12,사과(미얀마),1kg,2695,13
02/16 11:06:12,사과(미얀마),1kg,2980,13
02/16 11:06:09,사과(미얀마),1kg,2350,3
02/16 11:06:08,사과(미얀마),1kg,2280,3
02/16 11:05:49,사과(미얀마),1kg,2295,1
02/16 11:05:48,사과(미얀마),1kg,1145,22
02/16 11:05:45,사과(미얀마),1kg,1100,1
02/16 11:05:45,사과(미얀마),1kg,430,7
02/16 11:05:42,사과(미얀마),1kg,1660,9
02/16 11:05:42,사과(미얀마),1kg,945,60
02/16 11:05:39,사과(미얀마),1kg,1695,38
02/16 11:05:39,사과(미얀마),1kg,745,7
02/16 11:05:36,사과(미얀마),1kg,1695,59
02/16 11:05:35,사과(미얀마),1kg,1995,24
02/16 11:05:34,사과(미얀마),1kg,1750,76
02/16 11:05:32,사과(미얀마),1kg,1510,1
02/16 11:05:30,사과(미얀마),1kg,2065,1
02/16 11:05:29,사과(미얀마),1kg,2065,4
02/16 11:05:27,사과(미얀마),1kg,2445,2
02/16 11:05:25,사과(미얀마),1kg,2230,9
02/16 11:05:24,사과(미얀마),1kg,2695,4
02/16 11:05:22,사과(미얀마),1kg,2705,18
02/16 11:05:21,사과(미얀마),1kg,2600,8
02/16 11:05:16,사과(미얀마),1kg,2720,10
02/16 11:05:16,사과(미얀마),1kg,2490,2
02/16 11:05:12,사과(미얀마),1kg,2395,1
02/16 11:04:57,사과(미얀마),1kg,1105,25
