TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
20220101,1.5,-4.3,2.3,-10.2,46.3,9.0,-9.0,12.5
20220101,0.7,-6.1,1.1,-14.2,41.5,9.1,-9.0,15.299999999999999
20220101,2.1,1.0,6.1,-3.4,41.3,8.7,-9.0,9.5
20220101,0.7,-6.5,0.1,-13.0,55.9,8.0,-9.0,13.1
20220101,0.5,-5.1,0.7,-10.7,54.1,7.7,-9.0,11.399999999999999
20220101,3.3,0.2,6.6,-3.7,39.4,8.9,-9.0,10.3
20220101,0.9,-8.1,1.8,-16.1,49.8,8.2,-9.0,17.900000000000002
20220102,2.1,2.2,5.9,-2.4,37.8,8.1,-9.0,8.3
20220102,3.2,-1.2,1.3,-4.8,58.0,5.9,0.3,6.1
20220102,1.8,-1.3,6.5,-8.2,57.3,5.3,-9.0,14.7
20220102,5.4,5.0,9.2,2.3,69.5,2.6,-9.0,6.8999999999999995
20220102,1.0,-2.5,5.6,-8.5,65.4,5.2,-9.0,14.1
20220102,0.9,0.2,5.9,-4.9,69.0,4.4,0.0,10.8
20220102,1.3,1.1,8.6,-6.3,65.1,5.3,-9.0,14.899999999999999
20220102,2.4,1.5,6.8,-2.7,40.5,7.6,-9.0,9.5
20220103,0.8,-4.9,1.5,-13.7,65.9,7.7,0.0,15.2
20220103,0.6,-2.7,1.7,-9.2,61.3,7.7,0.0,10.899999999999999
20220103,2.4,2.0,7.8,-1.4,31.4,7.3,-9.0,9.2
20220103,1.3,2.7,7.9,-1.8,61.9,8.5,-9.0,9.700000000000001
20220103,2.0,-3.9,0.7,-11.6,63.6,6.0,-9.0,12.299999999999999
20220103,0.6,-3.6,4.6,-10.5,72.9,7.7,-9.0,15.1
20220103,1.3,-0.8,7.4,-8.2,71.6,8.9,-9.0,15.6
20220103,0.9,-4.2,4.6,-13.0,61.0,8.2,-9.0,17.6
20220104,0.7,-6.5,-0.1,-11.5,70.4,8.2,-9.0,11.4
20220104,2.9,1.9,3.4,0.8,64.9,0.8,1.1,2.5999999999999996
20220104,1.8,0.3,4.6,-3.9,61.1,8.8,0.0,8.5
20220104,2.8,0.6,4.9,-3.2,65.8,8.8,-9.0,8.100000000000001
20220104,0.6,-3.3,2.7,-8.0,58.9,5.9,0.0,10.7
20220104,1.5,0.7,4.1,-2.5,59.9,8.5,0.0,6.6
20220104,1.9,0.0,5.7,-7.5,68.1,7.9,0.0,13.2
20220104,1.1,1.4,7.2,-4.1,37.5,7.2,-9.0,11.3
20220105,0.7,-5.1,1.9,-12.2,56.8,5.3,-9.0,14.1
20220105,0.9,-2.7,2.8,-9.5,52.4,0.5,-9.0,12.3
20220105,0.8,0.6,5.0,-5.6,43.9,1.2,-9.0,10.6
20220105,1.3,2.2,7.0,-1.4,54.8,0.1,0.0,8.4
20220105,0.5,-5.1,1.0,-12.1,79.9,5.0,0.0,13.1
20220105,0.6,0.1,4.5,-4.3,56.3,0.3,-9.0,8.8
20220105,0.6,2.4,6.3,-1.5,62.6,0.0,0.2,7.8
20220105,0.4,-0.5,6.5,-8.7,63.0,1.3,-9.0,15.2
20220106,0.6,-5.6,3.3,-12.8,61.9,8.8,-9.0,16.1
20220106,0.7,-0.8,5.5,-5.9,54.6,8.7,-9.0,11.4
20220106,1.1,0.4,5.3,-3.6,56.1,9.1,-9.0,8.9
20220106,0.9,-2.3,4.8,-7.8,68.9,9.2,-9.0,12.6
20220106,0.7,-2.9,5.6,-8.0,59.3,6.2,-9.0,13.6
20220106,1.1,-2.9,4.7,-9.1,60.5,8.2,-9.0,13.8
20220106,1.4,2.1,11.1,-5.7,41.9,8.6,-9.0,16.8
20220106,2.6,2.5,8.2,-3.2,47.8,8.3,-9.0,11.399999999999999
20220107,1.5,-7.0,3.1,-16.5,50.0,9.0,-9.0,19.6
20220107,0.4,-4.9,4.0,-10.9,64.0,8.1,-9.0,14.9
20220107,1.7,3.9,10.8,-0.8,31.0,8.9,-9.0,11.600000000000001
20220107,2.5,5.6,10.4,2.2,66.4,8.1,-9.0,8.2
20220107,0.6,-5.9,3.6,-12.6,65.5,9.1,-9.0,16.2
20220107,1.1,-2.2,4.6,-7.1,62.3,8.6,-9.0,11.7
20220107,0.7,-2.8,11.1,-11.0,-9.0,8.3,-9.0,22.1
20220107,0.6,-2.2,10.3,-10.7,47.6,9.1,-9.0,21.0
20220108,0.7,-3.0,3.0,-11.3,69.4,3.2,0.0,14.3
20220108,1.1,-0.7,6.2,-8.1,79.8,2.1,-9.0,14.3
20220108,1.3,3.1,9.3,-2.9,32.3,8.6,-9.0,12.200000000000001
20220108,7.8,6.7,8.6,5.8,67.9,3.2,-9.0,2.8
20220108,0.5,-1.6,5.5,-10.6,66.3,8.0,-9.0,16.1
20220108,0.7,-0.4,7.2,-7.0,72.4,8.7,-9.0,14.2
20220108,1.3,3.6,11.1,-2.0,40.0,8.7,-9.0,13.1
20220108,0.4,-0.9,9.9,-8.8,57.5,7.9,-9.0,18.700000000000003
20220109,4.1,1.8,4.1,0.3,70.6,8.2,-9.0,3.8
20220109,2.4,4.0,8.9,-1.1,61.1,6.1,-9.0,10.0
20220109,0.7,3.3,9.2,0.4,74.3,5.1,-9.0,8.799999999999999
20220109,2.5,6.3,9.6,1.1,69.6,2.0,-9.0,8.5
20220109,0.7,0.7,5.5,-4.8,74.4,7.3,-9.0,10.3
20220109,1.2,3.8,9.0,0.0,55.6,5.4,-9.0,9.0
20220109,1.9,2.9,8.5,-1.6,78.8,5.0,-9.0,10.1
20220109,0.4,1.7,10.2,-4.0,64.0,7.1,-9.0,14.2
20220110,0.9,3.1,6.9,-1.0,69.0,6.0,-9.0,7.9
20220110,0.8,0.7,5.5,-4.4,61.6,3.8,0.8,9.9
20220110,2.2,7.4,12.4,3.4,59.0,6.8,-9.0,9.0
20220110,1.3,8.3,12.2,5.1,75.0,6.5,-9.0,7.1
20220110,0.9,1.2,6.4,-4.0,67.8,4.0,0.6,10.4
20220110,0.9,0.5,9.0,-6.3,71.8,7.0,-9.0,15.3
20220110,0.7,-0.3,7.0,-7.3,68.9,6.2,-9.0,14.3
20220110,0.8,1.4,9.6,-6.3,65.4,7.0,-9.0,15.899999999999999
20220111,3.4,-0.3,3.6,-5.4,38.9,9.1,-9.0,9.0
20220111,3.4,-3.8,0.7,-7.3,55.5,7.8,0.3,8.0
20220111,4.7,1.7,6.6,-3.3,37.8,8.9,-9.0,9.899999999999999
20220111,2.3,0.1,4.0,-4.6,44.4,8.5,-9.0,8.6
20220111,2.8,-2.8,1.0,-5.7,57.0,8.2,0.1,6.7
20220111,3.9,1.5,6.4,-3.1,39.8,7.5,-9.0,9.5
20220111,6.5,-4.3,0.5,-8.1,51.4,8.4,-9.0,8.6
20220111,2.7,1.8,6.5,-2.7,40.6,5.5,-9.0,9.2
20220112,2.6,-1.4,3.6,-6.5,26.8,8.8,-9.0,10.1
20220112,4.6,-6.2,-1.7,-10.2,49.9,8.4,-9.0,8.5
20220112,4.1,-1.5,0.9,-4.2,75.6,7.1,0.0,5.1000000000000005
20220112,1.6,-7.2,-3.5,-13.3,51.8,7.7,-9.0,9.8
20220112,1.4,-5.6,0.3,-11.9,59.4,8.8,0.0,12.200000000000001
20220112,2.5,-0.5,4.3,-4.6,32.9,8.2,-9.0,8.899999999999999
20220112,3.4,-6.2,-1.9,-10.7,41.6,7.9,-9.0,8.799999999999999
20220112,2.3,-1.2,4.0,-7.7,46.0,8.2,-9.0,11.7
20220113,3.3,-6.4,-3.1,-8.9,45.8,9.1,-9.0,5.800000000000001
20220113,3.7,-5.5,-1.3,-9.4,36.1,8.9,-9.0,8.1
20220113,6.5,-1.2,1.5,-2.4,48.6,8.3,0.0,3.9
20220113,2.5,-5.9,-2.0,-10.3,48.9,8.1,-9.0,8.3
20220113,2.3,-4.9,-1.0,-7.7,53.3,6.6,-9.0,6.7
20220113,6.0,-1.2,1.6,-4.6,64.1,4.9,0.0,6.199999999999999
20220113,4.4,-5.8,-1.8,-9.0,31.9,8.4,-9.0,7.2
20220114,1.3,-3.1,3.4,-9.0,33.9,9.1,-9.0,12.4
20220114,2.6,-4.7,-0.7,-8.6,44.5,9.1,-9.0,7.8999999999999995
20220114,2.5,-3.6,2.1,-8.4,37.4,8.1,-9.0,10.5
20220114,6.8,2.4,5.5,0.9,65.4,2.7,-9.0,4.6
20220114,1.0,-5.7,1.7,-11.9,45.0,8.9,-9.0,13.6
20220114,0.8,-2.1,2.6,-7.1,59.8,8.2,-9.0,9.7
20220114,2.6,-0.2,4.7,-3.3,55.3,8.2,-9.0,8.0
20220114,3.5,-2.9,3.4,-8.1,31.1,9.0,-9.0,11.5
20220115,0.4,-5.1,-0.3,-11.8,61.8,1.2,0.0,11.5
20220115,0.5,-2.5,2.4,-8.5,54.8,2.5,0.1,10.9
20220115,2.2,2.8,9.4,-2.0,31.1,8.1,-9.0,11.4
20220115,1.5,3.9,10.6,-0.8,59.3,6.8,-9.0,11.4
20220115,1.0,-4.0,1.5,-11.8,62.5,0.6,0.1,13.3
20220115,0.6,-0.2,7.5,-7.1,61.4,4.3,-9.0,14.6
20220115,1.1,1.8,9.7,-4.2,61.0,8.0,-9.0,13.899999999999999
20220115,0.5,-2.7,6.8,-10.3,51.8,6.4,-9.0,17.1
20220116,1.7,-3.4,0.7,-10.6,58.9,7.7,0.0,11.299999999999999
20220116,3.2,3.7,6.5,1.0,59.3,4.9,0.0,5.5
20220116,3.9,0.9,5.4,-3.0,66.1,6.2,0.3,8.4
20220116,3.6,1.4,3.9,-1.5,65.9,0.7,0.4,5.4
20220116,1.7,-1.3,2.0,-6.9,45.5,6.0,0.0,8.9
20220116,2.7,1.1,5.0,-2.3,64.6,2.3,0.3,7.3
20220116,1.3,0.7,4.9,-4.3,68.8,3.8,0.0,9.2
20220116,1.3,2.3,6.6,-2.8,47.6,6.9,0.0,9.399999999999999
