TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
20200101,0.6,-2.2,0.3,-6.5,64.4,0.8,0.1,6.8
20200101,2.1,-2.6,3.7,-8.7,60.0,7.8,-9.0,12.399999999999999
20200101,4.4,1.2,6.4,-4.1,51.1,9.0,-9.0,10.5
20200101,0.8,-3.8,-1.3,-7.2,74.3,0.0,0.1,5.9
20200101,0.8,-1.6,4.0,-8.6,65.0,3.5,-9.0,12.6
20200101,4.5,1.3,6.3,-4.2,60.3,8.7,-9.0,10.5
20200101,2.7,-2.6,3.2,-9.3,72.3,7.5,-9.0,12.5
20200102,2.3,2.8,6.6,-2.1,38.6,8.8,-9.0,8.7
20200102,1.8,1.8,3.6,0.5,69.8,0.0,-9.0,3.1
20200102,2.1,2.2,4.6,-1.2,67.6,0.5,-9.0,5.8
20200102,3.7,6.7,8.5,5.6,69.8,1.0,-9.0,2.9000000000000004
20200102,0.5,0.0,2.4,-2.5,83.6,0.0,-9.0,4.9
20200102,0.5,1.5,7.5,-3.8,80.3,7.1,-9.0,11.3
20200102,1.7,2.4,8.7,-4.1,70.5,7.0,-9.0,12.799999999999999
20200102,3.7,3.0,7.5,0.1,53.6,8.4,-9.0,7.4
20200103,0.6,-3.1,5.5,-8.6,71.0,8.3,-9.0,14.1
20200103,0.6,0.0,5.1,-3.8,63.6,8.5,-9.0,8.899999999999999
20200103,2.4,5.1,9.6,2.5,50.1,8.0,-9.0,7.1
20200103,2.1,6.1,9.9,2.3,68.6,8.1,-9.0,7.6000000000000005
20200103,1.4,-1.4,5.6,-5.6,67.9,7.1,-9.0,11.2
20200103,0.9,0.0,6.3,-4.0,83.9,5.3,-9.0,10.3
20200103,1.6,3.2,9.2,-1.2,75.1,8.4,-9.0,10.399999999999999
20200103,1.1,-0.4,8.0,-6.2,69.4,8.3,-9.0,14.2
20200104,0.6,-3.8,5.2,-9.7,79.3,8.1,-9.0,14.899999999999999
20200104,4.0,5.0,8.1,2.7,55.6,5.5,1.5,5.3999999999999995
20200104,0.4,1.5,8.1,-2.9,85.0,6.1,-9.0,11.0
20200104,1.5,1.5,8.4,-4.0,85.5,6.8,-9.0,12.4
20200104,0.8,-2.4,6.6,-8.8,67.0,7.7,-9.0,15.4
20200104,0.7,1.6,7.8,-2.7,80.8,4.9,-9.0,10.5
20200104,1.2,1.9,8.9,-3.9,82.4,8.0,-9.0,12.8
20200104,1.0,2.1,8.4,-2.9,68.4,6.4,-9.0,11.3
20200105,0.8,-1.3,6.0,-7.4,63.6,7.3,-9.0,13.4
20200105,0.9,0.1,6.3,-5.9,72.4,6.6,-9.0,12.2
20200105,1.0,2.2,10.2,-4.3,53.6,8.9,-9.0,14.5
20200105,0.6,2.0,11.4,-5.7,64.8,8.3,-9.0,17.1
20200105,0.3,-2.9,6.7,-9.9,65.5,6.9,-9.0,16.6
20200105,1.4,-99.0,9.1,-6.2,-9.0,2.0,-9.0,15.3
20200105,0.5,2.2,10.8,-5.2,71.0,7.6,-9.0,16.0
20200105,0.8,0.2,10.4,-6.9,61.9,7.7,-9.0,17.3
20200106,1.9,0.4,2.5,-4.0,79.6,0.0,1.1,6.5
20200106,0.3,0.3,4.4,-3.9,79.4,0.0,1.8,8.3
20200106,1.5,5.9,9.1,1.3,85.4,0.0,12.2,7.8
20200106,0.8,2.5,4.5,-1.4,89.6,0.0,12.6,5.9
20200106,0.6,-1.0,3.5,-5.6,88.9,0.3,1.0,9.1
20200106,0.6,2.4,5.5,-4.2,96.6,0.0,20.7,9.7
20200106,0.3,1.4,2.8,-3.2,87.1,0.0,10.5,6.0
20200106,0.8,2.4,4.3,-2.8,86.9,0.0,11.0,7.1
20200107,1.6,2.8,4.5,0.8,98.8,0.0,44.6,3.7
20200107,1.9,8.0,13.8,5.0,96.1,0.0,48.0,8.8
20200107,1.9,12.4,18.4,8.0,94.0,0.0,27.4,10.399999999999999
20200107,7.0,19.2,23.6,12.8,69.8,2.6,12.4,10.8
20200107,1.3,5.8,8.0,2.4,98.5,0.0,56.6,5.6
20200107,3.0,13.2,17.3,8.7,89.5,0.0,27.0,8.600000000000001
20200107,0.8,8.4,14.9,5.0,92.0,0.0,37.0,9.9
20200107,0.7,6.0,14.9,1.7,95.9,0.0,34.8,13.200000000000001
20200108,2.0,5.0,7.8,2.0,83.9,0.8,19.0,5.8
20200108,4.7,3.5,7.3,2.4,83.6,0.0,1.3,4.9
20200108,2.3,7.4,14.2,3.7,61.1,3.8,0.0,10.5
20200108,18.1,7.8,12.6,6.2,75.6,1.0,0.7,6.3999999999999995
20200108,2.4,3.9,11.8,1.8,89.9,0.0,6.4,10.0
20200108,4.1,4.7,8.3,4.0,79.5,0.0,3.0,4.300000000000001
20200108,5.5,5.9,12.5,3.7,69.4,1.3,0.2,8.8
20200108,2.6,7.4,14.5,3.7,67.9,0.0,-9.0,10.8
20200109,8.1,0.8,1.4,0.1,73.1,3.2,-9.0,1.2999999999999998
20200109,3.2,3.8,9.4,0.1,54.6,8.4,-9.0,9.3
20200109,1.7,3.2,6.3,0.2,66.1,6.8,-9.0,6.1
20200109,2.9,6.4,7.6,5.3,65.5,0.1,-9.0,2.3
20200109,1.5,-0.1,3.5,-4.0,77.0,5.6,-9.0,7.5
20200109,2.9,4.9,8.9,2.3,55.1,7.4,0.0,6.6000000000000005
20200109,4.7,4.8,6.1,4.2,66.3,1.2,-9.0,1.8999999999999995
20200109,0.9,3.9,8.5,-0.9,54.3,7.1,-9.0,9.4
20200110,2.1,3.8,9.2,-0.1,43.6,8.1,-9.0,9.299999999999999
20200110,0.7,0.5,5.6,-3.3,70.0,8.1,-9.0,8.899999999999999
20200110,1.8,5.9,12.3,0.9,40.5,9.2,-9.0,11.4
20200110,1.1,9.4,13.1,6.1,71.9,5.4,-9.0,7.0
20200110,0.9,0.3,5.3,-3.4,72.9,8.4,-9.0,8.7
20200110,1.3,0.1,8.8,-4.9,76.6,7.7,-9.0,13.700000000000001
20200110,0.8,-1.2,6.0,-5.9,79.6,7.9,-9.0,11.9
20200110,0.6,0.4,9.5,-5.2,72.5,5.8,-9.0,14.7
20200111,2.7,4.2,8.6,1.7,42.6,9.0,-9.0,6.8999999999999995
20200111,1.1,1.2,7.0,-3.0,72.5,7.9,-9.0,10.0
20200111,2.0,5.6,10.4,1.1,55.1,7.9,-9.0,9.3
20200111,0.5,2.9,10.2,-4.2,66.4,8.6,-9.0,14.399999999999999
20200111,0.8,1.4,7.8,-3.8,72.6,7.3,-9.0,11.6
20200111,1.2,3.6,8.3,-0.6,47.8,8.1,-9.0,8.9
20200111,3.5,0.3,4.8,-4.7,63.5,8.2,-9.0,9.5
20200111,1.1,5.3,8.9,1.2,55.5,7.5,-9.0,7.7
20200112,2.1,3.2,7.2,0.6,41.4,7.0,-9.0,6.6000000000000005
20200112,5.0,0.0,3.0,-1.5,58.1,5.1,-9.0,4.5
20200112,5.8,3.3,4.1,2.6,62.6,0.2,-9.0,1.4999999999999996
20200112,1.8,-1.3,1.9,-4.3,66.4,8.1,-9.0,6.199999999999999
20200112,1.2,1.0,4.2,-1.3,67.9,2.9,-9.0,5.5
20200112,2.2,5.0,9.1,1.7,44.3,8.4,-9.0,7.3999999999999995
20200112,3.2,0.4,2.7,-1.1,59.8,7.6,-9.0,3.8000000000000003
20200112,1.6,4.6,7.5,0.3,53.0,8.5,-9.0,7.2
20200113,2.3,-2.9,0.2,-4.7,51.0,8.1,-9.0,4.9
20200113,2.9,-0.7,3.0,-3.8,54.3,7.4,-9.0,6.8
20200113,5.5,3.3,7.0,0.8,54.4,7.6,-9.0,6.2
20200113,1.4,-1.4,2.2,-5.0,58.6,6.5,-9.0,7.2
20200113,1.5,-0.4,3.2,-3.3,55.6,3.8,-9.0,6.5
20200113,4.8,3.1,6.5,0.1,63.4,5.1,-9.0,6.4
20200113,3.1,-0.6,2.9,-3.1,62.1,6.2,-9.0,6.0
20200114,1.7,-0.6,4.3,-4.1,32.8,8.9,-9.0,8.399999999999999
20200114,2.4,-1.8,1.1,-3.8,53.5,8.3,-9.0,4.9
20200114,1.5,-0.1,5.6,-3.3,52.4,8.2,-9.0,8.899999999999999
20200114,3.9,3.1,5.9,0.8,78.0,2.5,1.0,5.1000000000000005
