TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
20180101,1.4,-1.3,3.8,-5.1,39.1,8.3,-9.0,8.899999999999999
20180101,2.2,-1.0,4.7,-6.5,39.4,9.2,-9.0,11.2
20180101,4.5,3.3,7.2,-0.2,45.0,8.6,-9.0,7.4
20180101,1.0,-2.7,3.9,-7.3,56.3,8.2,-9.0,11.2
20180101,0.7,-2.9,4.2,-8.3,65.9,8.7,-9.0,12.5
20180101,1.8,1.4,7.7,-3.2,58.4,8.7,-9.0,10.9
20180101,2.4,-1.9,3.4,-8.7,42.1,7.9,-9.0,12.1
20180102,2.9,1.5,5.6,-2.1,21.8,8.5,-9.0,7.699999999999999
20180102,3.5,-1.4,0.8,-4.3,46.3,6.9,-9.0,5.1
20180102,2.8,0.8,5.0,-5.1,51.5,4.4,-9.0,10.1
20180102,3.0,5.2,8.6,2.4,68.1,7.7,-9.0,6.199999999999999
20180102,1.7,-2.7,3.7,-8.4,49.3,7.8,-9.0,12.100000000000001
20180102,1.0,0.8,6.3,-3.9,70.4,2.6,-9.0,10.2
20180102,1.9,2.4,8.8,-5.5,63.4,7.0,-9.0,14.3
20180102,2.7,2.0,6.8,-2.7,38.3,7.1,-9.0,9.5
20180103,0.9,-6.3,0.9,-12.4,55.9,8.9,-9.0,13.3
20180103,0.6,-3.9,0.2,-7.9,46.6,8.6,-9.0,8.1
20180103,2.7,1.1,5.8,-1.9,34.8,8.7,-9.0,7.699999999999999
20180103,3.0,1.9,4.8,0.2,61.3,7.3,-9.0,4.6
20180103,1.9,-4.0,1.4,-7.7,39.9,8.8,-9.0,9.1
20180103,1.3,-3.0,1.7,-7.2,58.5,8.0,-9.0,8.9
20180103,3.2,0.9,4.3,-1.6,54.9,8.9,-9.0,5.9
20180103,1.4,-3.7,4.6,-10.3,45.5,8.1,-9.0,14.9
20180104,0.4,-8.1,-1.8,-14.8,65.6,7.1,-9.0,13.0
20180104,4.3,0.4,2.1,-0.6,72.3,6.0,5.0,2.7
20180104,1.2,-2.0,0.2,-4.4,62.6,2.6,-9.0,4.6000000000000005
20180104,3.2,-1.8,-0.1,-3.1,70.8,1.3,-9.0,3.0
20180104,0.9,-6.4,0.7,-13.9,56.5,7.0,-9.0,14.6
20180104,1.0,-2.6,-0.7,-4.3,65.5,1.8,-9.0,3.5999999999999996
20180104,2.7,-0.6,2.7,-1.8,57.1,2.1,-9.0,4.5
20180104,1.1,-0.3,3.7,-4.2,48.9,6.5,-9.0,7.9
20180105,1.3,-4.7,2.9,-8.5,54.1,7.9,-9.0,11.4
20180105,1.5,-3.1,2.5,-6.4,66.8,7.1,-9.0,8.9
20180105,2.5,2.1,6.5,-0.4,36.5,6.8,-9.0,6.9
20180105,3.6,0.2,3.1,-1.9,56.1,7.1,-9.0,5.0
20180105,0.7,-5.3,1.5,-9.8,69.0,7.3,-9.0,11.3
20180105,1.1,-0.4,3.9,-2.5,50.8,7.7,-9.0,6.4
20180105,2.9,2.0,5.2,-0.1,55.8,7.0,-9.0,5.3
