TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
20210101,2.0,-4.2,1.6,-9.8,64.0,6.5,-9.0,11.4
20210101,2.2,-4.0,0.5,-9.2,61.5,8.7,0.0,9.7
20210101,3.7,0.8,4.8,-2.8,61.0,8.1,0.0,7.6
20210101,0.7,-6.3,-0.4,-12.6,76.1,6.3,-9.0,12.2
20210101,0.6,-5.5,-2.2,-10.8,86.8,1.1,1.1,8.600000000000001
20210101,2.7,-0.3,5.0,-4.7,76.4,4.6,-9.0,9.7
20210101,2.5,-4.9,-0.6,-12.4,65.0,7.6,-9.0,11.8
20210102,2.3,-2.5,1.5,-6.3,16.8,9.0,-9.0,7.8
20210102,4.2,-4.7,-1.9,-7.4,38.0,8.9,-9.0,5.5
20210102,2.1,-3.1,0.5,-5.5,56.5,7.5,-9.0,6.0
20210102,6.5,3.2,5.4,0.8,71.5,0.5,0.2,4.6000000000000005
20210102,1.3,-4.2,0.1,-8.0,42.8,8.5,-9.0,8.1
20210102,1.2,-1.8,1.4,-6.2,73.9,7.9,0.3,7.6
20210102,2.3,0.4,4.9,-3.0,66.4,7.3,0.1,7.9
20210102,2.3,-2.1,2.9,-7.4,46.8,8.5,-9.0,10.3
20210103,1.1,-8.1,-0.9,-14.5,51.1,7.4,-9.0,13.6
20210103,0.7,-5.6,-1.0,-10.5,50.5,5.6,-9.0,9.5
20210103,3.0,-0.7,2.9,-4.1,33.0,6.7,-9.0,7.0
20210103,1.2,1.4,4.6,-1.9,59.3,5.8,-9.0,6.5
20210103,2.3,-5.9,-1.1,-10.7,39.8,6.3,-9.0,9.6
20210103,0.9,-4.1,1.0,-9.5,67.6,4.9,-9.0,10.5
20210103,1.7,-0.1,3.4,-5.2,60.0,5.5,-9.0,8.6
20210103,1.1,-5.7,1.9,-12.5,61.5,6.7,-9.0,14.4
20210104,0.6,-7.4,-0.7,-16.0,60.4,6.6,0.1,15.3
20210104,2.7,1.1,4.4,-0.5,54.9,7.3,-9.0,4.9
