경매시간,품목(품종),규격(전체),경락가,거래량
05/16 12:37:43,무(기타무),1kg,2625,10
05/16 12:37:40,무(기타무),1kg,2500,10
05/16 12:21:08,무(기타무),1kg,350,214
05/16 12:21:08,무(기타무),1kg,350,161
05/16 12:09:42,무(무솎음),1kg,3325,15
05/16 12:00:00,무(기타무),1kg,575,30
05/16 12:00:00,무(기타무),1kg,550,8
05/16 11:05:22,무(기타무),1kg,950,15
05/16 11:05:01,무(기타무),1kg,1775,15
05/16 10:59:03,무(기타무),1kg,2225,12
05/16 10:58:54,무(기타무),1kg,2450,15
05/16 10:58:06,무(기타무),1kg,1975,15
05/16 10:55:36,무(기타무),1kg,2450,16
05/16 10:55:28,무(기타무),1kg,1900,10
05/16 10:51:45,무(소궁기무),1kg,1040,1
05/16 10:51:45,무(소궁기무),1kg,1040,3
05/16 10:31:24,무(다발무),1kg,5950,1
05/16 10:19:33,무(봄무),1kg,800,50
05/16 10:19:33,무(봄무),1kg,900,49
05/16 10:19:33,무(봄무),1kg,930,49
05/16 10:19:33,무(봄무),1kg,900,49
05/16 10:19:33,무(봄무),1kg,930,50
05/16 10:19:33,무(봄무),1kg,800,49
05/16 10:19:33,무(봄무),1kg,900,50
05/16 10:19:33,무(봄무),1kg,900,40
05/16 10:05:17,무(봄무),1kg,1050,5
05/16 10:01:14,무(봄무),1kg,997,12
05/16 09:51:20,무(봄무),1kg,892,5
05/16 09:46:22,무(다발무),1kg,825,50
05/16 09:40:05,무(봄무),1kg,892,20
05/16 09:13:13,무(기타무),1kg,400,100
05/16 09:06:26,무(기타무),1kg,24,170
05/16 08:56:58,무(기타무),1kg,400,48
05/16 08:56:57,무(기타무),1kg,400,54
05/16 08:56:56,무(기타무),1kg,400,54
05/16 08:56:55,무(기타무),1kg,400,48
05/16 08:56:54,무(기타무),1kg,400,48
05/16 08:56:30,무(기타무),1kg,400,48
05/16 08:56:05,무(기타무),1kg,400,48
05/16 08:56:04,무(기타무),1kg,400,48
05/16 08:55:56,무(기타무),1kg,400,48
05/16 08:46:51,무(기타무),1kg,1700,13
