경매시간,품목(품종),규격(전체),경락가,거래량
0,무(기타무),1kg,1192,1
0,무(기타무),1kg,2263,1
0,무(기타무),1kg,325,16
0,무(기타무),1kg,325,42
0,무(기타무),1kg,325,42
0,무(다발무),1kg,440,93
0,무(다발무),1kg,240,83
0,무(다발무),1kg,360,40
0,무(다발무),1kg,360,40
0,무(다발무),1kg,360,60
0,무(다발무),1kg,200,5
0,무(다발무),1kg,200,26
0,무(다발무),1kg,360,15
0,무(다발무),1kg,100,10
0,무(다발무),1kg,260,23
0,무(다발무),1kg,240,10
0,무(다발무),1kg,120,5
0,무(다발무),1kg,120,25
0,무(봄무),1kg,210,50
11/16 12:44:40,무(다발무),1kg,800,1
11/16 12:44:24,무(다발무),1kg,900,1
11/16 12:44:08,무(다발무),1kg,450,1
11/16 12:43:52,무(다발무),1kg,722,1
11/16 12:28:42,무(기타무),1kg,1325,16
11/16 12:25:48,무(기타무),1kg,238,8
11/16 12:25:42,무(기타무),1kg,1375,6
11/16 12:25:39,무(다발무),1kg,181,25
11/16 12:25:32,무(다발무),1kg,145,19
11/16 12:17:10,무(다발무),1kg,675,11
11/16 12:17:04,무(다발무),1kg,775,5
11/16 12:17:03,무(다발무),1kg,300,42
11/16 12:16:58,무(다발무),1kg,300,42
11/16 12:16:40,무(가을무),1kg,150,88
11/16 12:16:40,무(가을무),1kg,250,231
11/16 12:16:40,무(가을무),1kg,250,231
11/16 12:04:11,무(다발무),1kg,600,1
11/16 12:04:02,무(다발무),1kg,1000,1
11/16 12:03:55,무(다발무),1kg,705,1
11/16 12:03:41,무(다발무),1kg,909,1
11/16 12:03:30,무(저장무),1kg,650,252
11/16 12:01:17,무(기타무),1kg,2000,16
11/16 11:58:56,무(가을무),1kg,280,39
11/16 11:58:56,무(가을무),1kg,280,39
11/16 11:58:26,무(가을무),1kg,280,1
11/16 11:58:26,무(가을무),1kg,280,1
11/16 11:49:28,무(무솎음),1kg,1250,20
11/16 11:46:50,무(달랑무),1kg,366,30
11/16 11:35:21,무(다발무),1kg,575,7
11/16 11:16:31,무(기타무),1kg,1825,12
11/16 11:15:40,무(기타무),1kg,1200,20
11/16 11:15:21,무(기타무),1kg,1725,5
11/16 10:51:06,무(가을무),1kg,175,98
11/16 10:51:06,무(가을무),1kg,300,42
11/16 10:51:06,무(가을무),1kg,275,111
11/16 10:51:06,무(가을무),1kg,275,84
11/16 10:51:06,무(가을무),1kg,275,84
11/16 10:51:06,무(가을무),1kg,275,84
11/16 10:46:03,무(다발무),1kg,450,100
11/16 10:46:03,무(다발무),1kg,450,100
11/16 10:46:03,무(다발무),1kg,450,100
11/16 10:46:03,무(다발무),1kg,450,100
11/16 10:46:03,무(다발무),1kg,450,100
11/16 10:46:03,무(다발무),1kg,450,100
11/16 10:46:03,무(다발무),1kg,450,110
11/16 10:45:18,무(다발무),1kg,450,217
11/16 10:45:18,무(다발무),1kg,433,17
11/16 10:45:18,무(다발무),1kg,350,37
11/16 09:59:40,무(봄무),1kg,525,10
11/16 09:57:52,무(무말랭이),1kg,9800,3
11/16 09:53:37,무(기타무),1kg,2887,1
11/16 09:40:05,무(다발무),1kg,1050,10
11/16 09:37:25,무(기타무),1kg,2100,1
11/16 08:59:40,무(다발무),1kg,812,50
11/16 08:50:37,무(무말랭이),1kg,6800,20
11/16 08:49:40,무(기타무),1kg,415,3
11/16 08:49:32,무(기타무),1kg,380,1
11/16 08:49:00,무(다발무),1kg,266,10
11/16 08:48:10,무(다발무),1kg,173,15
11/16 08:47:42,무(다발무),1kg,260,28
11/16 08:44:16,무(무말랭이),1kg,6660,5
11/16 08:41:54,무(다발무),1kg,400,35
11/16 08:34:44,무(무말랭이),1kg,6300,6
11/16 08:31:25,무(봄무),1kg,300,15
11/16 08:31:14,무(봄무),1kg,220,11
11/16 08:30:07,무(봄무),1kg,225,16
11/16 08:29:55,무(봄무),1kg,152,15
11/16 08:28:20,무(다발무),1kg,200,2
11/16 08:15:02,무(다발무),1kg,300,25
11/16 08:14:54,무(다발무),1kg,314,21
11/16 08:14:46,무(다발무),1kg,325,10
11/16 08:14:39,무(다발무),1kg,260,15
11/16 08:13:59,무(다발무),1kg,300,8
11/16 08:13:53,무(다발무),1kg,333,26
11/16 08:11:45,무(기타무),1kg,200,9
11/16 08:10:16,무(기타무),1kg,300,40
11/16 08:10:16,무(기타무),1kg,350,50
11/16 08:10:09,무(다발무),1kg,200,14
11/16 08:09:53,무(기타무),1kg,350,100
11/16 08:09:53,무(기타무),1kg,300,40
11/16 08:09:19,무(기타무),1kg,400,100
11/16 08:08:57,무(기타무),1kg,350,100
11/16 07:52:36,무(기타무),1kg,1400,25
11/16 07:48:26,무(다발무),1kg,462,268
11/16 07:48:26,무(다발무),1kg,450,199
11/16 07:48:26,무(다발무),1kg,512,100
11/16 07:48:26,무(다발무),1kg,437,182
11/16 07:48:26,무(다발무),1kg,512,100
11/16 07:48:26,무(다발무),1kg,500,200
11/16 07:48:26,무(다발무),1kg,475,200
11/16 07:48:17,무(다발무),1kg,500,279
11/16 07:48:17,무(다발무),1kg,475,179
11/16 07:48:17,무(다발무),1kg,500,180
11/16 07:48:17,무(다발무),1kg,537,160
11/16 07:48:17,무(다발무),1kg,525,167
11/16 07:48:17,무(다발무),1kg,562,160
11/16 07:48:17,무(다발무),1kg,575,160
11/16 07:48:17,무(다발무),1kg,537,160
11/16 07:47:48,무(무),1kg,300,175
11/16 07:47:48,무(무),1kg,1000,300
11/16 07:47:48,무(무),1kg,940,221
11/16 07:47:44,무(무),1kg,1380,100
11/16 07:47:43,무(다발무),1kg,450,180
11/16 07:47:43,무(다발무),1kg,462,270
11/16 07:47:43,무(다발무),1kg,437,179
11/16 07:47:43,무(무),1kg,1380,240
11/16 07:47:43,무(무),1kg,1260,239
11/16 07:47:43,무(무),1kg,1320,240
11/16 07:29:44,무(다발무),1kg,312,80
11/16 07:27:30,무(다발무),1kg,500,70
11/16 07:26:45,무(봄무),1kg,375,41
11/16 07:26:11,무(다발무),1kg,425,51
11/16 07:26:11,무(다발무),1kg,425,60
11/16 07:26:11,무(다발무),1kg,425,60
11/16 07:26:06,무(기타무),1kg,883,45
11/16 07:25:57,무(다발무),1kg,433,31
11/16 07:21:30,무(다발무),1kg,114,45
11/16 07:21:30,무(다발무),1kg,114,15
11/16 07:21:16,무(다발무),1kg,925,100
11/16 07:21:16,무(다발무),1kg,925,22
11/16 07:21:16,무(다발무),1kg,925,1
11/16 07:21:16,무(다발무),1kg,900,100
11/16 07:21:16,무(다발무),1kg,900,100
11/16 07:21:16,무(다발무),1kg,700,77
11/16 07:21:12,무(기타무),1kg,200,1
11/16 07:21:12,무(기타무),1kg,300,39
11/16 07:21:12,무(기타무),1kg,200,8
11/16 07:21:12,무(기타무),1kg,300,38
11/16 07:21:12,무(기타무),1kg,250,21
11/16 07:21:07,무(기타무),1kg,210,10
11/16 07:14:54,무(가을무),1kg,500,51
11/16 07:14:54,무(가을무),1kg,410,38
11/16 07:14:54,무(가을무),1kg,400,50
11/16 07:14:54,무(다발무),1kg,420,43
11/16 07:14:53,무(다발무),1kg,370,30
11/16 07:14:53,무(다발무),1kg,390,79
11/16 07:14:53,무(다발무),1kg,510,200
11/16 07:14:53,무(다발무),1kg,380,95
11/16 07:14:53,무(다발무),1kg,570,100
11/16 07:14:53,무(다발무),1kg,410,229
