경매시간,품목(품종),규격(전체),경락가,거래량
02/16 11:29:42,단감(오각기),1kg,2500,15
02/16 11:29:39,단감(오각기),1kg,1600,10
02/16 11:29:39,단감(오각기),1kg,700,4
02/16 11:29:39,단감(오각기),1kg,500,1
02/16 11:29:39,단감(오각기),1kg,1400,14
02/16 11:29:39,단감(오각기),1kg,2200,16
02/16 09:54:22,단감(부유),1kg,6923,8
02/16 09:54:22,단감(부유),1kg,4000,71
02/16 08:43:16,단감(부유),1kg,1450,2
02/16 08:43:16,단감(부유),1kg,1130,1
02/16 08:43:12,단감(부유),1kg,1900,5
02/16 08:43:09,단감(부유),1kg,1400,29
02/16 08:43:08,단감(부유),1kg,2300,6
02/16 08:43:05,단감(부유),1kg,2800,8
02/16 08:43:03,단감(부유),1kg,2050,30
02/16 08:43:01,단감(부유),1kg,3300,11
02/16 08:42:55,단감(부유),1kg,3700,6
02/16 08:42:46,단감(부유),1kg,1300,2
02/16 08:42:42,단감(부유),1kg,1700,5
02/16 08:42:25,단감(부유),1kg,1700,5
02/16 08:42:21,단감(부유),1kg,2200,5
02/16 08:42:17,단감(부유),1kg,2700,7
02/16 08:42:13,단감(부유),1kg,3100,5
02/16 08:42:05,단감(부유),1kg,3500,6
02/16 08:42:02,단감(부유),1kg,3600,2
02/16 08:41:55,단감(부유),1kg,1000,8
02/16 08:41:51,단감(부유),1kg,1550,10
02/16 08:41:48,단감(부유),1kg,1750,13
02/16 08:41:44,단감(부유),1kg,2000,6
02/16 08:41:40,단감(부유),1kg,2000,4
02/16 08:41:33,단감(부유),1kg,1600,5
02/16 08:41:30,단감(부유),1kg,1800,9
02/16 08:41:25,단감(부유),1kg,2350,7
02/16 08:41:22,단감(부유),1kg,2550,7
02/16 08:41:18,단감(부유),1kg,2850,7
02/16 08:41:08,단감(부유),1kg,1000,2
02/16 08:41:04,단감(부유),1kg,1450,4
02/16 08:41:01,단감(부유),1kg,1750,6
02/16 08:40:58,단감(부유),1kg,1900,17
02/16 08:40:51,단감(부유),1kg,2400,20
02/16 08:40:30,단감(부유),1kg,2250,18
02/16 08:40:24,단감(부유),1kg,3000,20
02/16 08:40:24,단감(부유),1kg,1360,28
02/16 08:40:20,단감(부유),1kg,3000,4
02/16 08:40:14,단감(부유),1kg,3300,2
02/16 08:37:36,단감(부유),1kg,1720,50
02/16 08:37:32,단감(부유),1kg,2130,50
02/16 08:37:26,단감(부유),1kg,2890,30
02/16 08:29:05,단감(부유),1kg,1700,2
02/16 08:29:05,단감(부유),1kg,1700,2
02/16 08:29:05,단감(부유),1kg,1700,2
02/16 08:29:01,단감(부유),1kg,1900,2
02/16 08:29:01,단감(부유),1kg,1900,2
