경매시간,품목(품종),규격(전체),경락가,거래량
12/16 09:11:33,떫은감(대봉시),1kg,4800,64
12/16 08:38:33,떫은감(대봉시),1kg,3700,2
12/16 08:38:28,떫은감(대봉시),1kg,3700,2
12/16 08:38:22,떫은감(대봉시),1kg,3900,3
12/16 08:38:16,떫은감(대봉시),1kg,3600,1
12/16 08:36:49,떫은감(대봉시),1kg,3100,4
12/16 08:36:43,떫은감(대봉시),1kg,3450,16
12/16 08:36:37,떫은감(대봉시),1kg,3750,7
12/16 08:36:31,떫은감(대봉시),1kg,3600,12
12/16 08:36:24,떫은감(대봉시),1kg,3100,1
12/16 07:48:21,떫은감(대봉시),1kg,3222,4
12/16 07:48:17,떫은감(대봉시),1kg,3777,6
12/16 07:47:38,떫은감(대봉시),1kg,5555,22
12/16 07:47:25,떫은감(대봉시),1kg,5111,27
12/16 07:47:25,떫은감(대봉시),1kg,5111,28
12/16 07:46:37,떫은감(고종시),1kg,1200,4
12/16 07:46:32,떫은감(고종시),1kg,1600,1
12/16 07:46:28,떫은감(고종시),1kg,1600,2
12/16 07:46:10,떫은감(고종시),1kg,3200,30
12/16 07:46:06,떫은감(고종시),1kg,3200,34
12/16 07:44:26,떫은감(대봉시),1kg,3100,1
12/16 07:44:26,떫은감(대봉시),1kg,3100,1
12/16 07:44:18,떫은감(대봉시),1kg,4800,5
12/16 07:44:18,떫은감(대봉시),1kg,4800,5
12/16 07:44:12,떫은감(대봉시),1kg,4800,23
12/16 07:44:12,떫은감(대봉시),1kg,4800,23
12/16 07:44:11,떫은감(대봉시),1kg,3400,3
12/16 07:44:06,떫은감(대봉시),1kg,3600,2
12/16 07:44:05,떫은감(대봉시),1kg,4900,43
12/16 07:44:05,떫은감(대봉시),1kg,4900,43
12/16 07:44:01,떫은감(대봉시),1kg,4000,3
12/16 07:43:57,떫은감(대봉시),1kg,3000,1
12/16 07:43:49,떫은감(대봉시),1kg,3600,1
12/16 07:43:44,떫은감(선사환),1kg,666,33
12/16 07:43:44,떫은감(선사환),1kg,666,33
12/16 07:43:39,떫은감(선사환),1kg,1111,1
12/16 07:43:39,떫은감(선사환),1kg,1111,1
12/16 07:43:36,떫은감(대봉시),1kg,4800,15
12/16 07:43:29,떫은감(선사환),1kg,1888,2
12/16 07:43:29,떫은감(선사환),1kg,1888,2
12/16 07:43:24,떫은감(선사환),1kg,2222,2
12/16 07:43:24,떫은감(선사환),1kg,2222,2
12/16 07:43:18,떫은감(선사환),1kg,2222,8
12/16 07:43:18,떫은감(선사환),1kg,2222,8
12/16 07:43:12,떫은감(선사환),1kg,2444,4
12/16 07:43:12,떫은감(선사환),1kg,2444,4
12/16 07:42:54,떫은감(대봉시),1kg,2700,17
12/16 07:42:54,떫은감(대봉시),1kg,2700,17
12/16 07:42:47,떫은감(대봉시),1kg,2700,19
12/16 07:42:47,떫은감(대봉시),1kg,2700,19
12/16 06:58:53,떫은감(대봉시),1kg,4600,12
12/16 06:45:28,떫은감(떫은감),1kg,2500,2
12/16 06:45:25,떫은감(떫은감),1kg,2800,2
12/16 06:45:22,떫은감(떫은감),1kg,2800,4
12/16 06:45:18,떫은감(떫은감),1kg,2900,10
12/16 06:45:12,떫은감(떫은감),1kg,2900,4
12/16 06:45:10,떫은감(떫은감),1kg,3300,4
12/16 06:42:07,떫은감(대봉시),1kg,3750,3
12/16 06:42:07,떫은감(약시),1kg,3750,3
12/16 06:42:03,떫은감(대봉시),1kg,4125,5
12/16 06:42:03,떫은감(약시),1kg,4125,5
12/16 06:42:00,떫은감(대봉시),1kg,4375,23
12/16 06:42:00,떫은감(약시),1kg,4375,23
12/16 06:41:56,떫은감(대봉시),1kg,4500,12
12/16 06:41:56,떫은감(약시),1kg,4500,12
12/16 06:41:53,떫은감(대봉시),1kg,4250,47
12/16 06:41:53,떫은감(약시),1kg,4250,47
12/16 06:41:40,떫은감(대봉시),1kg,4500,37
12/16 06:41:40,떫은감(약시),1kg,4500,37
12/16 06:41:29,떫은감(대봉시),1kg,5500,8
12/16 06:41:29,떫은감(약시),1kg,5500,8
12/16 06:15:24,떫은감(대봉시),1kg,5250,45
12/16 06:15:19,떫은감(대봉시),1kg,5500,60
12/16 06:14:41,떫은감(대봉시),1kg,5050,15
12/16 06:14:31,떫은감(대봉시),1kg,5250,30
12/16 06:14:23,떫은감(대봉시),1kg,5500,25
12/16 06:14:23,떫은감(대봉시),1kg,5500,25
12/16 06:14:22,떫은감(대봉시),1kg,5500,25
12/16 06:13:59,떫은감(대봉시),1kg,5000,15
12/16 06:12:50,떫은감(약시),1kg,5500,10
12/16 06:12:50,떫은감(약시),1kg,5500,10
12/16 06:12:50,떫은감(약시),1kg,5500,10
12/16 06:12:09,떫은감(약시),1kg,5000,5
12/16 06:12:09,떫은감(약시),1kg,5250,8
12/16 06:12:09,떫은감(약시),1kg,5250,6
12/16 06:10:58,떫은감(약시),1kg,6250,11
12/16 06:10:48,떫은감(약시),1kg,6375,11
12/16 06:10:38,떫은감(약시),1kg,6375,11
12/16 06:10:28,떫은감(약시),1kg,6375,11
12/16 06:10:17,떫은감(약시),1kg,6900,10
12/16 06:10:07,떫은감(약시),1kg,6875,10
12/16 06:10:07,떫은감(약시),1kg,6875,10
12/16 06:09:47,떫은감(약시),1kg,6875,10
12/16 06:09:47,떫은감(약시),1kg,6875,10
12/16 06:09:26,떫은감(약시),1kg,7150,5
12/16 05:59:52,떫은감(대봉시),1kg,2888,1
12/16 05:59:44,떫은감(대봉시),1kg,4000,4
12/16 05:59:34,떫은감(대봉시),1kg,4888,33
12/16 05:59:19,떫은감(대봉시),1kg,5177,30
12/16 05:59:14,떫은감(대봉시),1kg,5155,28
12/16 05:57:59,떫은감(대봉시),1kg,5410,29
12/16 05:57:48,떫은감(대봉시),1kg,5410,5
12/16 05:57:40,떫은감(대봉시),1kg,5420,29
12/16 05:57:34,떫은감(대봉시),1kg,5410,30
12/16 05:57:06,떫은감(대봉시),1kg,4444,38
12/16 05:56:51,떫은감(대봉시),1kg,4488,14
12/16 05:56:13,떫은감(대봉시),1kg,3911,2
12/16 05:56:00,떫은감(대봉시),1kg,4733,38
12/16 05:55:54,떫은감(대봉시),1kg,4733,37
12/16 05:55:47,떫은감(대봉시),1kg,4911,31
12/16 05:53:39,떫은감(대봉시),1kg,2320,1
12/16 05:53:32,떫은감(대봉시),1kg,3510,7
12/16 05:53:25,떫은감(대봉시),1kg,3450,6
12/16 05:53:18,떫은감(대봉시),1kg,4810,2
12/16 05:53:10,떫은감(대봉시),1kg,5000,23
12/16 05:53:04,떫은감(대봉시),1kg,5070,15
12/16 05:52:59,떫은감(대봉시),1kg,5010,14
12/16 05:04:37,떫은감(대봉시),1kg,2800,2
12/16 04:42:07,떫은감(대봉시),1kg,2060,1
12/16 04:42:01,떫은감(대봉시),1kg,2200,3
12/16 04:41:56,떫은감(대봉시),1kg,2240,5
12/16 04:41:52,떫은감(대봉시),1kg,2460,8
12/16 04:41:47,떫은감(대봉시),1kg,2660,12
12/16 04:41:42,떫은감(대봉시),1kg,2660,35
12/16 04:41:35,떫은감(대봉시),1kg,2940,39
12/16 04:41:18,떫은감(대봉시),1kg,4830,32
12/16 04:41:11,떫은감(대봉시),1kg,5100,32
12/16 04:41:08,떫은감(대봉시),1kg,5100,32
12/16 04:40:55,떫은감(대봉시),1kg,4950,32
12/16 04:38:19,떫은감(대봉시),1kg,4900,32
12/16 04:38:12,떫은감(대봉시),1kg,4960,32
12/16 04:22:07,떫은감(대봉시),1kg,5777,72
12/16 04:22:07,떫은감(대봉시),1kg,5888,72
12/16 04:22:07,떫은감(대봉시),1kg,5555,72
12/16 04:17:55,떫은감(대봉시),1kg,5777,72
12/16 04:17:48,떫은감(대봉시),1kg,5888,72
12/16 04:17:39,떫은감(대봉시),1kg,5555,72
12/16 04:12:10,떫은감(대봉시),1kg,3240,1
12/16 04:12:05,떫은감(대봉시),1kg,3400,1
12/16 04:12:01,떫은감(대봉시),1kg,3400,3
12/16 04:11:50,떫은감(대봉시),1kg,4800,32
12/16 04:11:48,떫은감(대봉시),1kg,4800,32
12/16 04:11:27,떫은감(대봉시),1kg,5100,32
12/16 04:11:17,떫은감(대봉시),1kg,5100,32
12/16 03:55:59,떫은감(대봉시),1kg,4444,63
12/16 03:55:55,떫은감(대봉시),1kg,4444,64
12/16 03:55:48,떫은감(대봉시),1kg,4444,64
12/16 03:55:44,떫은감(대봉시),1kg,4444,65
12/16 03:39:31,떫은감(대봉시),1kg,4900,62
12/16 03:39:25,떫은감(대봉시),1kg,4910,32
12/16 03:39:21,떫은감(대봉시),1kg,4900,32
12/16 03:39:06,떫은감(대봉시),1kg,4800,32
12/16 03:38:56,떫은감(대봉시),1kg,4800,32
12/16 03:10:32,떫은감(대봉시),1kg,4750,72
12/16 03:10:19,떫은감(대봉시),1kg,5000,72
12/16 03:10:16,떫은감(대봉시),1kg,5000,72
12/16 03:10:01,떫은감(대봉시),1kg,5000,72
12/16 02:57:56,떫은감(대봉시),1kg,4500,73
12/16 02:57:51,떫은감(대봉시),1kg,4750,72
12/16 02:57:49,떫은감(대봉시),1kg,4750,72
12/16 02:57:47,떫은감(대봉시),1kg,4750,72
12/16 02:57:39,떫은감(대봉시),1kg,4750,71
12/16 02:57:38,떫은감(대봉시),1kg,4750,69
12/16 02:57:36,떫은감(대봉시),1kg,4625,72
12/16 02:57:34,떫은감(대봉시),1kg,4750,72
12/16 02:33:05,떫은감(대봉시),1kg,2500,1
12/16 02:33:00,떫은감(대봉시),1kg,3200,2
12/16 02:32:47,떫은감(대봉시),1kg,4600,5
12/16 02:32:41,떫은감(대봉시),1kg,4800,19
12/16 02:32:34,떫은감(대봉시),1kg,5200,30
12/16 02:32:29,떫은감(대봉시),1kg,4800,22
12/16 02:32:23,떫은감(대봉시),1kg,3600,1
12/16 02:31:51,떫은감(대봉시),1kg,3600,13
12/16 02:31:45,떫은감(대봉시),1kg,4800,45
12/16 02:31:40,떫은감(대봉시),1kg,5000,76
12/16 02:31:34,떫은감(대봉시),1kg,5000,24
12/16 02:31:29,떫은감(대봉시),1kg,4600,2
12/16 02:31:23,떫은감(대봉시),1kg,1500,2
12/16 02:31:18,떫은감(대봉시),1kg,2300,4
12/16 02:31:13,떫은감(대봉시),1kg,2500,4
12/16 02:31:09,떫은감(대봉시),1kg,2800,7
12/16 02:31:04,떫은감(대봉시),1kg,2700,6
12/16 02:30:56,떫은감(대봉시),1kg,2000,1
12/16 02:30:52,떫은감(대봉시),1kg,2600,2
12/16 02:30:48,떫은감(대봉시),1kg,3200,24
12/16 02:30:43,떫은감(대봉시),1kg,4000,73
12/16 02:30:38,떫은감(대봉시),1kg,4200,20
12/15 08:50:10,떫은감(대봉시),1kg,4800,32
12/15 08:49:28,떫은감(대봉시),1kg,5300,5
12/15 08:49:28,떫은감(대봉시),1kg,5300,5
12/15 08:47:00,떫은감(대봉시),1kg,4900,32
12/15 08:37:52,떫은감(선사환),1kg,2888,9
12/15 08:37:52,떫은감(선사환),1kg,2888,9
12/15 08:37:48,떫은감(선사환),1kg,2888,4
12/15 08:37:48,떫은감(선사환),1kg,2888,4
12/15 08:37:43,떫은감(선사환),1kg,4444,9
12/15 08:37:43,떫은감(선사환),1kg,4444,9
12/15 08:37:37,떫은감(선사환),1kg,4444,20
12/15 08:37:37,떫은감(선사환),1kg,4444,20
12/15 08:37:32,떫은감(선사환),1kg,4444,16
12/15 08:37:32,떫은감(선사환),1kg,4444,16
12/15 08:08:39,떫은감(대봉시),1kg,4500,18
12/15 08:08:13,떫은감(대봉시),1kg,5060,16
12/15 08:08:06,떫은감(대봉시),1kg,5000,16
12/15 08:07:59,떫은감(대봉시),1kg,5050,16
12/15 08:07:51,떫은감(대봉시),1kg,4950,16
12/15 08:07:42,떫은감(대봉시),1kg,4580,23
