,TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
33,20170105,2.0,3.4,7.6,-1.6,80.0,0.0,0.0,9.2
34,20170105,1.3,5.0,10.7,-2.0,68.1,0.4,0.0,12.7
35,20170105,0.8,1.3,7.8,-4.3,71.6,0.3,0.0,12.1
36,20170105,2.5,4.4,9.8,-1.7,68.9,0.0,0.1,11.5
37,20170105,1.1,7.3,11.1,0.2,66.8,0.0,0.0,10.9
38,20170105,1.2,2.9,7.8,-3.0,83.6,0.0,0.1,10.8
39,20170106,1.4,2.9,9.7,-2.3,68.4,8.5,0.0,12.0
40,20170106,0.5,3.6,10.0,-0.5,73.1,7.5,0.0,10.5
41,20170106,1.5,7.9,12.0,4.0,61.9,8.5,0.0,8.0
42,20170106,5.4,5.5,11.1,3.1,73.4,3.8,0.3,8.0
43,20170106,0.8,-0.3,5.1,-4.4,84.3,5.6,0.0,9.5
44,20170106,0.6,2.9,10.5,-2.6,77.4,5.9,0.0,13.1
45,20170106,1.2,5.5,11.4,-0.9,76.0,7.8,0.0,12.3
46,20170106,1.6,4.2,9.8,-1.2,80.6,3.5,0.0,11.0
47,20170107,1.3,-1.4,6.9,-9.5,79.1,9.0,0.0,16.4
48,20170107,0.6,2.0,9.8,-4.0,76.9,5.0,0.0,13.8
49,20170107,1.4,6.3,10.0,0.2,78.9,3.2,0.0,9.8
50,20170107,0.7,3.0,8.9,-3.1,89.4,3.3,0.0,12.0
51,20170107,0.7,1.0,9.0,-4.1,75.9,5.3,0.0,13.1
52,20170107,0.9,6.0,10.5,-0.4,76.9,0.9,0.0,10.9
53,20170107,0.2,2.8,9.2,-4.0,77.8,2.6,0.0,13.2
54,20170107,0.3,1.7,7.7,-4.6,82.4,1.7,0.0,12.3
55,20170108,1.0,5.1,10.9,-0.7,78.4,3.9,0.0,11.6
56,20170108,2.2,6.6,11.0,4.3,80.9,0.7,0.0,6.7
57,20170108,1.2,8.2,12.6,5.1,76.5,2.5,2.9,7.5
58,20170108,3.5,10.9,12.6,9.9,79.3,0.0,17.2,2.6999999999999997
59,20170108,1.1,5.9,12.2,-0.3,66.4,6.1,0.0,12.5
60,20170108,2.1,6.9,13.5,4.4,75.6,3.6,0.1,9.1
61,20170108,3.1,9.7,14.5,7.0,76.4,3.2,4.0,7.5
62,20170108,0.7,6.7,13.0,3.5,77.4,2.5,0.5,9.5
63,20170109,4.8,0.9,3.1,-1.3,54.8,9.0,0.0,4.4
64,20170109,2.8,6.4,11.9,2.9,55.9,8.1,0.0,9.0
65,20170109,1.9,5.1,8.7,1.6,65.6,5.6,0.0,7.1
66,20170109,13.8,7.2,9.4,5.7,70.4,1.8,0.0,3.7
67,20170109,2.7,2.5,7.0,-4.7,65.5,4.5,0.2,11.7
68,20170109,3.1,6.8,11.3,2.9,57.8,7.6,0.0,8.4
69,20170109,5.1,5.6,7.7,3.5,65.5,3.9,0.0,4.2
70,20170109,1.7,5.6,11.1,-1.6,58.5,5.4,0.0,12.7
71,20170110,2.7,0.7,4.3,-3.5,35.0,8.9,0.0,7.8
72,20170110,2.0,-1.1,2.4,-3.5,54.9,6.9,0.0,5.9
73,20170110,3.1,3.5,7.7,0.8,43.9,9.4,0.0,6.9
74,20170110,4.7,5.7,7.6,4.2,60.0,7.8,0.0,3.3999999999999995
75,20170110,1.7,-1.2,2.5,-4.6,55.8,6.3,0.0,7.1
76,20170110,2.7,-0.7,3.3,-5.0,64.9,3.6,0.0,8.3
77,20170110,2.3,-2.8,2.4,-7.0,50.5,6.0,0.0,9.4
78,20170110,4.1,2.0,5.9,-0.7,43.6,7.4,0.0,6.6000000000000005
79,20170111,3.1,-1.1,3.7,-4.9,23.0,9.1,0.0,8.600000000000001
80,20170111,1.7,-3.1,2.5,-7.8,62.5,6.1,0.0,10.3
81,20170111,3.1,1.3,5.6,-2.4,41.8,9.2,0.0,8.0
82,20170111,1.2,5.5,8.7,3.7,68.3,5.4,0.0,4.999999999999999
83,20170111,1.1,-2.5,1.9,-7.1,73.9,6.5,0.6,9.0
84,20170111,2.8,0.2,4.0,-3.4,35.8,8.4,0.0,7.4
85,20170111,5.7,-3.4,0.1,-7.9,38.1,8.5,0.0,8.0
86,20170111,2.3,1.2,4.7,-1.2,39.1,7.5,0.0,5.9
87,20170112,3.3,3.4,7.7,0.4,29.0,8.2,0.0,7.3
88,20170112,4.9,0.0,4.7,-3.5,56.0,5.0,1.6,8.2
89,20170112,3.9,3.9,7.4,0.7,77.0,2.0,0.0,6.7
90,20170112,1.4,0.8,8.9,-4.8,55.3,6.9,0.0,13.7
91,20170112,1.0,-1.5,4.7,-5.7,82.9,2.7,0.0,10.4
92,20170112,2.8,3.6,8.3,-1.9,49.0,7.2,0.0,10.2
93,20170112,4.0,0.1,4.1,-3.2,49.1,3.5,0.0,7.3
94,20170112,1.9,4.1,7.2,1.3,56.6,4.2,0.0,5.9
95,20170113,2.9,-6.0,-1.4,-8.6,47.4,5.6,0.6,7.199999999999999
96,20170113,3.0,-3.0,2.2,-6.8,41.1,8.3,0.0,9.0
97,20170113,5.0,1.2,6.0,-1.4,50.5,6.8,0.0,7.4
98,20170113,2.4,-5.7,-1.1,-9.4,52.1,5.6,0.2,8.3
99,20170113,1.8,-4.2,1.2,-9.3,67.6,3.8,0.0,10.5
100,20170113,2.8,1.2,7.7,-4.3,62.0,5.2,0.0,12.0
101,20170113,3.7,-3.2,1.8,-6.5,43.6,5.9,0.0,8.3
102,20170114,2.9,-6.2,-3.0,-8.4,25.6,8.8,0.0,5.4
103,20170114,6.7,-7.1,-5.1,-8.7,37.4,9.4,0.0,3.6
104,20170114,4.5,-5.5,-2.3,-7.9,31.4,8.4,0.0,5.6000000000000005
105,20170114,11.6,0.3,1.9,-0.7,82.8,1.0,0.4,2.6
106,20170114,3.6,-7.1,-3.6,-9.1,32.1,9.0,0.0,5.5
107,20170114,2.9,-3.4,-0.9,-6.0,57.9,6.2,0.5,5.1
108,20170114,4.8,-1.4,0.9,-3.4,65.0,7.3,0.0,4.3
109,20170114,6.1,-4.9,-2.1,-7.2,28.4,8.3,0.0,5.1
110,20170115,0.7,-9.0,-0.1,-15.8,53.4,9.2,0.0,15.7
111,20170115,0.6,-8.0,-2.4,-13.5,45.5,8.8,0.0,11.1
112,20170115,3.4,-2.4,3.9,-8.0,29.0,9.1,0.0,11.9
113,20170115,2.8,-0.8,3.3,-4.6,59.3,8.7,0.0,7.899999999999999
114,20170115,0.1,-7.0,0.1,-15.0,40.8,8.9,0.0,15.1
115,20170115,1.1,-7.5,0.1,-14.7,63.9,8.1,0.0,14.8
116,20170115,3.1,-2.0,3.4,-7.3,54.5,9.3,0.0,10.7
117,20170115,1.3,-7.7,2.7,-16.7,45.3,8.6,0.0,19.4
118,20170116,0.5,-7.6,2.9,-16.0,53.3,8.7,0.0,18.9
119,20170116,7.2,0.9,2.2,-1.4,58.8,1.5,4.0,3.6
120,20170116,1.1,-2.4,3.1,-8.1,65.4,9.5,0.0,11.2
121,20170116,2.1,-2.4,4.1,-7.2,69.3,9.4,0.0,11.3
122,20170116,0.7,-7.4,3.8,-14.7,56.4,7.4,0.0,18.5
123,20170116,0.8,-3.8,2.7,-8.6,59.8,9.0,0.0,11.3
124,20170116,2.1,-1.9,4.3,-8.0,59.3,8.3,0.0,12.3
125,20170116,0.7,-2.5,4.8,-9.0,49.0,7.5,0.0,13.8
126,20170117,0.9,-3.2,5.1,-10.4,45.9,8.7,0.0,15.5
127,20170117,0.7,-2.6,4.4,-9.0,64.1,7.0,0.0,13.4
128,20170117,0.9,-1.0,7.1,-7.8,49.4,7.0,0.0,14.9
129,20170117,0.7,-2.1,6.6,-9.0,52.9,5.7,0.0,15.6
130,20170117,0.5,-5.6,4.1,-12.9,52.4,8.3,0.0,17.0
131,20170117,1.2,-2.4,5.2,-8.8,51.4,4.1,0.0,14.0
132,20170117,0.5,-0.9,7.8,-7.2,61.9,7.0,0.0,15.0
133,20170117,0.6,-2.7,7.8,-10.3,52.5,6.6,0.0,18.1
134,20170118,0.9,-3.9,3.1,-8.7,80.4,3.3,0.0,11.8
135,20170118,0.8,-1.7,4.9,-7.7,66.3,5.5,0.0,12.6
136,20170118,1.4,0.9,6.6,-3.9,60.9,3.8,0.0,10.5
137,20170118,3.8,0.3,5.3,-2.1,66.1,5.9,0.0,7.4
138,20170118,1.6,-3.3,0.6,-7.8,57.8,6.8,0.0,8.4
139,20170118,1.5,-2.2,4.4,-7.0,66.5,5.1,0.0,11.4
140,20170118,0.8,0.8,8.3,-5.3,66.1,5.4,0.0,13.6
141,20170118,2.8,2.0,6.9,-4.5,48.1,6.0,0.0,11.4
142,20170119,1.1,-4.9,2.9,-12.7,62.1,8.8,0.0,15.6
143,20170119,0.7,-0.7,5.5,-3.8,69.9,6.4,0.0,9.3
144,20170119,1.3,4.1,10.4,-0.7,63.5,7.1,0.0,11.1
145,20170119,0.5,-2.3,3.9,-6.2,83.0,4.1,0.0,10.1
146,20170119,0.8,-2.8,6.3,-8.5,58.6,6.6,0.0,14.8
147,20170119,1.2,0.5,6.3,-3.6,75.0,7.3,0.0,9.9
148,20170119,0.6,0.1,10.8,-7.9,61.4,7.9,0.0,18.700000000000003
149,20170119,0.8,-1.5,8.8,-8.3,62.9,7.9,0.0,17.1
150,20170120,1.4,-2.5,0.8,-6.1,71.4,3.0,0.5,6.9
151,20170120,3.9,-4.0,-0.7,-10.5,87.9,3.8,7.0,9.8
152,20170120,2.3,0.7,4.0,-2.9,47.4,8.1,0.0,6.9
153,20170120,8.2,3.9,7.3,1.1,61.8,1.5,0.2,6.199999999999999
154,20170120,1.9,-5.6,-2.5,-12.9,77.6,0.1,1.0,10.4
155,20170120,6.3,-0.5,2.6,-2.8,68.0,1.2,2.0,5.4
156,20170120,4.6,0.0,2.3,-2.6,73.4,4.7,0.5,4.9
157,20170120,2.4,0.0,2.4,-3.7,47.5,7.9,0.0,6.1
158,20170121,6.2,-2.3,0.1,-3.9,60.9,3.3,1.1,4.0
159,20170121,3.3,-1.1,3.9,-5.0,53.8,8.6,0.0,8.9
160,20170121,1.4,-0.5,2.6,-3.5,78.8,2.6,0.8,6.1
161,20170121,9.3,4.4,7.9,2.3,63.5,0.8,0.0,5.6000000000000005
162,20170121,0.9,-3.9,2.7,-10.3,73.8,5.2,0.5,13.0
163,20170121,2.9,-1.3,2.6,-5.5,55.0,6.6,0.0,8.1
164,20170121,2.1,1.9,4.3,-0.5,69.8,0.3,0.0,4.8
165,20170121,0.7,-2.7,3.8,-8.5,57.3,6.5,0.0,12.3
166,20170122,2.2,-4.4,-1.1,-8.8,45.9,9.0,0.0,7.700000000000001
167,20170122,2.3,-5.8,-1.6,-7.9,66.6,7.3,0.7,6.300000000000001
168,20170122,4.3,0.6,5.1,-4.1,42.5,9.4,0.0,9.2
169,20170122,3.9,2.6,5.2,0.9,62.3,2.1,1.0,4.3
170,20170122,2.4,-5.9,-1.0,-8.5,61.3,6.9,0.9,7.5
171,20170122,2.4,-4.6,-2.0,-7.5,79.6,0.7,3.0,5.5
172,20170122,2.3,-6.4,-3.3,-13.1,49.1,-9.0,1.0,9.8
173,20170122,5.1,-1.9,1.5,-4.8,45.8,6.7,0.0,6.3
174,20170123,3.6,-5.4,0.2,-9.6,35.8,9.4,0.0,9.8
175,20170123,1.6,-6.5,-1.4,-10.0,65.0,8.9,0.0,8.6
176,20170123,4.0,-1.4,3.5,-5.4,39.1,9.3,0.0,8.9
177,20170123,2.3,2.4,6.2,0.0,50.9,8.2,0.0,6.2
178,20170123,1.7,-4.6,-1.7,-6.3,67.3,7.5,0.0,4.6
179,20170123,2.6,-3.2,1.7,-7.0,38.4,8.6,0.0,8.7
180,20170123,6.1,-8.0,-4.3,-11.2,49.3,8.7,0.0,6.9
181,20170123,3.0,-1.3,3.4,-3.9,38.0,8.0,0.0,7.3
182,20170124,2.9,-1.1,2.2,-4.1,32.4,9.2,0.0,6.3
183,20170124,4.5,-5.0,-0.8,-8.8,52.6,9.4,0.0,8.0
184,20170124,2.9,-0.8,2.9,-3.1,86.5,8.3,0.0,6.0
185,20170124,1.2,-3.4,4.6,-10.7,44.1,9.2,0.0,15.3
186,20170124,0.7,-6.4,2.0,-13.3,71.5,9.0,0.0,15.3
187,20170124,2.1,-1.1,4.9,-5.3,33.8,8.8,0.0,10.2
188,20170124,2.2,-4.7,0.7,-10.6,33.3,9.1,0.0,11.3
189,20170124,0.8,-1.5,4.6,-6.8,55.1,8.9,0.0,11.4
190,20170125,1.5,-5.2,0.9,-10.2,50.6,9.5,0.0,11.1
191,20170125,1.3,-5.3,3.4,-14.5,49.1,9.8,0.0,17.9
192,20170125,4.4,0.3,5.3,-3.6,43.6,9.1,0.0,8.9
193,20170125,1.4,-6.2,0.2,-13.1,59.3,8.9,0.0,13.3
194,20170125,0.8,-6.9,1.6,-14.5,69.6,9.0,0.0,16.1
195,20170125,2.6,-0.4,4.8,-4.0,57.9,9.3,0.0,8.8
196,20170125,0.9,-7.5,3.1,-16.3,56.4,8.5,0.0,19.4
197,20170126,2.0,2.2,7.3,-6.8,40.4,4.9,0.0,14.1
198,20170126,4.1,0.0,5.2,-5.3,72.4,3.6,0.5,10.5
199,20170126,1.9,0.8,7.3,-6.7,39.8,7.7,0.0,14.0
200,20170126,3.9,5.1,9.6,0.7,76.4,8.4,0.0,8.9
201,20170126,1.1,-4.8,1.1,-13.8,63.5,6.3,0.0,14.9
202,20170126,1.4,-0.1,6.7,-7.6,72.5,7.8,0.0,14.3
203,20170126,1.7,0.0,8.7,-6.7,68.0,8.2,0.0,15.4
204,20170126,3.3,2.6,9.0,-4.3,22.8,7.9,0.0,13.3
205,20170127,1.9,-3.0,1.2,-11.6,63.6,9.3,7.1,12.8
206,20170127,1.7,-0.7,4.0,-5.2,51.9,8.9,2.7,9.2
207,20170127,3.6,5.6,9.0,1.7,26.0,6.9,0.0,7.3
208,20170127,3.3,4.2,9.7,-1.7,60.3,6.7,0.0,11.4
209,20170127,2.4,-1.4,2.8,-6.2,51.8,8.7,0.0,9.0
210,20170127,2.6,0.0,3.7,-4.7,60.9,7.2,1.0,8.4
211,20170127,3.0,2.4,6.7,-4.1,59.9,6.9,0.3,10.8
212,20170127,2.0,-0.4,6.4,-6.7,40.4,8.0,0.1,13.1
213,20170128,0.6,-5.3,2.2,-13.3,62.6,8.0,0.0,15.5
214,20170128,2.4,3.5,5.3,1.5,61.1,8.3,0.0,3.8
215,20170128,1.3,1.1,9.4,-5.0,52.0,7.7,0.0,14.4
216,20170128,1.8,1.8,9.7,-6.7,61.1,8.1,0.0,16.4
217,20170128,0.6,-5.3,5.0,-14.4,63.5,7.3,0.0,19.4
218,20170128,1.0,0.5,8.0,-7.1,60.8,7.2,0.0,15.1
219,20170128,1.0,1.7,12.1,-10.4,52.8,8.6,0.0,22.5
220,20170128,0.9,0.6,8.5,-6.6,41.3,7.5,0.0,15.1
221,20170129,1.2,0.0,1.3,-0.8,72.0,0.0,5.2,2.1
222,20170129,0.9,1.3,3.0,-0.2,76.6,0.0,7.0,3.2
223,20170129,0.9,3.9,6.3,1.1,53.5,0.0,0.2,5.199999999999999
224,20170129,0.7,3.9,7.5,1.2,85.4,0.0,5.9,6.3
225,20170129,0.2,-0.8,1.0,-2.2,77.8,0.0,5.5,3.2
226,20170129,1.1,3.3,4.8,1.3,80.9,0.0,3.0,3.5
227,20170129,0.7,6.3,8.5,3.0,85.3,0.0,5.1,5.5
228,20170129,0.8,3.8,6.4,-0.8,55.4,0.0,0.5,7.2
229,20170130,1.9,-6.0,-1.0,-12.1,59.1,9.5,0.0,11.1
230,20170130,1.2,-1.5,2.1,-3.4,77.9,1.4,1.7,5.5
231,20170130,3.1,-1.1,2.5,-5.2,64.9,5.2,1.5,7.7
232,20170130,8.1,-2.8,1.3,-5.3,77.8,3.9,1.3,6.6
233,20170130,1.6,-5.0,-0.1,-10.7,74.1,4.0,0.6,10.6
234,20170130,1.9,-3.4,2.7,-9.5,71.3,4.2,0.1,12.2
235,20170130,2.4,1.7,6.4,-6.3,63.1,9.4,0.5,12.7
236,20170130,5.1,1.4,4.9,-3.2,54.4,8.2,0.5,8.100000000000001
237,20170131,4.0,-8.7,-2.6,-16.1,60.3,7.1,0.0,13.500000000000002
238,20170131,0.9,-6.6,0.4,-12.9,65.3,8.3,0.0,13.3
239,20170131,2.7,1.6,9.3,-4.7,49.0,9.0,0.0,14.0
240,20170131,0.9,-4.7,0.0,-9.8,70.8,7.9,0.0,9.8
241,20170131,2.1,-5.2,0.4,-10.8,60.6,6.7,5.0,11.2
242,20170131,1.8,-2.3,2.6,-8.1,64.4,8.5,0.0,10.7
243,20170131,1.2,-1.7,8.0,-10.1,54.6,8.5,0.0,18.1
244,20170131,0.7,-2.7,8.0,-12.2,50.8,9.5,0.0,20.2
245,20170201,1.3,-6.0,2.4,-12.3,65.4,9.0,0.0,14.7
246,20170201,2.3,-2.6,1.1,-7.8,67.9,9.0,0.0,8.9
247,20170201,2.3,1.5,7.6,-1.7,32.6,5.2,0.0,9.3
248,20170201,4.1,4.1,6.2,2.5,61.3,1.5,0.0,3.7
249,20170201,2.0,-5.2,1.0,-12.1,57.9,8.8,0.0,13.1
250,20170201,2.9,-2.2,3.1,-6.1,64.0,7.3,0.0,9.2
251,20170201,3.1,1.6,7.5,-1.7,46.4,8.4,0.0,9.2
252,20170201,1.4,-0.3,8.0,-6.0,42.6,8.0,0.0,14.0
253,20170202,5.2,1.1,3.7,-2.4,60.1,9.4,0.0,6.1
254,20170202,3.4,3.6,12.7,-2.7,23.5,9.5,0.0,15.4
255,20170202,1.5,0.2,7.2,-5.3,43.6,9.8,0.0,12.5
256,20170202,8.1,4.3,5.8,2.7,66.0,10.3,0.0,3.1
257,20170202,1.4,-3.4,3.8,-11.9,51.0,8.8,0.0,15.7
258,20170202,3.0,2.2,9.6,-4.2,29.4,9.8,0.0,13.8
259,20170202,3.4,0.9,4.6,-3.0,70.1,9.2,0.0,7.6
260,20170202,1.3,0.2,10.2,-8.2,37.5,8.9,0.0,18.4
261,20170203,2.2,4.0,8.6,-1.0,41.0,9.8,0.0,9.6
262,20170203,1.2,2.2,7.4,-1.1,55.4,7.6,0.0,8.5
263,20170203,3.6,5.5,12.5,0.2,32.9,10.1,0.0,12.3
264,20170203,3.0,7.0,11.6,2.7,50.0,4.5,0.0,8.899999999999999
265,20170203,1.0,0.6,7.0,-4.1,67.9,7.5,0.0,11.1
266,20170203,1.2,-0.9,7.2,-8.7,67.1,6.7,0.0,15.9
267,20170203,2.0,-0.5,8.4,-8.4,53.1,8.8,0.0,16.8
268,20170203,1.2,2.7,12.0,-5.6,37.3,7.1,0.0,17.6
269,20170204,2.3,7.8,12.8,2.7,31.3,6.2,0.0,10.1
270,20170204,0.7,2.9,8.1,-3.3,65.0,2.3,0.0,11.4
271,20170204,1.5,7.7,11.7,3.7,56.3,2.7,0.5,7.999999999999999
272,20170204,0.9,11.0,12.6,9.1,79.8,0.0,16.6,3.5
273,20170204,1.1,3.8,7.6,-2.0,73.0,0.1,0.0,9.6
274,20170204,1.1,7.6,14.3,2.3,46.4,5.5,0.5,12.0
275,20170204,1.2,1.7,9.9,-8.2,50.8,6.6,0.0,18.1
276,20170204,0.8,7.9,13.1,3.3,50.1,4.0,0.3,9.8
277,20170205,2.6,8.1,10.7,5.0,47.6,4.9,0.0,5.699999999999999
278,20170205,3.1,1.7,5.5,0.1,83.9,0.6,4.1,5.4
279,20170205,4.6,5.3,6.8,3.9,91.0,0.3,0.6,2.9
280,20170205,1.5,6.3,12.8,3.3,67.3,4.6,2.7,9.5
281,20170205,1.1,3.1,5.6,-1.3,73.4,0.0,0.5,6.9
282,20170205,2.2,7.8,12.1,5.2,78.3,3.8,3.5,6.9
283,20170205,2.4,4.2,9.2,0.5,54.5,1.3,0.1,8.7
284,20170205,1.7,6.4,10.4,4.1,79.3,0.6,6.5,6.300000000000001
285,20170206,3.0,-1.7,2.6,-4.4,51.0,9.8,0.0,7.0
286,20170206,2.9,0.2,5.0,-4.7,46.9,9.7,0.0,9.7
287,20170206,7.1,2.9,5.6,0.1,40.1,9.6,0.0,5.5
288,20170206,2.9,-1.2,2.3,-4.3,46.0,9.4,0.0,6.6
289,20170206,2.1,-0.6,4.1,-4.9,59.4,8.6,0.0,9.0
290,20170206,3.9,2.6,6.3,-0.9,54.0,9.5,0.0,7.2
291,20170206,3.1,-0.1,5.0,-6.0,47.6,8.6,0.0,11.0
292,20170207,1.4,1.5,4.7,-2.0,43.3,2.8,0.0,6.7
293,20170207,3.0,-1.9,0.7,-4.0,46.9,4.1,0.0,4.7
294,20170207,1.3,0.3,6.9,-4.0,50.1,5.5,0.0,10.9
295,20170207,6.8,3.2,6.8,1.7,71.5,9.0,0.0,5.1
296,20170207,0.7,-2.5,3.2,-8.1,67.9,2.4,0.0,11.3
297,20170207,1.2,-0.3,5.3,-3.8,68.0,5.3,0.0,9.1
298,20170207,2.4,2.6,9.8,-1.3,52.4,8.7,0.0,11.1
299,20170207,2.0,2.8,9.6,-2.5,48.4,5.4,0.0,12.1
300,20170208,0.9,-2.6,3.0,-8.9,67.5,3.7,0.0,11.9
301,20170208,0.7,-1.3,2.3,-5.6,57.6,0.8,0.0,7.899999999999999
302,20170208,2.6,4.7,9.1,1.0,46.9,3.8,0.0,8.1
303,20170208,2.7,2.9,6.0,0.5,64.0,0.0,0.0,5.5
304,20170208,1.3,-2.0,3.0,-7.3,58.3,0.6,0.0,10.3
305,20170208,1.5,-0.6,4.1,-4.4,66.0,0.7,0.0,8.5
306,20170208,2.6,2.4,5.8,-1.5,63.3,0.1,0.0,7.3
307,20170208,1.6,-0.3,6.2,-8.4,49.9,2.8,0.0,14.6
308,20170209,1.9,-6.6,-2.5,-11.0,50.8,7.2,0.0,8.5
309,20170209,7.6,-0.7,2.7,-3.4,85.6,0.0,10.2,6.1
310,20170209,5.5,-2.1,1.0,-4.2,66.3,8.3,0.0,5.2
311,20170209,7.3,-1.3,0.9,-3.7,76.9,2.8,1.4,4.6000000000000005
312,20170209,2.1,-5.2,-1.1,-8.8,49.9,7.3,0.0,7.700000000000001
313,20170209,3.7,-2.6,-0.1,-5.4,71.3,2.4,2.1,5.300000000000001
314,20170209,3.6,-1.2,2.0,-3.4,67.1,4.4,0.0,5.4
315,20170209,3.4,-0.8,2.7,-3.9,43.3,8.2,0.0,6.6
316,20170210,3.3,-6.2,-0.4,-10.0,39.9,9.7,0.0,9.6
317,20170210,3.6,-5.5,-1.9,-8.2,45.8,9.8,0.0,6.299999999999999
318,20170210,5.4,-3.0,0.5,-5.8,39.4,10.1,0.0,6.3
319,20170210,4.2,-4.3,-0.6,-6.3,61.5,8.1,0.0,5.7
320,20170210,2.1,-6.5,-2.2,-11.0,40.5,9.3,0.0,8.8
321,20170210,2.1,-4.7,-1.4,-8.0,56.9,6.7,0.9,6.6
322,20170210,4.0,-2.0,0.6,-3.7,62.4,7.0,0.0,4.3
323,20170210,5.0,-3.2,0.7,-5.9,39.4,9.5,0.0,6.6000000000000005
324,20170211,1.6,-5.8,1.0,-13.4,49.1,9.9,0.0,14.4
325,20170211,1.6,-4.6,0.4,-11.0,53.1,9.8,0.0,11.4
326,20170211,2.6,-1.9,2.0,-5.5,58.8,6.5,0.0,7.5
327,20170211,6.3,-3.8,-1.7,-5.9,86.0,2.8,1.8,4.2
328,20170211,1.6,-8.6,-3.3,-13.7,52.1,7.4,0.0,10.4
329,20170211,3.0,-4.8,-0.9,-7.8,61.5,4.3,0.0,6.9
330,20170211,3.3,-1.6,5.2,-9.3,52.6,10.1,0.0,14.5
331,20170211,3.7,-2.1,2.9,-7.0,41.3,9.5,0.0,9.9
332,20170212,4.5,-6.7,-1.6,-12.7,57.0,10.2,0.0,11.1
333,20170212,1.3,-3.1,4.1,-10.2,57.0,9.5,0.0,14.3
334,20170212,3.4,1.4,6.7,-3.2,39.1,10.0,0.0,9.9
335,20170212,1.2,-0.7,5.3,-7.4,68.5,9.6,0.0,12.7
336,20170212,2.0,-4.6,3.4,-11.2,54.4,7.9,0.0,14.6
337,20170212,1.2,0.9,5.5,-3.7,68.8,8.4,0.0,9.2
338,20170212,3.0,0.5,6.3,-4.1,57.8,9.2,0.0,10.4
339,20170212,1.4,-2.0,5.8,-9.9,58.0,10.0,0.0,15.7
340,20170213,1.1,-2.5,5.9,-10.0,68.3,9.2,0.0,15.9
341,20170213,1.3,-1.0,4.6,-7.9,91.5,4.0,0.1,12.5
342,20170213,1.5,3.4,9.2,-2.1,41.4,8.8,0.0,11.3
343,20170213,2.6,6.8,10.5,1.3,48.9,10.2,0.0,9.2
344,20170213,1.2,-3.7,5.0,-12.5,68.4,8.3,0.0,17.5
345,20170213,1.5,1.3,7.4,-7.6,77.4,9.4,0.0,15.0
346,20170213,1.8,3.9,10.4,-2.0,56.3,9.2,0.0,12.4
347,20170213,0.9,1.6,10.5,-7.8,56.3,7.7,0.1,18.3
348,20170214,2.2,0.6,2.6,-1.1,55.8,9.6,0.0,3.7
