,TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
0,20220101,1.5,-4.3,2.3,-10.2,46.3,9.0,0.0,12.5
1,20220101,0.7,-6.1,1.1,-14.2,41.5,9.1,0.0,15.3
2,20220101,2.1,1.0,6.1,-3.4,41.3,8.7,0.0,9.5
3,20220101,0.7,-6.5,0.1,-13.0,55.9,8.0,0.0,13.1
4,20220101,0.5,-5.1,0.7,-10.7,54.1,7.7,0.0,11.4
5,20220101,3.3,0.2,6.6,-3.7,39.4,8.9,0.0,10.3
6,20220101,0.9,-8.1,1.8,-16.1,49.8,8.2,0.0,17.900000000000002
7,20220102,2.1,2.2,5.9,-2.4,37.8,8.1,0.0,8.3
8,20220102,3.2,-1.2,1.3,-4.8,58.0,5.9,0.3,6.1
9,20220102,1.8,-1.3,6.5,-8.2,57.3,5.3,0.0,14.7
10,20220102,5.4,5.0,9.2,2.3,69.5,2.6,0.0,6.9
11,20220102,1.0,-2.5,5.6,-8.5,65.4,5.2,0.0,14.1
12,20220102,0.9,0.2,5.9,-4.9,69.0,4.4,0.0,10.8
13,20220102,1.3,1.1,8.6,-6.3,65.1,5.3,0.0,14.9
14,20220102,2.4,1.5,6.8,-2.7,40.5,7.6,0.0,9.5
15,20220103,0.8,-4.9,1.5,-13.7,65.9,7.7,0.0,15.2
16,20220103,0.6,-2.7,1.7,-9.2,61.3,7.7,0.0,10.9
17,20220103,2.4,2.0,7.8,-1.4,31.4,7.3,0.0,9.2
18,20220103,1.3,2.7,7.9,-1.8,61.9,8.5,0.0,9.7
19,20220103,2.0,-3.9,0.7,-11.6,63.6,6.0,0.0,12.3
20,20220103,0.6,-3.6,4.6,-10.5,72.9,7.7,0.0,15.1
21,20220103,1.3,-0.8,7.4,-8.2,71.6,8.9,0.0,15.6
22,20220103,0.9,-4.2,4.6,-13.0,61.0,8.2,0.0,17.6
23,20220104,0.7,-6.5,-0.1,-11.5,70.4,8.2,0.0,11.4
24,20220104,2.9,1.9,3.4,0.8,64.9,0.8,1.1,2.6
25,20220104,1.8,0.3,4.6,-3.9,61.1,8.8,0.0,8.5
26,20220104,2.8,0.6,4.9,-3.2,65.8,8.8,0.0,8.100000000000001
27,20220104,0.6,-3.3,2.7,-8.0,58.9,5.9,0.0,10.7
28,20220104,1.5,0.7,4.1,-2.5,59.9,8.5,0.0,6.6
29,20220104,1.9,0.0,5.7,-7.5,68.1,7.9,0.0,13.2
30,20220104,1.1,1.4,7.2,-4.1,37.5,7.2,0.0,11.3
31,20220105,0.7,-5.1,1.9,-12.2,56.8,5.3,0.0,14.1
32,20220105,0.9,-2.7,2.8,-9.5,52.4,0.5,0.0,12.3
33,20220105,0.8,0.6,5.0,-5.6,43.9,1.2,0.0,10.6
34,20220105,1.3,2.2,7.0,-1.4,54.8,0.1,0.0,8.4
35,20220105,0.5,-5.1,1.0,-12.1,79.9,5.0,0.0,13.1
36,20220105,0.6,0.1,4.5,-4.3,56.3,0.3,0.0,8.8
37,20220105,0.6,2.4,6.3,-1.5,62.6,0.0,0.2,7.8
