,TM,WS_AVG,TA_AVG,TA_MAX,TA_MIN,HM_AVG,SS_DAY,RN_DAY,TA_DIF
0,20240101,1.7,3.3,7.3,-0.3,83.4,4.3,0.0,7.6
1,20240101,0.6,3.2,8.5,-1.4,76.6,4.1,0.0,9.9
2,20240101,2.6,6.5,9.9,2.9,64.1,7.0,0.0,7.0
3,20240101,0.7,1.2,5.6,-3.1,93.3,-9.0,0.0,8.7
4,20240101,0.6,2.7,7.3,-1.0,87.8,2.4,0.0,8.3
5,20240101,1.7,7.1,13.2,1.4,62.9,5.5,0.0,11.8
6,20240101,1.0,2.5,7.1,-2.0,83.8,6.0,0.0,9.1
7,20240101,1.1,5.2,9.8,0.9,71.8,6.7,0.0,8.9
8,20240102,1.6,6.6,10.1,3.5,54.9,6.0,0.0,6.6
9,20240102,2.4,4.0,5.5,2.2,70.3,0.3,0.0,3.3
10,20240102,1.7,5.4,7.4,3.6,76.6,0.0,0.0,3.8
11,20240102,0.4,5.6,11.6,0.7,71.4,8.3,0.0,10.9
12,20240102,0.6,4.3,7.2,2.0,80.4,0.2,0.0,5.2
13,20240102,1.5,8.0,11.7,5.1,61.8,7.5,0.0,6.6
14,20240102,4.1,3.3,5.3,1.1,73.6,1.4,0.0,4.199999999999999
15,20240102,0.9,7.3,10.3,4.4,70.6,6.8,0.1,5.9
16,20240103,2.1,4.6,9.2,1.0,53.5,5.3,0.0,8.2
17,20240103,1.3,1.9,5.9,-1.2,75.3,1.0,0.2,7.1000000000000005
18,20240103,2.6,5.2,8.9,2.2,63.8,2.7,0.4,6.7
19,20240103,1.5,9.1,12.3,6.4,53.1,5.9,0.0,5.9
20,20240103,0.9,2.8,6.4,-0.4,76.0,0.4,0.1,6.800000000000001
21,20240103,1.6,2.8,5.6,0.8,81.9,1.1,3.0,4.8
22,20240103,1.5,2.1,5.0,0.1,74.5,2.6,0.0,4.9
23,20240103,3.7,3.2,6.8,1.0,70.6,2.4,0.2,5.8
24,20240104,1.5,3.5,9.0,-0.9,47.5,8.8,0.0,9.9
25,20240104,0.8,2.0,6.0,-2.0,68.5,7.7,0.0,8.0
26,20240104,3.4,5.2,10.3,1.3,45.5,9.2,0.0,9.0
27,20240104,1.9,6.5,13.5,1.5,69.1,8.5,0.0,12.0
28,20240104,0.8,0.1,5.2,-5.2,83.3,5.9,0.0,10.4
29,20240104,1.6,3.5,10.8,-0.9,48.4,8.1,0.0,11.7
30,20240104,0.9,2.7,9.6,-2.4,84.0,6.6,0.0,12.0
31,20240104,0.5,1.6,9.5,-3.6,57.0,7.6,0.0,13.1
32,20240105,5.0,3.8,6.7,1.5,64.4,8.0,0.0,5.2
33,20240105,3.5,7.4,12.2,3.6,52.5,7.0,0.0,8.6
34,20240105,0.7,6.9,12.6,1.4,81.1,5.0,0.0,11.2
35,20240105,7.2,11.9,13.8,9.3,61.9,1.0,0.0,4.5
36,20240105,0.7,3.2,8.7,-1.6,85.9,0.0,0.0,10.3
37,20240105,1.0,6.4,11.6,1.5,79.8,2.8,0.0,10.1
38,20240105,1.7,7.4,14.8,2.0,67.3,5.0,0.0,12.8
39,20240105,0.8,3.5,12.3,-4.2,71.1,6.5,0.0,16.5
40,20240106,1.2,-0.5,6.4,-5.8,68.1,7.2,0.0,12.2
41,20240106,1.5,1.0,5.8,-3.4,73.3,8.8,0.1,9.2
42,20240106,1.4,5.2,9.8,2.8,44.5,7.0,0.0,7.000000000000001
43,20240106,3.5,9.4,11.9,7.5,54.6,7.8,0.0,4.4
44,20240106,1.3,-0.9,4.4,-5.4,74.3,8.9,0.4,9.8
45,20240106,1.3,2.0,6.9,-1.5,77.0,8.3,0.2,8.4
46,20240106,2.8,4.3,9.5,-1.1,50.3,8.3,0.0,10.6
47,20240106,1.3,1.5,8.9,-5.2,62.4,8.9,0.0,14.1
48,20240107,5.5,-9.2,-5.9,-15.9,53.8,8.1,0.0,10.0
49,20240107,3.0,-3.0,-0.2,-6.8,53.1,7.7,0.0,6.6
50,20240107,2.9,0.5,3.3,-3.5,34.1,8.8,0.0,6.8
51,20240107,2.8,-2.9,-0.1,-6.5,60.6,6.9,0.1,6.4
52,20240107,2.4,-5.0,-0.7,-10.7,39.8,7.4,0.0,10.0
53,20240107,3.1,-3.2,0.3,-7.6,61.1,6.4,0.0,7.899999999999999
54,20240107,3.1,1.0,5.7,-4.1,52.9,7.9,0.0,9.8
55,20240107,4.2,-0.4,2.9,-4.5,37.4,8.5,0.0,7.4
56,20240108,0.7,-6.9,-1.5,-13.9,71.1,8.1,0.0,12.4
57,20240108,0.8,-5.3,1.6,-11.6,53.1,8.7,0.0,13.2
58,20240108,1.2,-2.4,2.3,-6.8,53.9,9.4,0.0,9.1
59,20240108,0.7,-3.7,1.3,-7.9,71.3,9.2,0.0,9.2
60,20240108,1.0,-7.7,0.5,-15.4,40.6,6.9,0.0,15.9
61,20240108,1.3,-3.5,3.8,-9.3,59.3,8.6,0.0,13.1
62,20240108,1.2,0.3,6.9,-4.3,55.9,7.8,0.0,11.2
63,20240108,1.4,-3.2,3.4,-8.8,44.9,7.3,0.0,12.2
64,20240109,0.3,-2.2,-0.5,-3.8,87.3,0.0,1.6,3.3
65,20240109,0.9,-0.4,0.5,-2.5,83.1,0.0,3.0,3.0
66,20240109,1.0,0.2,5.7,-5.6,60.1,1.7,1.3,11.3
67,20240109,0.6,0.3,5.1,-6.1,78.9,0.0,3.4,11.2
68,20240109,0.1,-2.6,-1.0,-4.9,82.4,0.0,1.9,3.9
69,20240109,0.9,2.4,7.1,-3.2,77.9,0.0,3.9,10.3
70,20240109,0.5,2.4,7.7,-4.8,91.1,0.0,1.2,12.5
71,20240109,0.3,0.0,4.3,-5.7,60.8,0.6,1.9,10.0
72,20240110,0.6,-3.4,3.8,-7.5,89.4,6.5,0.0,11.3
73,20240110,5.1,2.8,4.8,0.5,80.6,1.8,4.7,4.3
74,20240110,1.5,0.4,4.5,-2.7,82.8,8.3,0.2,7.2
75,20240110,3.2,0.6,4.4,-4.2,77.6,7.7,0.3,8.600000000000001
76,20240110,0.6,-1.3,6.2,-5.3,76.9,7.2,0.0,11.5
77,20240110,1.1,0.9,4.8,-3.9,82.0,7.9,0.5,8.7
78,20240110,2.3,2.9,7.7,-3.1,69.4,7.7,0.0,10.8
79,20240110,0.5,0.7,5.6,-2.1,93.1,4.6,0.1,7.699999999999999
80,20240111,1.5,-0.5,3.3,-6.3,76.1,4.9,0.0,9.6
81,20240111,0.8,1.2,3.1,-1.6,72.4,0.0,0.0,4.7
82,20240111,3.6,3.8,7.6,0.7,55.1,9.0,0.0,6.9
83,20240111,2.5,4.6,8.1,-0.7,67.6,8.2,0.0,8.799999999999999
84,20240111,0.9,-0.1,2.6,-2.7,82.6,0.0,0.0,5.300000000000001
85,20240111,1.2,2.8,7.0,-3.2,79.0,2.0,0.0,10.2
86,20240111,1.4,1.7,8.2,-4.7,77.9,8.1,0.0,12.9
87,20240111,3.6,2.6,5.5,-1.1,58.6,8.5,0.0,6.6
88,20240112,2.0,4.2,8.3,1.6,28.9,8.7,0.0,6.700000000000001
89,20240112,2.8,1.0,3.3,-0.5,59.8,8.8,0.0,3.8
90,20240112,2.3,4.3,8.2,0.0,46.4,8.4,0.0,8.2
91,20240112,4.1,7.2,9.8,4.6,68.5,7.9,0.0,5.200000000000001
92,20240112,1.0,0.8,5.8,-2.9,65.0,8.2,0.0,8.7
93,20240112,1.5,2.4,8.0,-1.8,62.0,7.7,0.0,9.8
94,20240112,3.2,6.4,11.7,0.5,59.6,8.3,0.0,11.2
95,20240112,3.1,3.4,8.1,-0.8,44.1,8.0,0.0,8.9
96,20240112,0.9,2.6,12.0,-3.4,70.9,8.7,0.0,15.4
97,20240113,1.4,0.4,6.4,-3.8,44.3,9.1,0.0,10.2
98,20240113,1.4,0.5,6.3,-3.9,43.0,9.2,0.0,10.2
99,20240113,3.0,5.3,9.9,1.9,39.5,9.1,0.0,8.0
100,20240113,1.3,-1.9,4.0,-6.2,61.5,8.5,0.0,10.2
