경매시간,품목(품종),규격(전체),경락가,거래량
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,34
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,1750,32
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,16
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,30
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,24
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,60
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,30
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,40
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,40
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,30
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,20
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,40
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,1750,88
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,20
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,20
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,100
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3000,56
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4000,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4500,33
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5000,20
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6000,70
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6000,70
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5000,2
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3825,16
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5000,5
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6750,9
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3200,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4400,26
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6250,8
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,7500,20
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2300,17
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4150,5
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,7
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3750,9
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,1500,2
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,8900,14
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4500,17
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2000,18
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3325,7
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4450,14
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5825,25
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6900,7
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3900,20
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2250,5
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6500,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6500,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6650,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6750,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6600,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6500,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6500,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,10500,14
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,7000,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3900,30
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3900,30
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5750,7
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4425,7
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3650,13
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2800,22
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2800,21
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,8250,17
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5500,11
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4250,32
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2500,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,8675,14
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,6500,9
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4750,9
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3800,28
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3100,12
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5500,15
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4750,15
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2400,40
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4150,5
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3900,8
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2800,8
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,4700,5
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,2000,9
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,1500,6
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,7200,13
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5425,10
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,5325,7
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,3400,50
01/16 12:00:00,느타리버섯(기타느타리버섯),1kg,7750,15
