TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20140101,112,5.5,4783,29,8.8,1219,27,13.7,1534,5.0,7.4,1347,2.4,240,-0.2,3.0,-2.8,69.4,51.0,1416,6.1,2.8,-9.0,-9.00,1005.8,1014.2,1018.4,2356,1012.4,455,1.0,7.2,9.6,-9.0,8.17,1.50,1200,0.1,-9.0,0.17,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.0,5.8,8.0,12.8,14.9
20140101,137,3.8,3313,27,6.9,234,27,13.2,1452,5.3,8.7,1517,1.7,736,-6.0,1.8,-3.8,45.3,23.0,1554,4.0,-9.0,-9.0,-9.00,1002.6,1014.5,1016.8,2348,1011.6,1,-9.0,7.9,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140101,169,3.9,3363,32,7.5,227,32,12.9,34,9.1,11.5,1426,6.2,602,-0.6,6.0,2.6,51.8,33.0,1154,5.9,-9.0,-9.0,-9.00,1008.1,1017.4,1019.4,2356,1015.8,59,0.0,8.5,9.9,-9.0,11.31,1.96,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140101,202,2.2,1872,25,5.7,1541,25,13.2,1331,3.6,8.8,1454,-3.7,759,-3.1,1.2,-8.1,64.6,28.0,1604,4.9,-9.0,-9.0,-9.00,1008.4,1014.4,1017.6,2348,1011.9,1,-9.0,4.2,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140101,243,1.7,1450,27,5.6,1200,27,10.2,1153,4.6,10.3,1337,0.2,610,-1.5,2.2,-5.2,66.5,27.0,1356,5.5,-9.0,-9.0,-9.00,1015.5,1017.0,1019.3,2347,1015.1,1,-9.0,7.5,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140101,259,2.6,2262,32,7.1,1352,34,12.9,1345,4.4,10.6,1323,-1.8,2325,-4.6,3.5,-3.0,56.1,21.0,1336,4.4,-9.0,-9.0,-9.00,1016.3,1017.8,1019.8,2344,1015.6,1,-9.0,8.2,9.9,-9.0,17.93,2.80,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140101,278,1.9,1655,27,6.5,1445,25,12.4,1505,1.3,9.5,1255,-5.3,727,-7.8,-1.4,-11.8,57.4,23.0,1220,3.4,-9.0,-9.0,-9.00,1004.3,1014.5,1017.0,2357,1011.8,1,-9.0,6.5,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,98,1.2,1078,32,3.8,16,34,7.9,10,0.4,6.5,1452,-4.3,805,-11.8,-0.6,-6.6,42.3,15.0,1313,2.5,-9.0,-9.0,-9.00,1007.2,1020.9,1023.0,956,1017.9,1,-9.0,8.6,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,119,1.2,1049,32,3.5,12,34,6.4,11,1.8,7.3,1413,-2.5,735,-8.5,-0.3,-5.1,49.4,22.0,1316,3.3,1.5,-9.0,-9.00,1017.2,1021.5,1024.1,1052,1018.3,1,0.8,8.7,9.7,-9.0,10.60,1.86,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,143,1.9,1625,27,4.3,1310,27,8.4,1251,5.5,10.7,1442,1.7,718,-11.2,2.9,-9.2,32.0,14.0,1321,2.7,-9.0,-9.0,-9.00,1013.5,1021.5,1024.0,1013,1017.5,1,-9.0,9.0,9.8,-9.0,11.41,2.02,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,174,1.6,1384,29,4.8,1304,34,8.1,1438,2.2,9.7,1503,-3.5,2351,-6.9,1.7,-11.7,55.8,21.0,1406,3.7,1.0,-9.0,-9.00,1000.4,1021.0,1023.3,1024,1018.6,7,1.5,6.0,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,212,0.7,641,27,3.2,100,32,7.7,53,-0.5,7.9,1424,-5.4,807,-12.0,-1.6,-10.5,46.9,15.0,1328,2.5,-9.0,-9.0,-9.00,1003.5,1021.3,1023.6,933,1017.0,1,-9.0,7.8,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,247,1.6,1344,23,3.1,1217,23,4.1,1207,1.2,9.7,1519,-3.4,747,-6.3,1.0,-6.9,62.5,20.0,1520,3.9,-9.0,-9.0,-9.00,1004.9,1020.9,1023.7,934,1018.7,1,-9.0,8.6,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,262,1.2,1075,32,5.0,1323,34,7.7,1352,3.6,12.2,1410,-2.0,735,-5.6,2.1,-5.3,57.8,17.0,1456,4.2,-9.0,-9.0,-9.00,1014.3,1020.9,1023.3,1010,1018.7,1,-9.0,6.5,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140102,283,2.3,1975,34,5.9,1526,16,10.9,840,1.7,9.8,1409,-3.6,805,-11.4,-0.4,-7.5,43.3,12.0,1505,2.7,-9.0,-9.0,-9.00,1015.7,1020.4,1022.4,958,1016.3,1,-9.0,8.4,9.8,-9.0,9.63,1.63,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140103,101,0.6,531,36,1.7,934,29,2.7,2144,-1.2,5.2,1424,-5.0,716,-5.4,-1.2,-9.6,74.5,37.0,1424,4.1,0.7,-9.0,-9.00,1008.2,1018.1,1021.8,1,1014.9,1602,6.5,4.2,9.6,-9.0,5.95,1.33,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,1.0,1,2.1,6.5,9.4,15.3,17.4
20140103,129,1.1,983,20,3.5,1344,34,5.5,2306,2.3,9.6,1355,-4.3,230,-2.3,2.1,-9.0,74.8,32.0,1311,5.3,0.9,-9.0,-9.00,1014.6,1018.2,1021.2,1,1015.4,1400,4.5,5.1,9.7,-9.0,7.02,1.49,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.6,5.3,-99.0,-99.0,-99.0
20140103,155,0.8,658,36,2.4,851,2,4.1,212,6.0,11.7,1518,0.5,722,-9.9,3.5,-3.0,32.0,17.0,1339,2.9,-9.0,-9.0,-9.00,1012.3,1016.9,1020.8,1,1014.2,1455,4.9,7.7,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140103,184,2.0,1756,36,4.8,2043,2,8.8,2259,10.7,15.4,1449,6.0,113,2.5,7.5,2.9,57.8,38.0,1447,7.5,2.1,1.7,-9.00,1014.3,1016.8,1020.0,1,1014.2,1414,4.0,5.1,10.0,-9.0,7.50,1.34,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,10.2,11.6,12.2,17.5,18.9
20140103,221,0.8,693,23,4.2,1450,32,7.2,1704,-2.0,7.2,1411,-7.8,250,-7.7,-0.8,-8.3,69.8,25.0,1432,3.5,-9.0,-9.0,-9.00,985.3,1018.4,1022.7,1,1014.2,1450,-9.0,4.7,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140103,252,0.7,622,25,2.8,1428,25,4.3,1448,2.4,12.6,1234,-4.6,614,-5.5,1.5,-7.3,60.1,20.0,1243,4.1,-9.0,-9.0,-9.00,1013.0,1017.6,1020.9,1,1015.1,1417,-9.0,5.3,9.9,-9.0,7.97,1.65,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140103,266,0.9,781,29,4.0,2344,29,4.5,2339,7.1,13.1,1530,1.1,734,-3.0,4.3,-2.8,49.9,28.0,1411,4.9,-9.0,-9.0,-9.00,1006.4,1016.4,1020.2,3,1013.3,1520,-9.0,6.1,9.9,-9.0,9.42,1.88,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140103,288,0.6,529,5,2.0,953,5,4.0,951,0.9,11.5,1457,-5.7,652,-8.6,2.7,-11.7,54.0,17.0,1457,3.2,-9.0,-9.0,-9.00,1016.0,1017.4,1021.2,1,1014.4,1433,-9.0,4.5,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20140104,105,1.3,1112,2,3.8,546,5,6.9,528,1.0,2.8,748,0.1,309,-1.2,-0.4,-7.1,85.4,52.0,159,5.6,-9.0,-9.0,-9.00,1016.9,1020.2,1021.9,2135,1016.5,1,-9.0,0.0,9.7,-9.0,0.00,0.00,700,9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.0,6.8,9.6,14.3,15.7
