TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20210101,108,2.0,1723,27,4.1,1532,27,7.7,1530,-4.2,1.6,1447,-9.8,511,-10.2,-3.4,-13.3,64.0,50.0,1140,2.9,1.6,1.1,-9.00,1014.9,1026.0,1028.1,249,1023.9,1354,3.9,6.5,9.6,-9.0,9.54,1.74,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.9,6.8,9.7,15.9,17.5
20210101,136,2.2,1908,27,4.6,1417,25,8.9,1447,-4.0,0.5,1421,-9.2,721,-10.5,-3.4,-11.9,61.5,39.0,1137,2.8,1.4,1.0,-9.00,1008.3,1026.5,1028.9,906,1024.6,1521,3.4,8.7,9.7,-9.0,10.10,1.99,1200,0.0,0.0,0.67,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20210101,168,3.7,3209,23,6.8,1429,23,11.0,1414,0.8,4.8,1502,-2.8,636,-5.9,0.7,-4.0,61.0,46.0,1636,4.0,2.1,1.5,-9.00,1018.1,1026.4,1028.5,1038,1024.8,1526,2.9,8.1,9.9,-9.0,10.84,2.03,1300,0.0,0.0,1.32,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.1,9.4,12.9,18.0,19.3
20210101,202,0.7,575,14,2.3,1655,23,3.1,1213,-6.3,-0.4,1410,-12.6,551,-10.0,-5.5,-17.0,76.1,45.0,1357,2.9,-9.0,-9.0,-9.00,1020.8,1027.0,1029.3,938,1025.1,1509,1.3,6.3,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20210101,239,0.6,487,34,1.7,39,32,2.6,39,-5.5,-2.2,1552,-10.8,747,-7.4,-0.8,-11.4,86.8,75.0,1149,3.6,-9.0,-9.0,-9.00,1014.7,1026.4,1028.4,311,1024.8,1706,6.8,1.1,9.7,-9.0,-9.00,-9.00,-9,1.1,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20210101,258,2.7,2343,34,7.6,1506,36,11.2,1504,-0.3,5.0,1545,-4.7,533,-4.1,1.7,-6.8,76.4,49.0,1546,4.5,1.5,1.0,-9.00,1026.1,1026.3,1028.4,1028,1025.0,2350,4.8,4.6,9.9,-9.0,9.23,1.63,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20210101,276,2.5,2124,29,5.5,1453,29,9.4,1446,-4.9,-0.6,1527,-12.4,742,-10.6,-5.2,-16.5,65.0,40.0,1102,2.8,1.4,1.0,-9.00,999.0,1025.8,1028.2,838,1024.0,1525,2.8,7.6,9.7,-9.0,10.46,1.92,1100,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20210102,90,2.3,2007,36,5.0,408,27,8.7,239,-2.5,1.5,1436,-6.3,754,-24.8,-1.0,-9.2,16.8,10.0,1354,0.8,-9.0,-9.0,-9.00,1023.1,1025.4,1026.9,2136,1022.6,18,0.0,9.0,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20210102,112,4.2,3631,34,6.8,2332,32,10.5,2328,-4.7,-1.9,1530,-7.4,752,-17.0,-3.4,-8.7,38.0,28.0,925,1.7,2.1,1.5,-9.00,1020.8,1029.8,1033.1,2354,1025.8,1,0.3,8.9,9.7,-9.0,10.29,1.79,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,3.1,5.9,8.4,13.5,16.3
20210102,137,2.1,1782,29,4.4,1356,29,9.2,1415,-3.1,0.5,1334,-5.5,753,-11.0,-1.9,-12.0,56.5,29.0,1354,2.7,-9.0,-9.0,-9.00,1016.3,1028.7,1031.4,2400,1025.4,1,1.6,7.5,9.8,-9.0,9.86,1.95,1300,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
