TM,STN,WD,WS,GST_WD,GST_WS,GST_TM,PA,PS,PT,PR,TA,TD,HM,PV,RN,RN_DAY,RN_JUN,RN_INT,SD_HR3,SD_DAY,SD_TOT,WC,WP,WW,CA_TOT,CA_MID,CH_MIN,CT,CT_TOP,CT_MID,CT_LOW,VS,SS,SI,ST_GD,TS,TE_005,TE_01,TE_02,TE_03,ST_SEA,WH,BF,IR,IX
20230101,108,2.7,2314,32,5.3,2135,29,8.1,1406,-0.2,3.8,1343,-4.3,2350,-8.7,-1.4,-8.1,54.5,28.0,1656,3.3,2.3,1.6,-9.00,1019.8,1030.8,1033.2,2253,1028.6,137,1.3,9.0,9.6,-9.0,10.81,1.87,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.8,6.3,10.1,15.9,18.0
20230101,136,2.1,1845,29,6.3,1452,32,9.8,1508,0.1,6.9,1326,-6.4,628,-9.9,-1.7,-11.9,51.9,21.0,1414,3.0,2.9,2.0,-9.00,1012.2,1030.1,1031.8,919,1028.1,1326,1.6,7.7,9.7,-9.0,10.45,1.92,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230101,168,5.2,4454,32,10.4,1841,29,14.9,1300,4.3,8.5,1447,1.1,354,-5.7,3.4,-4.6,49.4,32.0,2307,4.1,4.7,3.3,-9.00,1021.2,1029.5,1031.0,1,1027.3,1532,1.3,8.7,9.9,-9.0,10.45,1.84,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.3,8.6,12.5,18.6,19.2
20230101,201,2.0,1695,23,4.1,1331,5,8.5,1504,-1.2,3.4,115,-5.2,634,-11.8,-0.4,-8.7,47.4,22.0,1447,2.7,-9.0,-9.0,-9.00,1026.2,1032.4,1034.9,2306,1029.8,55,3.8,8.4,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230101,238,0.7,609,29,2.9,1433,29,5.7,1428,-2.5,5.8,1339,-8.4,717,-8.9,-1.3,-13.5,66.0,27.0,1627,3.2,-9.0,-9.0,-9.00,1009.2,1031.3,1033.2,2204,1028.7,1538,1.9,6.4,9.8,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230101,257,1.6,1358,32,3.6,1431,29,6.2,1429,2.9,9.5,1505,-1.9,523,-6.3,-0.1,-7.7,53.0,32.0,2328,3.9,2.4,1.7,-9.00,1027.6,1028.4,1030.2,951,1025.9,1544,2.5,7.8,9.8,-9.0,9.85,1.78,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230101,273,4.6,3970,29,7.0,1446,32,12.6,1446,1.9,5.9,1328,-1.7,2354,-9.9,-0.7,-5.5,43.8,22.0,1259,3.0,-9.0,-9.0,-9.00,1007.1,1028.8,1030.7,2359,1027.3,1345,2.6,6.0,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230101,295,2.1,1806,32,4.5,1500,32,8.6,1514,4.3,8.9,1430,-1.3,20,-3.7,2.6,-8.5,56.3,40.0,1432,4.7,-9.0,-9.0,-9.00,1023.6,1029.3,1030.8,1,1027.0,1533,2.6,8.0,9.9,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230102,108,2.5,2176,29,4.4,1307,25,7.4,1501,-4.5,-0.4,1525,-7.4,804,-14.6,-4.2,-13.4,45.9,32.0,1543,2.0,1.9,1.3,-9.00,1021.0,1032.2,1034.0,1005,1030.3,1521,0.0,9.1,9.6,-9.0,11.63,1.99,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.7,6.2,9.9,15.8,17.9
20230102,136,2.5,2121,27,4.4,1359,29,7.3,1424,-2.7,3.0,1543,-6.3,820,-16.3,-3.9,-11.8,35.3,20.0,1445,1.7,2.4,1.7,-9.00,1013.2,1031.4,1033.4,920,1028.3,1439,1.4,8.9,9.7,-9.0,11.89,2.04,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20230102,168,8.1,7006,32,11.8,2101,32,15.6,1415,1.7,4.9,1318,-1.0,2355,-16.0,2.8,-2.0,27.3,14.0,1252,1.8,5.6,3.9,-9.00,1021.1,1029.5,1031.5,946,1027.3,1511,4.0,9.0,9.9,-9.0,12.35,2.17,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,5.4,8.5,12.3,18.5,19.2
