TM,STN,WS_AVG,WR_DAY,WD_MAX,WS_MAX,WS_MAX_TM,WD_INS,WS_INS,WS_INS_TM,TA_AVG,TA_MAX,TA_MAX_TM,TA_MIN,TA_MIN_TM,TD_AVG,TS_AVG,TG_MIN,HM_AVG,HM_MIN,HM_MIN_TM,PV_AVG,EV_S,EV_L,FG_DUR,PA_AVG,PS_AVG,PS_MAX,PS_MAX_TM,PS_MIN,PS_MIN_TM,CA_TOT,SS_DAY,SS_DUR,SS_CMB,SI_DAY,SI_60M_MAX,SI_60M_MAX_TM,RN_DAY,RN_D99,RN_DUR,RN_60M_MAX,RN_60M_MAX_TM,RN_10M_MAX,RN_10M_MAX_TM,RN_POW_MAX,RN_POW_MAX_TM,SD_NEW,SD_NEW_TM,SD_MAX,SD_MAX_TM,TE_05,TE_10,TE_15,TE_30,TE_50
20220101,108,1.5,1335,2,2.8,819,7,4.5,923,-4.3,2.3,1544,-10.2,710,-14.4,-3.7,-15.4,46.3,31.0,1329,2.1,1.8,1.3,-9.00,1019.8,1030.9,1034.0,247,1027.3,2351,1.4,9.0,9.6,-9.0,10.39,1.82,1200,-9.0,0.3,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,2.7,6.6,10.1,15.1,17.2
20220101,136,0.7,625,29,2.1,1137,23,3.5,1338,-6.1,1.1,1451,-14.2,722,-17.9,-5.9,-16.8,41.5,18.0,1454,1.5,1.5,1.1,-9.00,1013.4,1031.7,1034.6,948,1029.5,1614,1.1,9.1,9.7,-9.0,10.49,1.97,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220101,168,2.1,1848,32,7.4,158,32,11.8,235,1.0,6.1,1518,-3.4,743,-11.1,3.7,-6.1,41.3,17.0,1511,2.7,2.7,1.9,-9.00,1020.9,1029.3,1032.0,959,1027.8,1546,3.1,8.7,9.9,-9.0,12.34,2.25,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,4.4,8.9,12.2,18.1,19.6
20220101,202,0.7,621,32,2.0,2,29,4.0,6,-6.5,0.1,1559,-13.0,712,-14.5,-4.6,-15.7,55.9,30.0,1311,2.0,-9.0,-9.0,-9.00,1026.4,1032.6,1035.5,941,1029.6,2357,1.3,8.0,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220101,239,0.5,471,11,1.7,1411,9,2.7,1450,-5.1,0.7,1535,-10.7,721,-13.6,-2.5,-12.7,54.1,30.0,1153,2.2,-9.0,-9.0,-9.00,1019.7,1031.4,1034.4,222,1028.7,2343,2.1,7.7,9.7,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220101,258,3.3,2814,34,9.0,514,34,12.7,505,0.2,6.6,1237,-3.7,534,-12.9,1.5,-7.8,39.4,15.0,1229,2.3,2.8,2.0,-9.00,1028.9,1029.1,1032.4,54,1027.1,1523,4.8,8.9,9.9,-9.0,12.34,2.11,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220101,276,0.9,778,32,3.5,1447,29,5.9,1456,-8.1,1.8,1424,-16.1,738,-18.1,-5.2,-17.7,49.8,16.0,1440,1.5,1.7,1.2,-9.00,1003.6,1030.8,1033.7,753,1028.0,1452,1.6,8.2,9.7,-9.0,11.06,2.00,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220102,90,2.1,1793,29,5.4,116,27,10.0,730,2.2,5.9,1419,-2.4,2339,-11.7,0.6,0.1,37.8,20.0,1529,2.7,-9.0,-9.0,-9.00,1020.4,1022.6,1024.6,1,1021.0,451,1.9,8.1,9.6,-9.0,-9.00,-9.00,-9,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
20220102,112,3.2,2797,34,5.4,2018,34,8.5,1901,-1.2,1.3,1321,-4.8,2344,-8.7,-0.5,-9.9,58.0,38.0,2044,3.3,1.7,1.2,-9.00,1017.8,1026.6,1028.5,2230,1023.8,532,3.5,5.9,9.7,-9.0,9.22,1.77,1200,0.3,-9.0,4.25,-9.0,-9,-9.0,-9,-9.0,-9,0.2,650,0.2,650,2.2,5.6,8.7,14.2,16.1
20220102,137,1.8,1543,25,4.5,1259,25,9.7,1253,-1.3,6.5,1412,-8.2,631,-9.0,-1.1,-11.7,57.3,31.0,1655,3.2,1.9,1.3,-9.00,1014.2,1026.6,1028.8,1,1024.5,1448,2.4,5.3,9.7,-9.0,7.92,1.76,1200,-9.0,-9.0,-9.00,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-9.0,-9,-99.0,-99.0,-99.0,-99.0,-99.0
