경매시간,품목(품종),규격(전체),경락가,거래량
0,부추(일반부추),1kg,1087,1
0,부추(일반부추),1kg,3500,1
0,부추(일반부추),1kg,3500,3
10/16 12:55:35,부추(일반부추),1kg,684,260
10/16 12:55:28,부추(일반부추),1kg,630,192
10/16 12:55:19,부추(일반부추),1kg,652,200
10/16 12:55:10,부추(일반부추),1kg,570,240
10/16 12:55:02,부추(일반부추),1kg,640,160
10/16 12:54:54,부추(일반부추),1kg,650,240
10/16 12:54:47,부추(일반부추),1kg,644,207
10/16 12:54:39,부추(일반부추),1kg,678,280
10/16 12:54:31,부추(일반부추),1kg,570,196
10/16 12:54:23,부추(일반부추),1kg,578,220
10/16 12:54:16,부추(일반부추),1kg,530,120
10/16 12:54:09,부추(일반부추),1kg,590,224
10/16 12:53:29,부추(일반부추),1kg,5433,132
10/16 12:53:23,부추(일반부추),1kg,5333,120
10/16 12:53:07,부추(일반부추),1kg,626,280
10/16 12:53:01,부추(일반부추),1kg,592,280
10/16 12:52:50,부추(일반부추),1kg,1333,6
10/16 12:52:41,부추(일반부추),1kg,6333,101
10/16 12:52:34,부추(일반부추),1kg,1033,26
10/16 12:51:22,부추(일반부추),1kg,6200,100
10/16 12:51:22,부추(일반부추),1kg,6200,81
10/16 12:51:19,부추(일반부추),1kg,2000,12
10/16 12:51:12,부추(일반부추),1kg,1666,13
10/16 12:49:56,부추(영양부추),1kg,5538,3
10/16 12:48:30,부추(일반부추),1kg,4150,52
10/16 12:47:26,부추(일반부추),1kg,280,80
10/16 12:44:38,부추(일반부추),1kg,5325,29
10/16 12:44:33,부추(일반부추),1kg,6450,44
10/16 12:44:28,부추(일반부추),1kg,5950,45
10/16 12:44:16,부추(일반부추),1kg,5125,40
10/16 12:44:00,부추(일반부추),1kg,4375,25
10/16 12:42:33,부추(일반부추),1kg,4550,17
10/16 12:42:21,부추(일반부추),1kg,3800,2
10/16 12:40:42,부추(일반부추),1kg,4800,43
10/16 12:40:17,부추(일반부추),1kg,5000,44
10/16 12:40:12,부추(일반부추),1kg,4625,45
10/16 12:36:48,부추(일반부추),1kg,569,80
10/16 12:36:48,부추(일반부추),1kg,422,60
10/16 12:33:55,부추(일반부추),1kg,340,80
10/16 12:19:28,부추(일반부추),1kg,3450,124
10/16 12:19:13,부추(일반부추),1kg,3250,115
10/16 12:17:06,부추(일반부추),1kg,2450,74
10/16 12:13:22,부추(일반부추),1kg,3400,96
10/16 12:13:09,부추(일반부추),1kg,3375,114
10/16 12:11:47,부추(일반부추),1kg,3000,2
10/16 12:11:12,부추(일반부추),1kg,3000,5
10/16 12:10:30,부추(일반부추),1kg,2900,7
10/16 12:08:37,부추(일반부추),1kg,3250,7
