경매시간,품목(품종),규격(전체),경락가,거래량
06/16 12:31:51,양파(양파(일반)),1kg,1250,10
06/16 12:31:43,양파(양파(일반)),1kg,960,3
06/16 12:31:35,양파(양파(일반)),1kg,800,4
06/16 12:29:05,양파(양파(일반)),1kg,350,80
06/16 12:28:57,양파(양파(일반)),1kg,500,80
06/16 12:28:50,양파(양파(일반)),1kg,600,80
06/16 12:28:44,양파(양파(일반)),1kg,650,80
06/16 12:28:39,양파(양파(일반)),1kg,800,47
06/16 12:28:31,양파(양파(일반)),1kg,900,10
06/16 12:16:29,양파(양파(일반)),1kg,1040,36
06/16 12:16:19,양파(양파(일반)),1kg,1040,36
06/16 12:16:10,양파(양파(일반)),1kg,730,15
06/16 12:00:00,양파(기타양파),1kg,875,13
06/16 12:00:00,양파(기타양파),1kg,875,13
06/16 12:00:00,양파(양파(일반)),1kg,800,62
06/16 12:00:00,양파(양파(일반)),1kg,1066,92
06/16 12:00:00,양파(양파(일반)),1kg,533,34
06/16 12:00:00,양파(양파(일반)),1kg,800,2
06/16 12:00:00,양파(양파(일반)),1kg,850,5
06/16 12:00:00,양파(양파(일반)),1kg,550,1
06/16 12:00:00,양파(양파(일반)),1kg,950,3
06/16 12:00:00,양파(양파(일반)),1kg,400,2
06/16 12:00:00,양파(양파(일반)),1kg,600,15
06/16 12:00:00,양파(양파(일반)),1kg,650,12
06/16 12:00:00,양파(양파(일반)),1kg,950,103
06/16 12:00:00,양파(양파(일반)),1kg,800,74
06/16 12:00:00,양파(양파(일반)),1kg,750,9
06/16 12:00:00,양파(양파(일반)),1kg,600,17
06/16 11:59:53,양파(기타양파),1kg,860,6
06/16 11:59:53,양파(기타양파),1kg,860,6
06/16 11:40:30,양파(양파(일반)),1kg,1133,2000
06/16 10:30:50,양파(깐양파),1kg,1554,10
06/16 10:18:43,양파(기타양파),1kg,3030,2
06/16 10:18:43,양파(기타양파),1kg,1481,2
06/16 10:18:43,양파(기타양파),1kg,1731,2
06/16 10:18:43,양파(기타양파),1kg,2020,10
06/16 10:18:43,양파(기타양파),1kg,1481,8
06/16 10:18:43,양파(기타양파),1kg,3030,1
06/16 10:18:43,양파(기타양파),1kg,3838,4
06/16 10:18:43,양파(기타양파),1kg,3232,2
06/16 10:18:43,양파(기타양파),1kg,3232,16
06/16 10:18:43,양파(기타양파),1kg,3030,2
06/16 10:18:43,양파(기타양파),1kg,1616,1
06/16 10:18:43,양파(기타양파),1kg,1616,2
06/16 10:18:43,양파(기타양파),1kg,1481,2
06/16 10:18:43,양파(깐양파),1kg,1818,14
06/16 10:18:43,양파(깐양파),1kg,1818,1
06/16 10:18:43,양파(깐양파),1kg,1516,1
06/16 10:18:43,양파(깐양파),1kg,2020,1
06/16 10:18:43,양파(깐양파),1kg,2020,4
06/16 10:18:43,양파(깐양파),1kg,2020,1
06/16 10:12:12,양파(기타양파),1kg,323,75
06/16 10:12:01,양파(기타양파),1kg,855,33
06/16 10:11:42,양파(기타양파),1kg,345,16
06/16 10:11:30,양파(기타양파),1kg,905,30
06/16 10:11:03,양파(기타양파),1kg,394,11
06/16 10:10:54,양파(기타양파),1kg,857,22
06/16 10:10:16,양파(기타양파),1kg,445,7
06/16 10:10:07,양파(기타양파),1kg,745,29
06/16 10:09:49,양파(기타양파),1kg,745,11
06/16 10:09:41,양파(기타양파),1kg,950,11
06/16 10:09:15,양파(기타양파),1kg,725,102
06/16 10:08:45,양파(기타양파),1kg,480,34
06/16 10:08:36,양파(기타양파),1kg,655,20
06/16 10:08:21,양파(기타양파),1kg,695,12
06/16 10:07:52,양파(기타양파),1kg,7165,16
06/16 10:07:16,양파(기타양파),1kg,645,15
06/16 10:07:07,양파(기타양파),1kg,855,101
06/16 10:06:34,양파(기타양파),1kg,695,35
06/16 10:04:50,양파(기타양파),1kg,945,25
06/16 10:04:27,양파(기타양파),1kg,795,73
06/16 10:03:21,양파(기타양파),1kg,945,19
06/16 10:03:03,양파(기타양파),1kg,1368,17
06/16 10:02:52,양파(기타양파),1kg,836,25
06/16 10:02:16,양파(기타양파),1kg,280,10
06/16 10:02:07,양파(기타양파),1kg,695,84
06/16 10:01:59,양파(기타양파),1kg,755,26
06/16 10:01:16,양파(기타양파),1kg,945,51
06/16 09:59:28,양파(양파(일반)),1kg,1180,7
06/16 09:46:57,양파(양파(일반)),1kg,1400,500
06/16 08:52:43,양파(기타양파),1kg,1500,50
06/16 08:52:43,양파(기타양파),1kg,1500,200
06/16 08:52:37,양파(자주양파),1kg,880,1
06/16 08:52:26,양파(양파(일반)),1kg,884,1
06/16 08:52:13,양파(기타양파),1kg,1200,50
06/16 08:50:19,양파(기타양파),1kg,2200,230
06/16 08:50:19,양파(양파(일반)),1kg,1933,160
06/16 08:45:51,양파(기타양파),1kg,900,20
06/16 08:45:48,양파(기타양파),1kg,200,2
06/16 08:45:48,양파(기타양파),1kg,300,24
06/16 08:45:48,양파(기타양파),1kg,650,21
06/16 08:45:43,양파(기타양파),1kg,900,31
06/16 08:45:43,양파(기타양파),1kg,550,11
06/16 08:45:43,양파(기타양파),1kg,850,1
06/16 08:45:43,양파(기타양파),1kg,1050,15
06/16 08:45:38,양파(기타양파),1kg,250,31
06/16 08:45:38,양파(기타양파),1kg,350,48
06/16 08:45:38,양파(기타양파),1kg,625,34
06/16 08:45:38,양파(자주양파),1kg,600,5
06/16 08:45:38,양파(자주양파),1kg,450,3
06/16 08:45:34,양파(기타양파),1kg,750,34
06/16 08:45:34,양파(기타양파),1kg,750,33
06/16 08:45:34,양파(기타양파),1kg,200,43
06/16 08:45:34,양파(기타양파),1kg,750,34
06/16 08:45:34,양파(기타양파),1kg,375,31
06/16 08:45:22,양파(기타양파),1kg,600,40
06/16 08:45:22,양파(기타양파),1kg,950,42
06/16 08:45:22,양파(기타양파),1kg,950,42
06/16 08:45:22,양파(기타양파),1kg,600,28
06/16 08:45:22,양파(기타양파),1kg,600,40
06/16 08:45:22,양파(기타양파),1kg,600,40
06/16 08:45:22,양파(기타양파),1kg,950,41
06/16 08:45:19,양파(기타양파),1kg,775,50
06/16 08:45:19,양파(기타양파),1kg,1066,63
06/16 08:45:19,양파(기타양파),1kg,775,50
06/16 08:45:14,양파(기타양파),1kg,1800,2
06/16 08:45:14,양파(기타양파),1kg,1800,17
06/16 08:45:14,양파(기타양파),1kg,1100,20
06/16 08:45:14,양파(기타양파),1kg,1700,20
06/16 08:45:14,양파(기타양파),1kg,1533,200
06/16 08:45:07,양파(자주양파),1kg,500,20
06/16 08:45:02,양파(자주양파),1kg,775,2
06/16 08:41:58,양파(기타양파),1kg,980,10
06/16 08:37:35,양파(양파(일반)),1kg,800,1
06/16 08:37:26,양파(양파(일반)),1kg,1120,7
06/16 08:32:32,양파(양파(일반)),1kg,415,17
06/16 08:32:18,양파(양파(일반)),1kg,660,19
06/16 08:31:55,양파(양파(일반)),1kg,780,20
06/16 08:31:49,양파(만생양파),1kg,650,200
06/16 08:31:49,양파(만생양파),1kg,650,200
06/16 08:31:49,양파(만생양파),1kg,650,200
06/16 08:31:49,양파(만생양파),1kg,650,200
06/16 08:31:39,양파(양파(일반)),1kg,860,10
06/16 08:31:28,양파(양파(일반)),1kg,1150,15
06/16 08:31:04,양파(양파(일반)),1kg,825,4
06/16 08:30:51,양파(양파(일반)),1kg,1010,6
06/16 08:30:32,양파(양파(일반)),1kg,950,9
06/16 08:28:00,양파(양파(일반)),1kg,815,15
06/16 08:10:58,양파(기타양파),1kg,700,10
06/16 08:10:12,양파(기타양파),1kg,950,3
06/16 08:10:04,양파(기타양파),1kg,666,1
06/16 08:10:00,양파(기타양파),1kg,1033,7
06/16 08:09:55,양파(기타양파),1kg,1073,5
06/16 08:08:01,양파(기타양파),1kg,290,2
06/16 08:07:56,양파(기타양파),1kg,275,2
06/16 08:07:50,양파(기타양파),1kg,445,5
06/16 08:07:35,양파(기타양파),1kg,885,13
06/16 08:07:29,양파(기타양파),1kg,1000,30
06/16 08:07:20,양파(기타양파),1kg,760,6
06/16 08:07:11,양파(기타양파),1kg,680,7
06/16 08:07:05,양파(기타양파),1kg,800,15
06/16 07:55:39,양파(양파(일반)),1kg,1050,50
06/16 07:55:39,양파(양파(일반)),1kg,900,40
06/16 07:24:47,양파(양파(일반)),1kg,1000,10
06/16 07:20:55,양파(양파(일반)),1kg,933,127
06/16 07:20:55,양파(양파(일반)),1kg,915,7
06/16 07:20:55,양파(양파(일반)),1kg,1010,22
06/16 07:20:55,양파(양파(일반)),1kg,1000,100
06/16 07:20:55,양파(양파(일반)),1kg,975,187
06/16 07:20:55,양파(양파(일반)),1kg,1050,174
06/16 07:20:55,양파(양파(일반)),1kg,1050,173
06/16 07:20:55,양파(양파(일반)),1kg,1030,175
06/16 07:20:55,양파(양파(일반)),1kg,885,84
06/16 07:20:55,양파(양파(일반)),1kg,880,100
06/16 07:20:55,양파(양파(일반)),1kg,750,85
06/16 07:20:55,양파(양파(일반)),1kg,1173,75
06/16 07:20:55,양파(양파(일반)),1kg,1280,75
06/16 07:20:55,양파(양파(일반)),1kg,1016,85
06/16 07:20:55,양파(양파(일반)),1kg,1280,75
06/16 07:20:55,양파(양파(일반)),1kg,1266,75
06/16 07:20:55,양파(양파(일반)),1kg,1280,75
06/16 07:20:55,양파(양파(일반)),1kg,633,85
