경매시간,품목(품종),규격(전체),경락가,거래량
03/16 12:58:21,양파(저장양파),1kg,1566,75
03/16 12:53:01,양파(기타양파),1kg,1333,10
03/16 12:53:01,양파(기타양파),1kg,1238,15
03/16 12:53:01,양파(기타양파),1kg,1333,10
03/16 12:43:46,양파(기타양파),1kg,1285,50
03/16 12:43:42,양파(기타양파),1kg,1247,50
03/16 12:43:37,양파(기타양파),1kg,1238,50
03/16 12:05:48,양파(양파(일반)),1kg,1750,80
03/16 11:50:12,양파(양파(일반)),1kg,625,100
03/16 11:50:12,양파(양파(일반)),1kg,1125,150
03/16 11:50:12,양파(양파(일반)),1kg,375,50
03/16 10:14:22,양파(만생양파),1kg,2566,100
03/16 09:25:12,양파(깐양파),1kg,1500,200
03/16 09:25:10,양파(깐양파),1kg,1500,4150
03/16 08:22:55,양파(기타양파),1kg,1500,36
03/16 08:22:48,양파(깐양파),1kg,1020,3
03/16 08:22:43,양파(깐양파),1kg,1210,7
03/16 08:21:28,양파(양파(일반)),1kg,1500,80
03/16 08:21:26,양파(양파(일반)),1kg,1500,81
03/16 08:21:24,양파(양파(일반)),1kg,1600,40
03/16 08:21:22,양파(양파(일반)),1kg,1700,39
03/16 08:21:20,양파(양파(일반)),1kg,1700,40
03/16 08:21:18,양파(양파(일반)),1kg,1700,40
03/16 08:21:10,양파(양파(일반)),1kg,1700,80
03/16 08:21:08,양파(양파(일반)),1kg,1700,80
03/16 08:21:06,양파(양파(일반)),1kg,1700,80
03/16 08:11:19,양파(만생양파),1kg,1350,65
03/16 08:11:19,양파(만생양파),1kg,1325,67
03/16 08:11:19,양파(만생양파),1kg,1325,67
03/16 08:11:19,양파(만생양파),1kg,1350,67
03/16 08:11:19,양파(만생양파),1kg,1350,67
03/16 08:11:19,양파(만생양파),1kg,1350,67
03/16 08:11:19,양파(만생양파),1kg,1350,65
03/16 08:05:03,양파(기타양파),1kg,833,36
03/16 08:05:03,양파(기타양파),1kg,833,18
03/16 07:37:20,양파(기타양파),1kg,1000,45
03/16 07:29:51,양파(기타양파),1kg,1333,14
03/16 07:26:16,양파(기타양파),1kg,1350,40
03/16 07:26:16,양파(기타양파),1kg,1500,40
03/16 07:26:16,양파(기타양파),1kg,1500,40
03/16 07:26:16,양파(기타양파),1kg,1400,28
03/16 07:26:16,양파(기타양파),1kg,1400,14
03/16 07:26:16,양파(기타양파),1kg,1350,43
03/16 07:21:07,양파(기타양파),1kg,333,31
03/16 07:21:07,양파(기타양파),1kg,333,31
03/16 07:20:57,양파(기타양파),1kg,666,69
03/16 07:20:57,양파(기타양파),1kg,666,69
03/16 07:20:49,양파(기타양파),1kg,866,120
03/16 07:20:49,양파(기타양파),1kg,866,120
03/16 07:20:44,양파(기타양파),1kg,1066,130
03/16 07:20:44,양파(기타양파),1kg,1066,130
03/16 07:20:26,양파(기타양파),1kg,1250,251
03/16 07:20:26,양파(기타양파),1kg,1250,251
03/16 07:20:17,양파(기타양파),1kg,1350,100
03/16 07:20:17,양파(기타양파),1kg,1350,100
03/16 07:20:11,양파(기타양파),1kg,1350,200
03/16 07:20:11,양파(기타양파),1kg,1350,200
03/16 07:20:05,양파(기타양파),1kg,1350,249
03/16 07:20:05,양파(기타양파),1kg,1350,249
03/16 07:19:57,양파(기타양파),1kg,2133,10
03/16 07:19:57,양파(기타양파),1kg,2100,30
03/16 07:19:57,양파(기타양파),1kg,2100,50
03/16 07:19:57,양파(기타양파),1kg,2300,5
03/16 07:19:57,양파(기타양파),1kg,2300,11
03/16 07:19:57,양파(기타양파),1kg,2300,12
03/16 07:19:57,양파(기타양파),1kg,2200,10
03/16 07:19:57,양파(기타양파),1kg,2300,2
03/16 07:19:51,양파(기타양파),1kg,1450,41
03/16 07:19:51,양파(기타양파),1kg,1450,41
03/16 07:04:17,양파(양파(일반)),1kg,1275,100
03/16 07:04:09,양파(양파(일반)),1kg,1000,17
03/16 07:04:07,양파(양파(일반)),1kg,1275,100
03/16 07:01:07,양파(기타양파),1kg,833,18
03/16 07:01:07,양파(기타양파),1kg,833,36
03/16 07:01:07,양파(기타양파),1kg,1200,36
03/16 07:01:07,양파(기타양파),1kg,833,18
03/16 07:01:07,양파(기타양파),1kg,1200,36
03/16 07:01:07,양파(기타양파),1kg,1200,36
03/16 07:01:07,양파(기타양파),1kg,833,36
03/16 07:01:07,양파(기타양파),1kg,833,36
03/16 07:01:07,양파(기타양파),1kg,833,36
03/16 07:01:07,양파(기타양파),1kg,833,18
03/16 07:01:07,양파(기타양파),1kg,1200,36
03/16 07:01:07,양파(기타양파),1kg,833,18
03/16 07:01:07,양파(기타양파),1kg,833,18
03/16 06:58:57,양파(양파(일반)),1kg,1250,200
03/16 06:58:52,양파(양파(일반)),1kg,1250,200
03/16 06:58:44,양파(양파(일반)),1kg,1250,200
03/16 06:57:58,양파(양파(일반)),1kg,1165,180
03/16 06:57:18,양파(기타양파),1kg,1250,210
03/16 06:49:17,양파(양파(수입)),1kg,1500,130
