경매시간,품목(품종),규격(전체),경락가,거래량
04/15 12:56:10,배추(기타배추),1kg,1000,1
04/15 12:55:02,배추(쌈배추),1kg,1075,25
04/15 12:54:38,배추(쌈배추),1kg,1087,25
04/15 12:54:27,배추(쌈배추),1kg,2262,30
04/15 12:54:15,배추(쌈배추),1kg,2250,30
04/15 12:41:42,배추(기타배추),1kg,5275,1
04/15 12:41:42,배추(쌈배추),1kg,2373,25
04/15 12:24:32,배추(기타배추),1kg,125,67
04/15 12:24:32,배추(기타배추),1kg,110,66
04/15 12:24:32,배추(기타배추),1kg,110,66
04/15 12:19:08,배추(쌈배추),1kg,2800,10
04/15 12:19:00,배추(쌈배추),1kg,1475,10
04/15 12:18:54,배추(쌈배추),1kg,2125,25
04/15 12:18:51,배추(쌈배추),1kg,3462,16
04/15 12:18:18,배추(쌈배추),1kg,2800,55
04/15 12:15:36,배추(쌈배추),1kg,2250,20
04/15 12:15:36,배추(쌈배추),1kg,2250,100
04/15 12:15:36,배추(쌈배추),1kg,2250,30
04/15 12:15:36,배추(쌈배추),1kg,2250,30
04/15 12:15:36,배추(쌈배추),1kg,2250,30
04/15 12:15:36,배추(쌈배추),1kg,2250,10
04/15 12:15:36,배추(쌈배추),1kg,3125,10
04/15 12:15:36,배추(쌈배추),1kg,2250,10
04/15 12:15:36,배추(쌈배추),1kg,2250,10
04/15 12:14:53,배추(쌈배추),1kg,1250,15
04/15 12:14:53,배추(쌈배추),1kg,1250,16
04/15 12:14:53,배추(쌈배추),1kg,1250,30
04/15 12:08:22,배추(쌈배추),1kg,1750,20
04/15 12:03:45,배추(쌈배추),1kg,2625,56
04/15 11:54:46,배추(쌈배추),1kg,387,10
04/15 11:54:41,배추(쌈배추),1kg,875,24
04/15 11:50:13,배추(쌈배추),1kg,1850,10
04/15 11:50:03,배추(쌈배추),1kg,2375,49
04/15 11:49:58,배추(쌈배추),1kg,1687,39
04/15 11:49:41,배추(쌈배추),1kg,1637,40
04/15 11:47:23,배추(쌈배추),1kg,3000,50
04/15 11:47:15,배추(쌈배추),1kg,3000,50
04/15 11:47:07,배추(쌈배추),1kg,3000,50
04/15 11:31:05,배추(쌈배추),1kg,1537,30
04/15 11:30:59,배추(쌈배추),1kg,3062,50
04/15 11:30:55,배추(쌈배추),1kg,3025,50
04/15 11:03:11,배추(쌈배추),1kg,2062,16
04/15 10:58:35,배추(쌈배추),1kg,1137,4
04/15 10:58:29,배추(쌈배추),1kg,1400,8
04/15 10:58:22,배추(쌈배추),1kg,2100,14
04/15 09:24:58,배추(기타배추),1kg,1000,40
04/15 09:24:58,배추(기타배추),1kg,1000,38
04/15 09:17:56,배추(쌈배추),1kg,3697,1
04/15 09:17:41,배추(쌈배추),1kg,2650,1
04/15 09:17:27,배추(쌈배추),1kg,2250,6
04/15 09:07:41,배추(쌈배추),1kg,4580,1
04/15 08:58:54,배추(기타배추),1kg,1078,50
04/15 08:58:51,배추(기타배추),1kg,1078,6
04/15 08:58:47,배추(기타배추),1kg,1078,1
04/15 08:54:29,배추(기타배추),1kg,12000,1
04/15 08:54:29,배추(기타배추),1kg,18000,1
04/15 08:54:29,배추(기타배추),1kg,13000,3
04/15 08:54:29,배추(기타배추),1kg,26000,1
04/15 08:53:44,배추(기타배추),1kg,2666,2
04/15 08:53:44,배추(기타배추),1kg,1900,3
04/15 08:53:44,배추(기타배추),1kg,28000,1
04/15 08:53:44,배추(기타배추),1kg,8555,1
04/15 08:52:23,배추(기타배추),1kg,7130,2
04/15 08:52:23,배추(기타배추),1kg,3080,5
04/15 08:52:23,배추(기타배추),1kg,6620,1
04/15 08:52:23,배추(기타배추),1kg,1640,2
04/15 08:52:23,배추(기타배추),1kg,2870,3
04/15 08:52:23,배추(기타배추),1kg,6120,1
04/15 08:48:01,배추(기타배추),1kg,7633,1
04/15 08:27:31,배추(기타배추),1kg,320,150
04/15 08:27:31,배추(기타배추),1kg,530,600
04/15 08:27:31,배추(기타배추),1kg,320,150
04/15 08:27:31,배추(기타배추),1kg,530,80
04/15 08:19:15,배추(저장배추),1kg,300,70
04/15 08:19:13,배추(저장배추),1kg,300,84
04/15 08:19:11,배추(저장배추),1kg,570,236
04/15 08:19:09,배추(저장배추),1kg,570,242
04/15 08:19:06,배추(저장배추),1kg,570,242
04/15 08:19:05,배추(저장배추),1kg,500,22
04/15 08:19:03,배추(저장배추),1kg,500,21
04/15 08:19:01,배추(저장배추),1kg,600,96
04/15 08:18:59,배추(저장배추),1kg,600,90
04/15 07:41:57,배추(월동배추),1kg,2700,1
04/15 07:41:57,배추(월동배추),1kg,2700,1
04/15 07:25:30,배추(쌈배추),1kg,2000,40
04/15 07:20:38,배추(쌈배추),1kg,1500,6
04/15 07:19:30,배추(쌈배추),1kg,1500,7
04/15 07:17:47,배추(쌈배추),1kg,1500,8
04/15 06:52:01,배추(기타배추),1kg,750,51
04/15 06:52:01,배추(기타배추),1kg,750,30
04/15 06:52:01,배추(기타배추),1kg,750,22
04/15 06:52:01,배추(기타배추),1kg,750,52
04/15 06:25:17,배추(우거지),1kg,230,14
04/15 06:25:09,배추(쌈배추),1kg,1662,20
04/15 06:25:02,배추(쌈배추),1kg,2250,19
04/15 06:24:53,배추(쌈배추),1kg,2187,20
04/15 06:09:34,배추(쌈배추),1kg,2700,50
04/15 06:07:28,배추(기타배추),1kg,1145,70
04/15 06:07:22,배추(기타배추),1kg,1145,70
04/15 06:03:07,배추(월동배추),1kg,450,26
04/15 06:02:59,배추(월동배추),1kg,450,26
04/15 06:02:49,배추(월동배추),1kg,550,71
04/15 06:02:41,배추(월동배추),1kg,550,71
04/15 06:02:29,배추(월동배추),1kg,620,105
04/15 06:02:19,배추(월동배추),1kg,750,112
04/15 06:02:09,배추(월동배추),1kg,750,112
04/15 06:01:44,배추(월동배추),1kg,740,165
04/15 06:00:49,배추(월동배추),1kg,730,120
04/15 06:00:17,배추(월동배추),1kg,730,165
04/15 05:53:16,배추(쌈배추),1kg,2250,7
04/15 05:26:39,배추(기타배추),1kg,538,70
04/15 05:25:23,배추(월동배추),1kg,500,73
04/15 05:25:23,배추(월동배추),1kg,500,100
04/15 05:24:44,배추(월동배추),1kg,200,100
04/15 05:24:44,배추(월동배추),1kg,200,55
04/15 05:21:59,배추(쌈배추),1kg,2901,10
04/15 05:18:52,배추(쌈배추),1kg,2062,1
04/15 05:16:40,배추(쌈배추),1kg,900,8
04/15 05:16:27,배추(쌈배추),1kg,1460,12
04/15 05:16:13,배추(쌈배추),1kg,3637,1
04/15 05:14:18,배추(쌈배추),1kg,3062,10
04/15 05:14:18,배추(쌈배추),1kg,3062,4
04/15 05:13:24,배추(쌈배추),1kg,1150,5
04/15 05:13:20,배추(쌈배추),1kg,1410,25
04/15 05:13:02,배추(쌈배추),1kg,1025,7
04/15 05:12:58,배추(쌈배추),1kg,1412,20
04/15 05:12:54,배추(쌈배추),1kg,962,6
