경매시간,품목(품종),규격(전체),경락가,거래량
0,배추(기타배추),1kg,1000,378
0,배추(쌈배추),1kg,3859,1
10/16 12:57:09,배추(쌈배추),1kg,550,11
10/16 12:57:03,배추(쌈배추),1kg,520,32
10/16 12:56:52,배추(기타배추),1kg,577,28
10/16 12:56:48,배추(기타배추),1kg,577,41
10/16 12:56:39,배추(기타배추),1kg,1000,40
10/16 12:48:51,배추(기타배추),1kg,9495,2
10/16 12:48:51,배추(쌈배추),1kg,1582,10
10/16 12:45:37,배추(쌈배추),1kg,1718,20
10/16 12:45:37,배추(쌈배추),1kg,1754,22
10/16 12:45:37,배추(쌈배추),1kg,1809,6
10/16 12:45:00,배추(기타배추),1kg,1100,6
10/16 12:43:14,배추(기타배추),1kg,660,32
10/16 12:43:09,배추(기타배추),1kg,650,32
10/16 12:43:05,배추(기타배추),1kg,620,32
10/16 12:38:01,배추(쌈배추),1kg,1754,52
10/16 12:37:51,배추(쌈배추),1kg,1718,52
10/16 12:37:38,배추(기타배추),1kg,1150,33
10/16 12:37:30,배추(기타배추),1kg,1200,34
10/16 12:37:24,배추(기타배추),1kg,1180,29
10/16 12:37:19,배추(기타배추),1kg,1170,30
10/16 12:37:16,배추(기타배추),1kg,1120,30
10/16 12:37:11,배추(기타배추),1kg,1000,30
10/16 12:16:18,배추(쌈배추),1kg,2750,30
10/16 12:12:22,배추(김장(가을)배추),1kg,250,332
10/16 12:12:22,배추(김장(가을)배추),1kg,230,332
10/16 12:12:22,배추(김장(가을)배추),1kg,240,332
10/16 12:09:01,배추(김장(가을)배추),1kg,650,284
10/16 12:09:01,배추(김장(가을)배추),1kg,700,142
10/16 12:09:01,배추(김장(가을)배추),1kg,630,284
10/16 12:09:01,배추(김장(가을)배추),1kg,660,284
10/16 12:01:39,배추(김장(가을)배추),1kg,710,142
10/16 12:01:39,배추(김장(가을)배추),1kg,680,284
10/16 12:00:59,배추(김장(가을)배추),1kg,690,284
10/16 12:00:59,배추(김장(가을)배추),1kg,680,284
