경매시간,품목(품종),규격(전체),경락가,거래량
06/16 12:24:51,알타리무(알타리무(일반)),1kg,450,1000
06/16 12:24:51,알타리무(알타리무(일반)),1kg,450,1000
06/16 12:17:52,알타리무(알타리무(일반)),1kg,625,250
06/16 12:06:19,알타리무(알타리무(일반)),1kg,150,50
06/16 12:06:19,알타리무(알타리무(일반)),1kg,600,450
06/16 12:06:19,알타리무(알타리무(일반)),1kg,600,450
06/16 12:06:19,알타리무(알타리무(일반)),1kg,150,50
06/16 12:03:15,알타리무(알타리무(일반)),1kg,440,40
06/16 12:03:11,알타리무(알타리무(일반)),1kg,410,35
06/16 09:55:37,알타리무(알타리무(일반)),1kg,1600,1
06/16 09:49:45,알타리무(알타리무(일반)),1kg,1050,2
06/16 09:40:47,알타리무(알타리무(일반)),1kg,1680,3
06/16 08:43:17,알타리무(초롱무),1kg,500,16
06/16 08:43:05,알타리무(초롱무),1kg,500,24
06/16 08:37:05,알타리무(초롱무),1kg,200,26
06/16 08:36:24,알타리무(초롱무),1kg,1760,22
06/16 07:19:12,알타리무(초롱무),1kg,1000,200
06/16 07:19:12,알타리무(초롱무),1kg,750,50
06/16 07:04:39,알타리무(알타리무(일반)),1kg,500,200
06/16 07:04:39,알타리무(알타리무(일반)),1kg,500,200
06/16 06:42:41,알타리무(알타리무(일반)),1kg,250,3
06/16 06:23:45,알타리무(알타리무(일반)),1kg,610,18
06/16 06:19:16,알타리무(초롱무),1kg,700,200
06/16 06:18:57,알타리무(초롱무),1kg,700,200
06/16 06:18:37,알타리무(초롱무),1kg,700,200
06/16 06:18:32,알타리무(초롱무),1kg,700,200
06/16 06:17:39,알타리무(초롱무),1kg,400,200
06/16 06:17:37,알타리무(초롱무),1kg,400,200
06/16 06:17:34,알타리무(초롱무),1kg,400,200
06/16 06:17:32,알타리무(초롱무),1kg,400,200
06/16 05:58:49,알타리무(알타리무(일반)),1kg,300,100
06/16 05:58:46,알타리무(알타리무(일반)),1kg,500,200
06/16 05:58:44,알타리무(알타리무(일반)),1kg,500,200
06/16 05:32:26,알타리무(알타리무(일반)),1kg,500,25
06/16 05:19:59,알타리무(알타리무(일반)),1kg,1260,40
06/16 05:16:38,알타리무(초롱무),1kg,375,20
06/16 05:16:30,알타리무(초롱무),1kg,375,20
06/16 05:16:26,알타리무(초롱무),1kg,375,20
06/16 05:15:31,알타리무(알타리무(일반)),1kg,1000,100
06/16 05:12:44,알타리무(알타리무(일반)),1kg,666,100
06/16 05:12:34,알타리무(알타리무(일반)),1kg,333,18
06/16 05:08:08,알타리무(초롱무),1kg,600,21
06/16 05:08:02,알타리무(초롱무),1kg,532,65
06/16 05:05:17,알타리무(초롱무),1kg,500,16
06/16 05:05:05,알타리무(초롱무),1kg,550,15
06/16 05:05:00,알타리무(초롱무),1kg,525,15
06/16 05:01:35,알타리무(초롱무),1kg,750,95
06/16 05:01:30,알타리무(알타리무(일반)),1kg,1350,238
06/16 04:58:33,알타리무(알타리무(일반)),1kg,750,28
06/16 04:58:30,알타리무(알타리무(일반)),1kg,750,200
06/16 04:58:30,알타리무(알타리무(일반)),1kg,750,230
06/16 04:45:12,알타리무(알타리무(일반)),1kg,440,100
06/16 04:45:01,알타리무(알타리무(일반)),1kg,220,300
06/16 04:44:09,알타리무(알타리무(일반)),1kg,1000,5
06/16 04:44:07,알타리무(알타리무(일반)),1kg,1000,5
06/16 04:44:05,알타리무(알타리무(일반)),1kg,937,5
06/16 04:36:55,알타리무(알타리무(일반)),1kg,575,130
06/16 04:36:55,알타리무(알타리무(일반)),1kg,575,130
06/16 04:23:24,알타리무(알타리무(일반)),1kg,937,102
06/16 04:23:11,알타리무(초롱무),1kg,775,44
06/16 04:23:07,알타리무(초롱무),1kg,750,28
06/16 04:06:37,알타리무(알타리무(일반)),1kg,600,200
06/16 04:06:29,알타리무(알타리무(일반)),1kg,600,200
06/16 04:05:14,알타리무(알타리무(일반)),1kg,167,21
06/16 04:04:08,알타리무(초롱무),1kg,506,200
06/16 04:04:08,알타리무(초롱무),1kg,506,100
06/16 04:04:08,알타리무(초롱무),1kg,303,70
06/16 03:56:29,알타리무(초롱무),1kg,473,24
06/16 03:56:22,알타리무(초롱무),1kg,388,62
06/16 03:53:27,알타리무(알타리무(일반)),1kg,510,200
06/16 03:48:18,알타리무(알타리무(일반)),1kg,750,218
06/16 03:48:06,알타리무(알타리무(일반)),1kg,250,200
06/16 03:47:38,알타리무(알타리무(일반)),1kg,350,200
06/16 03:46:17,알타리무(알타리무(일반)),1kg,425,200
06/16 03:45:54,알타리무(알타리무(일반)),1kg,400,200
06/16 03:45:28,알타리무(알타리무(일반)),1kg,600,200
06/16 03:45:08,알타리무(알타리무(일반)),1kg,450,200
