경매시간,품목(품종),규격(전체),경락가,거래량
0,시금치(섬초),1kg,1473,1
0,시금치(시금치(일반)),1kg,1263,1
0,시금치(시금치(일반)),1kg,1625,14
0,시금치(시금치(일반)),1kg,1500,10
0,시금치(시금치(일반)),1kg,1450,20
0,시금치(시금치(일반)),1kg,1500,20
0,시금치(시금치(일반)),1kg,1625,28
0,시금치(시금치(일반)),1kg,1625,5
11/16 12:59:22,시금치(시금치(일반)),1kg,433,125
11/16 12:59:15,시금치(시금치(일반)),1kg,433,125
11/16 12:59:06,시금치(시금치(일반)),1kg,433,125
11/16 12:58:45,시금치(시금치(일반)),1kg,333,125
11/16 12:58:38,시금치(시금치(일반)),1kg,333,125
11/16 12:58:36,시금치(시금치(일반)),1kg,333,125
11/16 12:58:27,시금치(시금치(일반)),1kg,333,125
11/16 12:58:18,시금치(시금치(일반)),1kg,333,125
11/16 12:58:06,시금치(시금치(일반)),1kg,340,125
11/16 12:57:07,시금치(시금치(일반)),1kg,1470,5
11/16 12:57:06,시금치(시금치(일반)),1kg,1470,5
11/16 12:57:04,시금치(시금치(일반)),1kg,1470,5
11/16 12:57:03,시금치(시금치(일반)),1kg,1470,5
11/16 12:57:01,시금치(시금치(일반)),1kg,1470,5
11/16 12:56:50,시금치(시금치(일반)),1kg,1470,5
11/16 12:56:03,시금치(시금치(일반)),1kg,800,50
11/16 12:55:39,시금치(시금치(일반)),1kg,380,125
11/16 12:55:24,시금치(시금치(일반)),1kg,380,125
11/16 12:55:13,시금치(시금치(일반)),1kg,436,100
11/16 12:55:08,시금치(시금치(일반)),1kg,433,75
11/16 12:54:40,시금치(시금치(일반)),1kg,2330,32
11/16 12:54:05,시금치(시금치(일반)),1kg,2260,50
11/16 12:54:00,시금치(시금치(일반)),1kg,2260,50
11/16 12:53:53,시금치(시금치(일반)),1kg,2260,50
11/16 12:53:04,시금치(시금치(일반)),1kg,1500,4
11/16 12:52:50,시금치(시금치(일반)),1kg,1500,4
11/16 12:52:11,시금치(시금치(일반)),1kg,1675,20
11/16 12:51:41,시금치(시금치(일반)),1kg,1675,25
11/16 12:50:25,시금치(시금치(일반)),1kg,1350,5
11/16 12:50:21,시금치(시금치(일반)),1kg,1350,5
11/16 12:50:16,시금치(시금치(일반)),1kg,1350,5
11/16 12:50:14,시금치(시금치(일반)),1kg,1350,5
11/16 12:50:08,시금치(시금치(일반)),1kg,1350,5
11/16 12:49:59,시금치(시금치(일반)),1kg,1350,5
11/16 12:47:29,시금치(시금치(일반)),1kg,3165,12
11/16 12:44:37,시금치(시금치(일반)),1kg,1950,20
11/16 12:44:29,시금치(시금치(일반)),1kg,1950,20
11/16 12:43:45,시금치(시금치(일반)),1kg,1600,7
11/16 12:43:42,시금치(시금치(일반)),1kg,2025,27
11/16 12:43:35,시금치(시금치(일반)),1kg,2025,30
11/16 12:43:22,시금치(시금치(일반)),1kg,2075,30
11/16 12:43:15,시금치(시금치(일반)),1kg,1875,21
11/16 12:43:09,시금치(시금치(일반)),1kg,1875,30
11/16 12:42:52,시금치(시금치(일반)),1kg,2000,30
11/16 12:42:35,시금치(시금치(일반)),1kg,2050,30
11/16 12:37:05,시금치(시금치(일반)),1kg,2650,3
11/16 12:35:22,시금치(섬초),1kg,5375,2
11/16 12:33:24,시금치(섬초),1kg,3780,2
11/16 12:33:24,시금치(섬초),1kg,5040,2
11/16 12:33:24,시금치(섬초),1kg,5040,2
11/16 12:33:24,시금치(섬초),1kg,3780,1
11/16 12:33:24,시금치(시금치(일반)),1kg,560,200
11/16 12:33:24,시금치(시금치(일반)),1kg,395,20
11/16 12:33:13,시금치(시금치(일반)),1kg,2500,27
11/16 12:31:42,시금치(시금치(일반)),1kg,2750,31
11/16 12:29:52,시금치(시금치(일반)),1kg,2500,5
11/16 12:29:44,시금치(시금치(일반)),1kg,2900,3
11/16 12:29:32,시금치(시금치(일반)),1kg,1150,25
11/16 12:29:19,시금치(시금치(일반)),1kg,875,36
11/16 12:29:13,시금치(시금치(일반)),1kg,900,30
11/16 12:25:04,시금치(시금치(일반)),1kg,1625,31
11/16 12:24:59,시금치(시금치(일반)),1kg,1800,28
11/16 12:24:33,시금치(시금치(일반)),1kg,2700,50
11/16 12:24:31,시금치(시금치(일반)),1kg,1575,35
11/16 12:24:26,시금치(시금치(일반)),1kg,1400,18
11/16 12:24:19,시금치(시금치(일반)),1kg,1175,27
11/16 12:24:18,시금치(시금치(일반)),1kg,1175,28
11/16 12:23:22,시금치(시금치(일반)),1kg,1311,10
11/16 12:23:10,시금치(시금치(일반)),1kg,480,500
11/16 12:21:15,시금치(시금치(일반)),1kg,2300,40
11/16 12:21:14,시금치(포항초),1kg,480,36
11/16 12:21:04,시금치(시금치(일반)),1kg,1100,14
11/16 12:20:35,시금치(시금치(일반)),1kg,750,9
11/16 12:17:20,시금치(시금치(일반)),1kg,453,375
11/16 12:17:08,시금치(시금치(일반)),1kg,1714,9
11/16 12:16:56,시금치(시금치(일반)),1kg,300,14
11/16 12:16:42,시금치(시금치(일반)),1kg,2480,90
11/16 12:16:31,시금치(시금치(일반)),1kg,2450,70
11/16 12:16:22,시금치(시금치(일반)),1kg,480,300
11/16 12:16:14,시금치(시금치(일반)),1kg,800,5
11/16 12:16:09,시금치(시금치(일반)),1kg,2050,45
11/16 12:14:54,시금치(시금치(일반)),1kg,1100,15
11/16 12:14:40,시금치(시금치(일반)),1kg,1240,15
11/16 12:12:10,시금치(시금치(일반)),1kg,300,140
11/16 12:12:10,시금치(시금치(일반)),1kg,250,100
11/16 12:12:10,시금치(시금치(일반)),1kg,300,160
11/16 12:12:10,시금치(시금치(일반)),1kg,260,60
11/16 12:12:10,시금치(시금치(일반)),1kg,320,40
11/16 12:12:10,시금치(시금치(일반)),1kg,320,60
11/16 12:12:10,시금치(시금치(일반)),1kg,260,80
11/16 12:11:38,시금치(시금치(일반)),1kg,2100,30
11/16 12:10:53,시금치(시금치(일반)),1kg,1500,15
11/16 12:10:50,시금치(시금치(일반)),1kg,1375,15
11/16 12:09:25,시금치(시금치(일반)),1kg,1400,16
11/16 12:06:22,시금치(시금치(일반)),1kg,280,80
11/16 12:06:11,시금치(시금치(일반)),1kg,280,1000
11/16 12:04:08,시금치(시금치),1kg,1500,13
11/16 12:03:41,시금치(시금치),1kg,2000,10
11/16 12:02:10,시금치(시금치),1kg,1600,30
11/16 12:02:04,시금치(시금치),1kg,1500,2
11/16 12:01:51,시금치(시금치),1kg,2000,20
11/16 12:01:00,시금치(시금치(일반)),1kg,280,10
11/16 12:01:00,시금치(시금치(일반)),1kg,260,55
11/16 12:01:00,시금치(포항초),1kg,540,15
11/16 12:01:00,시금치(포항초),1kg,540,20
11/16 12:00:30,시금치(시금치(일반)),1kg,1575,27
11/16 12:00:14,시금치(시금치(일반)),1kg,2175,30
11/16 12:00:02,시금치(시금치(일반)),1kg,1800,20
11/16 11:59:46,시금치(시금치(일반)),1kg,1700,32
11/16 11:59:39,시금치(시금치(일반)),1kg,1650,23
11/16 11:59:28,시금치(시금치(일반)),1kg,1625,15
11/16 11:53:05,시금치(시금치(일반)),1kg,1300,35
11/16 11:52:51,시금치(시금치(일반)),1kg,1050,5
11/16 11:50:29,시금치(시금치(일반)),1kg,1250,15
11/16 11:50:29,시금치(시금치(일반)),1kg,1250,15
11/16 11:49:42,시금치(시금치(일반)),1kg,1375,25
11/16 11:49:31,시금치(시금치(일반)),1kg,1325,20
11/16 11:49:15,시금치(시금치(일반)),1kg,1250,16
11/16 11:49:15,시금치(시금치(일반)),1kg,1250,16
11/16 11:48:52,시금치(시금치(일반)),1kg,1325,18
11/16 11:48:52,시금치(시금치(일반)),1kg,1325,18
11/16 11:48:44,시금치(시금치(일반)),1kg,1075,20
11/16 11:48:44,시금치(시금치(일반)),1kg,1075,20
11/16 11:48:36,시금치(시금치(일반)),1kg,1200,20
11/16 11:48:36,시금치(시금치(일반)),1kg,1200,20
11/16 11:48:19,시금치(시금치(일반)),1kg,1125,30
11/16 11:48:19,시금치(시금치(일반)),1kg,1125,30
11/16 11:47:24,시금치(시금치(일반)),1kg,1250,2
11/16 11:47:20,시금치(시금치(일반)),1kg,1575,13
11/16 11:44:36,시금치(시금치(일반)),1kg,1125,38
11/16 11:44:23,시금치(시금치(일반)),1kg,1625,26
11/16 11:44:13,시금치(시금치(일반)),1kg,1500,60
11/16 11:42:53,시금치(시금치(일반)),1kg,1500,20
11/16 11:42:26,시금치(시금치(일반)),1kg,1425,30
11/16 11:41:50,시금치(시금치(일반)),1kg,1375,30
11/16 11:40:22,시금치(시금치(일반)),1kg,1375,50
11/16 11:39:25,시금치(시금치(일반)),1kg,1125,20
11/16 11:39:06,시금치(시금치(일반)),1kg,775,20
11/16 11:39:02,시금치(시금치(일반)),1kg,775,20
11/16 11:38:55,시금치(시금치(일반)),1kg,2275,41
11/16 11:38:48,시금치(시금치(일반)),1kg,1350,20
11/16 11:37:44,시금치(시금치(일반)),1kg,1650,58
11/16 11:37:29,시금치(시금치(일반)),1kg,1250,12
11/16 11:37:21,시금치(시금치(일반)),1kg,1825,20
11/16 11:37:09,시금치(시금치(일반)),1kg,1300,14
11/16 11:36:55,시금치(시금치(일반)),1kg,1400,12
11/16 11:36:39,시금치(시금치(일반)),1kg,1300,16
11/16 11:36:10,시금치(시금치(일반)),1kg,900,3
11/16 11:27:38,시금치(시금치(일반)),1kg,1375,40
11/16 11:23:14,시금치(시금치(일반)),1kg,2050,45
11/16 11:22:43,시금치(시금치(일반)),1kg,1825,30
11/16 11:21:39,시금치(시금치(일반)),1kg,1975,25
11/16 11:21:32,시금치(시금치(일반)),1kg,1825,20
11/16 11:21:25,시금치(시금치(일반)),1kg,1950,20
11/16 11:20:54,시금치(시금치(일반)),1kg,1725,44
11/16 11:20:30,시금치(시금치(일반)),1kg,1950,14
11/16 11:20:23,시금치(시금치(일반)),1kg,1750,26
11/16 11:20:17,시금치(시금치(일반)),1kg,1725,32
11/16 11:20:06,시금치(시금치(일반)),1kg,1775,15
11/16 11:19:49,시금치(시금치(일반)),1kg,1975,20
11/16 11:19:06,시금치(시금치(일반)),1kg,1925,26
11/16 11:18:20,시금치(시금치(일반)),1kg,1700,50
11/16 11:17:47,시금치(시금치(일반)),1kg,1950,35
11/16 11:17:39,시금치(시금치(일반)),1kg,1775,40
11/16 11:16:25,시금치(시금치(일반)),1kg,1375,10
11/16 11:16:15,시금치(시금치(일반)),1kg,1375,10
11/16 11:16:08,시금치(시금치(일반)),1kg,1375,2
11/16 11:16:00,시금치(시금치(일반)),1kg,1325,5
11/16 11:15:55,시금치(시금치(일반)),1kg,1725,30
11/16 11:15:38,시금치(시금치(일반)),1kg,1575,15
11/16 11:15:15,시금치(시금치(일반)),1kg,1850,34
11/16 11:15:10,시금치(시금치(일반)),1kg,1650,33
11/16 11:14:53,시금치(시금치(일반)),1kg,2250,6
11/16 11:14:29,시금치(시금치(일반)),1kg,2150,13
11/16 11:14:10,시금치(시금치(일반)),1kg,1375,32
11/16 11:13:56,시금치(시금치(일반)),1kg,1375,20
11/16 11:13:25,시금치(시금치(일반)),1kg,1925,34
11/16 11:13:22,시금치(시금치(일반)),1kg,1875,35
11/16 11:13:19,시금치(시금치(일반)),1kg,1825,35
11/16 11:13:14,시금치(시금치(일반)),1kg,1250,8
11/16 11:12:21,시금치(시금치(일반)),1kg,1325,30
11/16 11:10:31,시금치(시금치(일반)),1kg,1575,23
11/16 11:09:21,시금치(시금치(일반)),1kg,1275,30
11/16 11:06:42,시금치(시금치(일반)),1kg,1400,25
11/16 11:06:37,시금치(시금치(일반)),1kg,1375,25
11/16 11:06:18,시금치(시금치(일반)),1kg,1500,22
11/16 10:43:53,시금치(시금치(일반)),1kg,3875,20
11/16 10:43:53,시금치(시금치(일반)),1kg,3875,20
11/16 10:43:53,시금치(시금치(일반)),1kg,3875,5
11/16 10:43:53,시금치(시금치(일반)),1kg,3875,5
11/16 10:43:53,시금치(시금치(일반)),1kg,3875,10
11/16 10:43:53,시금치(시금치(일반)),1kg,3500,15
11/16 10:43:53,시금치(시금치(일반)),1kg,3500,40
11/16 10:43:53,시금치(시금치(일반)),1kg,3500,10
11/16 10:43:53,시금치(시금치(일반)),1kg,3875,30
11/16 10:43:53,시금치(시금치(일반)),1kg,3500,30
11/16 10:43:53,시금치(시금치(일반)),1kg,3500,15
11/16 10:43:53,시금치(시금치(일반)),1kg,3500,10
11/16 10:41:41,시금치(시금치(일반)),1kg,240,350
11/16 09:52:30,시금치(시금치(일반)),1kg,1680,20
11/16 09:48:24,시금치(시금치(일반)),1kg,1600,100
11/16 09:42:16,시금치(시금치(일반)),1kg,2572,35
11/16 08:39:18,시금치(시금치(일반)),1kg,2250,20
11/16 08:39:13,시금치(시금치(일반)),1kg,625,5
11/16 08:35:58,시금치(시금치(일반)),1kg,2750,8
11/16 08:35:58,시금치(시금치(일반)),1kg,2750,7
11/16 08:33:23,시금치(시금치(일반)),1kg,3250,20
11/16 08:27:46,시금치(시금치(일반)),1kg,2400,17
11/16 08:27:29,시금치(시금치(일반)),1kg,2820,5
11/16 08:27:25,시금치(시금치(일반)),1kg,2800,5
11/16 08:27:21,시금치(시금치(일반)),1kg,2800,5
11/16 08:22:40,시금치(시금치(일반)),1kg,900,5
11/16 08:22:33,시금치(시금치(일반)),1kg,950,21
11/16 08:10:35,시금치(시금치(일반)),1kg,1625,70
11/16 07:54:33,시금치(시금치(일반)),1kg,500,50
11/16 07:25:54,시금치(시금치(일반)),1kg,2600,18
11/16 07:25:54,시금치(시금치(일반)),1kg,2800,20
11/16 07:25:54,시금치(시금치(일반)),1kg,3300,18
11/16 07:25:54,시금치(시금치(일반)),1kg,3200,10
11/16 07:25:54,시금치(시금치(일반)),1kg,2800,6
11/16 07:25:54,시금치(시금치(일반)),1kg,2700,10
11/16 07:25:54,시금치(시금치(일반)),1kg,3000,24
11/16 07:25:54,시금치(시금치(일반)),1kg,3000,28
11/16 07:25:54,시금치(시금치(일반)),1kg,2600,19
11/16 07:25:54,시금치(시금치(일반)),1kg,2800,15
11/16 07:25:54,시금치(시금치(일반)),1kg,3300,24
11/16 07:25:54,시금치(시금치(일반)),1kg,2800,10
11/16 07:25:45,시금치(시금치(일반)),1kg,2800,10
11/16 07:25:45,시금치(시금치(일반)),1kg,2800,10
11/16 07:22:48,시금치(시금치(일반)),1kg,2250,13
11/16 07:16:49,시금치(시금치(일반)),1kg,2500,15
11/16 07:16:11,시금치(시금치(일반)),1kg,4000,20
